cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn,
00246W103,AXTI,NA,5.13,164.88,132.135,0.228345176,K,1,1/31/2012,1,11.69591,
003654100,ABMD,NA,18.5,713.48,115.731,0.009726752,K,1,1/31/2012,1,12.86487,
00438V103,AH,NA,26.83,2635.082988,208.44,0.236747603,L,1,1/31/2012,1,-3.130824,
004446100,ACET,NA,7.36,196.731424,161.417,0.171757308,K,1,1/31/2012,1,12.63587,
004848107,ACFN,NA,6.49,113.69,71.924,-0.101470568,K,1,1/31/2012,1,27.63419,
00847J105,AGYS,NA,8.14,184.21,149.337,-0.037862342,K,1,1/31/2012,1,-1.105651,
063904106,OZRK,NA,27.99,959.421067,406.945,0.200049992,K,1,1/31/2012,1,4.858878,
09227Q100,BLKB,NA,30.43,1357.674252,145.008,0.496585763,K,1,1/31/2012,1,3.680578,
242309102,TRAK,NA,27.33,1133.810494,493.071,0.129354672,K,1,1/31/2012,1,1.902671,
278642103,EBAY,NA,31.595,40660.08,16165.324,0.177897445,K,1,1/31/2012,0.9,13.11916,
27875T101,ECHO,NA,16.75,371.082063,116.879,0.221930775,K,1,1/31/2012,1,11.04478,
28257U104,BAGL,NA,14.94,250.891484,82.698,0.39744412,K,1,1/31/2012,1,-5.282029,
374396109,GEVO,NA,8.665,225.87,103.295,-0.473848725,IPO,1,1/31/2012,1,15.52222,
382410405,GDP,NA,17.26,623.544667,164.316,0.687278724,L,1,1/31/2012,1,-7.705678,
45167R104,IEX,NA,40.52,3380.95,1671.941,0.21745609,L,1,1/31/2012,1,3.158934,
102565108,BWL.A,NA,13,66.97,36.308,0.093809775,ALB,1,1/31/2012,1,-0.3846154,
10807M105,BPI,NA,24.59,1261.893882,323.246,0.810099308,L,1,1/31/2012,1,-0.9353396,
108763103,BRID,NA,11.16,102.58,24.838,-0.018327279,LIQ,1,1/31/2012,0.6,-21.05735,
109641100,EAT,NA,25.85,2080.74374,378.734,0.886404752,L,1,1/31/2012,1,6.731141,
114340102,BRKS,NA,10.72,710.47143,518.009,0.148841696,K,1,1/31/2012,1,11.84702,
12466Q104,CFFI,NA,28.51,89.49,93.262,0.205474183,LIQ,1,1/31/2012,1,6.874781,
12561W105,CNL,NA,39.76,2412.064534,2038.283,0.187195355,LU,1,1/31/2012,1,-2.45558,
126804301,CAB,NA,26.08,1813.360578,1129.818,0.240588797,L,1,1/31/2012,1,36.04295,
12709P103,CCMP,NA,50.42,1156.51,566.354,0.167395207,K,1,1/31/2012,1,-0.3371678,
29404K106,ENV,NA,11.51,366.03,113.062,0.153339271,L,1,1/31/2012,1,8.166812,
297425100,ESL,NA,61.15,1873.76,1801.544,0.142862952,L,1,1/31/2012,1,6.214227,
401617105,GES,NA,30,2783.30154,1221.994,0.420184922,L,1,1/31/2012,1,15.5,
401692108,GUID,NA,7.64,194.96,22.448,0.158775863,K,1,1/31/2012,1,49.34555,
457985208,IART,NA,29.52,791.762444,510.135,0.157202652,K,1,1/31/2012,1,7.046071,
458334109,IPAR,NA,16.7,510.01,265.953,0.311278565,K,1,1/31/2012,1,1.017964,
459044103,IBOC,NA,19.22,1293.080181,1373.14,0.168538578,K,1,1/31/2012,1,-1.248699,
460146103,IP,NA,31.14,13610.38228,10117,0.368560743,L,1,1/31/2012,0.95,13.77467,
46121Y102,IPI,NA,23.89,1796.62,845.819,0.217338799,L,1,1/31/2012,1,5.860193,
46145F105,ITG,NA,11.34,453.652992,679.556,0.162273474,BKR,1,1/31/2012,1,1.410935,
516012101,LCI,NA,5.08,144.14,106.14,0.026824966,L,1,1/31/2012,1,-18.70079,
049513104,ATML,NA,9.715,4494.191681,1190.998,0.41419048,K,1,1/31/2012,1,4.065877,
049560105,ATO,NA,32.41,2928.7,3215.514,0.16328673,LU,1,1/31/2012,1,-4.162941,
179895107,CLC,NA,51.41,2584.03,869.625,0.245046956,L,1,1/31/2012,1,-1.828438,
190897108,COBZ,NA,5.98,221.663399,199.34,0.139805136,K,1,1/31/2012,1,-2.508361,
199908104,FIX,NA,11.96,447.97016,276.247,0.123375323,L,1,1/31/2012,1,-4.347826,
200525103,CBSH,NA,38.82,3452.160503,2127.214,0.191153866,K,1,1/31/2012,1,-0.5409583,
31847R102,FAF,NA,14.82,1562.7,1976.246,0.091086267,L,1,1/31/2012,1,3.91363,
318916103,FBMS,NA,8,24.05,42.631,0.104776305,LIQ,1,1/31/2012,1,19.41209,
31946M103,FCNCA,NA,176.81,1833.76,1871.93,0.115219127,ALB,1,1/31/2012,1,-0.373282,
320209109,FFBC,NA,17.38,1012.65,727.132,0.154990737,K,1,1/31/2012,1,-4.027618,
42726X102,HBOS,NA,11.49,100.102489,123.637,0.067534835,LIQ,1,1/31/2012,1,4.35161,
464592104,ISLE,NA,5.08,198.03,338.835,0.310499589,K,1,1/31/2012,1,25,
002535300,AAN,NA,26.61,2009.67,1211.933,0.653561722,L,1,1/31/2012,1,4.998121,
