cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
037833100,AAPL,NA,107.59,95574.99144,21836,0.378734547,K,1,10/31/2008,1,-13.86746
03836W103,WTR,NA,18,2427.483204,1349.104,0.177895516,LU,1,10/31/2008,1,21.30933
075887109,BDX,NA,69.4,16903.65189,5074.109,0.39249385,L,1,10/31/2008,1,-8.458213
077454106,BDC,NA,20.84,898.45458,1192.403,0.198298886,L,1,10/31/2008,1,-16.41075
08160H101,BHE,NA,11.99,797.48,1286.074,0.103138747,L,1,10/31/2008,1,5.754796
084670108,BRK.A,NA,115490,178781.5,133959,0.08676364,NO,1,10/31/2008,0.5672,-9.948914
089302103,BIG,NA,24.43,2003.89,681.479,0.494299898,L,1,10/31/2008,1,-28.28489
179895107,CLC,NA,35.39,1796.98,687.685,0.245841159,L,1,10/31/2008,1,-9.268155
190897108,COBZ,NA,11.64,268.89,192.492,0.149920575,K,1,10/31/2008,1,-6.013746
199908104,FIX,NA,9.33,368.461676,274.937,0.287563571,L,1,10/31/2008,1,-9.971036
200525103,CBSH,NA,47.28,3408.730416,1600.425,0.217963595,K,1,10/31/2008,1,-2.134238
251893103,DV,NA,56.69,4048.35365,778.152,0.255140689,L,1,10/31/2008,1,1.393544
25264R207,DHIL,NA,63.59,153.852571,52.665,0.267911764,BKR,1,10/31/2008,1,-11.77858
33582V108,FNFG,NA,15.77,1734.57384,1431.352,0.103375243,K,1,10/31/2008,1,-1.6487
336901103,SRCE,NA,21.46,517.420558,439.622,0.151064602,K,1,10/31/2008,1,3.494874
337738108,FISV,NA,33.36,5472.311149,3430,0.286784537,K,1,10/31/2008,1,2.33813
345370860,F,NA,2.19,4952.36,2818.25,NULL,L,1,10/31/2008,0.95,22.83105
345550305,FCE.B,NA,11.94,1239.4,1418.01,-0.100570518,ALB,1,10/31/2008,0.889875,-49.06037
028591105,ANAT,NA,68.28,1808.042929,3751.089,-0.022107454,LIQ,1,10/31/2008,1,8.113649
030506109,AMWD,NA,18.54,260.17,219.694,0.145839213,K,1,10/31/2008,1,-11.3808
03071H100,AMSF,NA,17.24,324.672403,229.842,0.33834111,K,1,10/31/2008,1,-6.032483
03076K108,ABCB,NA,11.04,149.75,193.344,0.083317817,K,1,10/31/2008,1,-13.94928
032332504,ASYS,NA,6.41,58.304065,75.978,0.072833994,K,1,10/31/2008,1,-45.86583
102565108,BWL.A,NA,10.65,54.7,40.832,0.149090178,ALB,1,10/31/2008,1,-10.79812
108763103,BRID,NA,4.26,40.204721,36.589,-0.019732707,LIQ,1,10/31/2008,0.6,-9.389671
109641100,EAT,NA,9.3,942.9,610.598,0.442402366,L,1,10/31/2008,1,-28.60215
114340102,BRKS,NA,6.85,435.61,763.747,0.013872822,K,1,10/31/2008,1,-43.64964
12466Q104,CFFI,NA,19.49,59.0547,65.501,0.168703891,LIQ,1,10/31/2008,1,-23.03745
12561W105,CNL,NA,23.01,1380.56,1409.566,0.118420023,LU,1,10/31/2008,1,3.569633
12709P103,CCMP,NA,28.73,668.29,424.602,0.172713727,K,1,10/31/2008,1,-13.7835
29089Q105,EBS,NA,18.01,536.864142,181.115,0.399172324,L,1,10/31/2008,1,25.59689
291011104,EMR,NA,32.73,25396.61406,10268,0.481931497,L,1,10/31/2008,1,10.81234
293389102,EBF,NA,11.77,303.681819,381.41,0.222078603,L,1,10/31/2008,1,-13.59388
410120109,HBHC,NA,44.16,1399.96032,600.835,0.201413034,K,1,10/31/2008,1,-2.377717
412324303,HDNG,NA,6.97,79.76,271.899,0.027975317,K,1,10/31/2008,1,-43.60655
413086109,HAR,NA,18.37,1075.2,1339.846,0.259351181,L,1,10/31/2008,1,-18.02027
413833104,TINY,NA,5,129.3,153.779,-0.272932939,K,1,10/31/2008,1,-19.4
415864107,HSC,NA,23.67,1995.6,1947.482,0.409675365,L,1,10/31/2008,1,6.25264
45253H101,IMGN,NA,4.63,235.17,55.299,-0.782526076,K,1,10/31/2008,1,-17.4946
45337C102,INCY,NA,4.15,396.282048,-237.195,NULL,K,1,10/31/2008,1,-19.51807
01748X102,ALGT,NA,39.83,808.360604,224.364,0.218685955,K,1,10/31/2008,1,8.310319
052769106,ADSK,NA,21.31,4793.752308,1289.1,0.428764188,K,1,10/31/2008,1,-22.14923
053807103,AVT,NA,16.74,2517.84,4134.688,0.180869246,L,1,10/31/2008,1,-14.93429
056525108,BMI,NA,25.2,372.67,111.742475,0.395573259,L,1,10/31/2008,1,24.9368
21988R102,EXBD,NA,29.83,1014.850845,36.117,3.089623804,K,1,10/31/2008,1,-22.69527
22025Y407,CXW,NA,19.11,2395.740247,1350.199,0.230161834,L,1,10/31/2008,1,-5.33752
224633206,CRD.A,NA,8.02,568.17,272.576,0.239661914,ALB,1,10/31/2008,1,-25.31172
035290105,AXE,NA,33.61,1180.884829,1139.3,0.392346178,L,1,10/31/2008,1,-18.47664
03662Q105,ANSS,NA,28.63,2545.555141,765.501,0.153577334,K,1,10/31/2008,1,0.8033531
037598109,APOG,NA,9.86,281.104922,297.99,0.309262056,K,1,10/31/2008,1,-20.89249
038336103,ATR,NA,30.32,2057.58,1169.266,0.291610234,L,1,10/31/2008,1,10.29024
040047102,ARNA,NA,3.68,272.151761,232.292,-1.194327237,K,1,10/31/2008,1,4.891304
081437105,BMS,NA,24.84,2475.46438,1835.485813,0.238345309,L,1,10/31/2008,1,9.820267
172908105,CTAS,NA,23.7,3621.09,2414.276,0.278979702,K,1,10/31/2008,1,1.350211
19247A100,CNS,NA,18.17,755.000294,277.51,0.331908289,L,1,10/31/2008,1,-37.03907
192576106,COHU,NA,14.14,328.84,291.716,0.027171729,K,1,10/31/2008,1,-20.35846
19623P101,CBAN,NA,8.75,63.120864,83.823,0.078798638,LIQ,1,10/31/2008,1,-12
246647101,DK,NA,5.59,300.074386,543.4,0.087936672,L,1,10/31/2008,1,-0.6516739
246911101,DLIA,NA,2.42,75.283734,88.791,-0.188487572,K,1,10/31/2008,1,-7.024794
249030107,XRAY,NA,30.38,4525.18,1678.917,0.265518554,K,1,10/31/2008,1,-14.15405
249908104,DEPO,NA,2.16,103.931662,24.96,-0.562697173,K,1,10/31/2008,1,-28.24074
33615C101,FRGB,NA,5.5,65.084888,159.298,-0.059600012,K,1,10/31/2008,1,-30.72727
336433107,FSLR,NA,143.7,11502.41,1260.21,0.28434055,K,1,10/31/2008,1,-13.12457
33761G104,FBMI,NA,9.18,69.13,118.12,0.097373975,LIQ,1,10/31/2008,1,-13.14505
343412102,FLR,NA,39.93,7147.5,2625.4125,0.403444434,L,1,10/31/2008,1,14.04959
349853101,FWRD,NA,26.17,756.470831,216.227,0.4160562,K,1,10/31/2008,1,-11.33045
054937107,BBT,NA,35.85,19699.20445,12935,0.201159644,BKR,1,10/31/2008,1,-16.40167
05508R106,BGS,NA,3.73,137.252765,240.881,0.385782244,L,1,10/31/2008,1,44.23592
055639108,BPZ,NA,9.9,776.673711,145.395,0.013098312,L,1,10/31/2008,1,-37.77778
056032105,BTUI,NA,5.04,47.32,51.177,0.083579513,K,1,10/31/2008,1,-21.82788
057755100,BWINA,NA,15.2,265.73,362.403,0.052647804,ALB,1,10/31/2008,1,1.5625
05945F103,BANF,NA,50.4,766.321214,386.177,0.175733312,K,1,10/31/2008,1,-13.5119
22160N109,CSGP,NA,36.02,706.081186,295.581,0.163135051,K,1,10/31/2008,1,-9.4392
222660102,CRRC,NA,17.41,210.25,182.374,0.24742553,K,1,10/31/2008,1,5.958607
262037104,DRQ,NA,24.7,979.49,589.261,0.284108151,L,1,10/31/2008,1,-20.32389
263534109,DD,NA,32.04,28911.65,14161.95,0.325194146,L,1,10/31/2008,1,-20.60673
26483E100,DNB,NA,73.69,4020.983499,-485.32335,NULL,L,1,10/31/2008,1,9.009905
30161Q104,EXEL,NA,3.44,363.262899,5.867,NULL,K,1,10/31/2008,1,-10.17442
302081104,EXLS,NA,7.3,210.574836,166.433,0.158506153,K,1,10/31/2008,1,-2.739726
302301106,EZPW,NA,15.84,656.42,256.716,0.3169859,ALB,1,10/31/2008,1,4.103535
30241L109,FEIC,NA,21.01,780.19,526.623,0.0837607,K,1,10/31/2008,1,-3.28415
303075105,FDS,NA,38.79,1837.423805,469.351,0.455895009,L,1,10/31/2008,1,3.615524
309562106,FFKT,NA,19.78,145.36,170.144,0.157030968,LIQ,1,10/31/2008,1,21.69669
432748101,HTH,NA,9.4,530.65,671.235,0.038442406,L,1,10/31/2008,1,3.723404
04638F108,ALOT,NA,7.81,54.692235,53.44,0.14178518,LIQ,1,10/31/2008,1,-26.37644
157210105,CEVA,NA,8.5,171.3,122.528,0.008242982,K,1,10/31/2008,1,-13.05882
171046105,CBK,NA,5.22,185.31,227.905,0.256045282,L,1,10/31/2008,1,-35.44061
171484108,CHDN,NA,37.98,519.32,414.19,0.141141529,K,1,10/31/2008,1,-7.688257
171871106,CBB,NA,2.39,550.66,-821.35,NULL,L,1,10/31/2008,1,-27.61506
237934104,DTLK,NA,3.08,39.84,42.045,0.191366393,K,1,10/31/2008,1,-5.519481
373865104,GABC,NA,11.4,125.75,98.204,0.213242791,K,1,10/31/2008,1,-5.431671
377316104,GLT,NA,10.31,466.744763,707.8146125,0.170694231,L,1,10/31/2008,1,-7.662464
38141G104,GS,NA,92.5,43965.87,47361,0.290995082,ABB,1,10/31/2008,0.95,-14.60541
383082104,GRC,NA,31.45,525.451976,163.97875,0.289466696,L,1,10/31/2008,1,-11.88433
03820C105,AIT,NA,20.19,854.473669,852.7,0.321399578,L,1,10/31/2008,1,-4.774503
04010E109,AGX,NA,11.87,159.241403,70.823,0.192875196,L,1,10/31/2008,1,-14.32182
