cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
028591105,ANAT,NA,75.58,2002.1142,3133.856,-0.136707119,K,1,6/30/2009,1,4.591162
030506109,AMWD,NA,23.95,337.96,208.009,0.181488791,K,1,6/30/2009,1,-2.129436
03071H100,AMSF,NA,15.56,293.470967,262.111,0.242237068,K,1,6/30/2009,1,6.876606
03076K108,ABCB,NA,6.32,85.851556,188.956,-0.03759717,K,1,6/30/2009,1,2.531646
032332504,ASYS,NA,4.85,43.46,71.072,0.085603332,K,1,6/30/2009,1,18.35052
09227Q100,BLKB,NA,15.55,681.4,93.635,0.600491269,K,1,6/30/2009,1,20.25723
20451N101,CMP,NA,54.91,1788.681609,153.6,1.915364583,L,1,6/30/2009,1,-3.132398
207797101,CTWS,NA,21.69,184.482018,135.477,0.114840759,KU,1,6/30/2009,1,-0.2766252
209034107,CNSL,NA,11.71,347.15,120.014,0.65731498,K,1,6/30/2009,1,11.56385
209115104,ED,NA,37.42,10268.12,14903,0.114683174,LU,1,6/30/2009,1,5.184393
251893103,DV,NA,50.04,3574.95,955.156,0.268235765,L,1,6/30/2009,1,-0.5995204
25264R207,DHIL,NA,40.18,104.273448,36.329,0.202097498,BKR,1,6/30/2009,1,40.96566
33582V108,FNFG,NA,11.42,1710.210231,1565.672,0.099864486,K,1,6/30/2009,1,16.37478
336901103,SRCE,NA,17.27,417.76,567.202,0.132190012,K,1,6/30/2009,1,-4.400695
337738108,FISV,NA,45.71,7112.34,3235,0.307573416,K,1,6/30/2009,1,3.719099
345370860,F,NA,6.07,19534.78,-14520.08333,NULL,L,1,6/30/2009,0.95,31.79572
345550305,FCE.B,NA,6.49,1029.77,1255.494,-0.172544831,ALB,1,6/30/2009,0.889875,2.157165
436893200,HOMB,NA,19.04,378.63,338.813,0.06781887,K,1,6/30/2009,1,14.28571
43689E107,HBCP,NA,11.94,106.59,129.3,0.073774739,IPO,1,6/30/2009,1,4.103853
052769106,ADSK,NA,18.98,4335.202156,1328.5,0.311403839,K,1,6/30/2009,1,14.91043
053774105,CAR,NA,5.65,575.052876,1259,2.716119829,L,1,6/30/2009,1,51.32743
053807103,AVT,NA,21.03,3176.69,2747.087,0.173346899,L,1,6/30/2009,1,16.02473
056525108,BMI,NA,41,607.33,117.8070083,0.413323402,L,1,6/30/2009,1,-10.12195
300645108,EXAR,NA,7.19,312.500839,292.094,-0.052499261,K,1,6/30/2009,1,-2.225313
30161N101,EXC,NA,51.21,33734.84032,17063.7167,0.410830452,LU,1,6/30/2009,1,-0.6834602
30231G102,XOM,NA,69.91,341140.6,127066,0.519179009,L,1,6/30/2009,1,0.686597
303726103,FCS,NA,6.99,865.603358,1043.5,0.119796756,L,1,6/30/2009,1,26.32332
313148108,AGM.A,NA,3.76,47.59,51.266,-2.591484209,ALB,1,6/30/2009,1,7.978724
401617105,GES,NA,25.78,2372.28,808.72,0.470727817,L,1,6/30/2009,1,12.76183
401692108,GUID,NA,3.75,87.49,29.742,-0.255564522,K,1,6/30/2009,1,6.4
45253H101,IMGN,NA,8.62,490.41,38.031,-0.736898846,K,1,6/30/2009,1,0.8120649
45337C102,INCY,NA,3.29,320.25,-256.751,NULL,K,1,6/30/2009,1,58.05471
45667G103,INFN,NA,9.13,871.002,392.286,-0.077279831,K,1,6/30/2009,1,-25.84885
457642205,INOD,NA,4.38,106.024466,35.998,0.381102676,K,1,6/30/2009,1,21.91781
45773Y105,INWK,NA,4.75,215.92379,134.943,0.14536508,K,1,6/30/2009,1,8.842105
45774W108,IIIN,NA,8.24,144.42,148.584,0.089472999,K,1,6/30/2009,1,23.66505
01748X102,ALGT,NA,39.64,801.121863,289.053,0.36747932,K,1,6/30/2009,1,9.258325
063904106,OZRK,NA,21.63,364.870846,269.701,0.188456174,K,1,6/30/2009,1,17.47716
217204106,CPRT,NA,34.67,2916.55,875.451,0.319839599,K,1,6/30/2009,1,1.845976
26884F102,ESBF,NA,13.12,158.221296,148.191,0.107024043,LIQ,1,6/30/2009,1,13.03354
27579R104,EWBC,NA,6.49,415.6,1535.193,-0.040221198,K,1,6/30/2009,1,36.20955
276317104,EML,NA,16.5,98.45,61.27959583,0.117036454,LIQ,1,6/30/2009,1,8.121212
353469109,FC,NA,6.23,105.504271,80.536,-0.003000243,L,1,6/30/2009,1,4.173355
356108100,FRED,NA,12.64,506.01,397.1443958,0.134643232,K,1,6/30/2009,1,6.64557
