cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
127387108,CDNS,NA,17.75,5035.82,1844.704,NULL,L,1,2/28/2006,1,4.169014
128126109,CAMP,NA,10.05,231.2505,171.156,NULL,K,1,2/28/2006,1,16.81592
129603106,CCC,NA,7.78,308.5548,165.776,NULL,L,1,2/28/2006,1,-20.95116
14067D102,CPST,NA,3.16,324.6457,82.594,NULL,K,1,2/28/2006,1,15.18987
144285103,CRS,NA,83.59,2115.62,1016.125542,NULL,L,1,2/28/2006,1,13.07573
147322101,CSCD,NA,13.08,147.0715,81.505,NULL,IPO,1,2/28/2006,1,0.0764526
150870103,CE,NA,21.4,3393.23,500,NULL,IPO,1,2/28/2006,1,-2.009346
210226106,CTO,NA,65,368.42,119.126,NULL,L,1,2/28/2006,1,-4.415385
21075N204,MCF,NA,11.49,169.47,54.047,NULL,L,1,2/28/2006,1,12.7067
216831107,CTB,NA,14.9,913.61,1026.190746,NULL,L,1,2/28/2006,1,-3.100059
26168L205,DW,NA,32.45,685.45,167.709,NULL,L,1,2/28/2006,1,9.553159
267475101,DY,NA,21.35,857.2025,375.43,NULL,L,1,2/28/2006,1,-0.4683841
268158102,DVAX,NA,6.04,179.74,49.578,NULL,K,1,2/28/2006,1,-0.1655629
315616102,FFIV,NA,67.8,2709.6949,504.624,NULL,K,1,2/28/2006,1,6.917404
316394105,LION,NA,17.75,162.91,86.739,NULL,K,1,2/28/2006,1,0.2816902
318910106,FBNC,NA,22.23,316.3106,153.746,NULL,K,1,2/28/2006,1,1.473066
31942D107,FCFS,NA,17.42,544.1311,171.324,NULL,K,1,2/28/2006,1,14.75316
32006W106,FDEF,NA,27.59,195.48,150.951,NULL,LIQ,1,2/28/2006,1,-4.530627
32020R109,FFIN,NA,36.58,757.7547,276.276,NULL,LIQ,1,2/28/2006,1,5.497588
438516106,HON,NA,40.95,34510.9816,11809.22083,NULL,L,1,2/28/2006,0.95,4.444445
044209104,ASH,NA,65.27,4651.47,3686,NULL,L,1,2/28/2006,1,8.901486
045487105,ASBC,NA,34.47,4674.2011,2324.978,NULL,K,1,2/28/2006,1,-1.421526
04621X108,AIZ,NA,45.4,5942.73,3744.424,NULL,L,1,2/28/2006,1,8.480176
046265104,AF,NA,28.67,3009.41,1350.227,NULL,L,1,2/28/2006,1,7.987443
049904105,ATRI,NA,74.586,136.7161,61.895,NULL,LIQ,1,2/28/2006,1,6.144644
15201P109,CSFL,NA,38.19,200.4974,96.439,NULL,LIQ,1,2/28/2006,1,-3.457146
15670R107,CPHD,NA,9.16,390.5457,58.003,NULL,K,1,2/28/2006,1,0
159765106,CTHR,NA,14.02,254.64,57.966,NULL,K,1,2/28/2006,1,-22.75321
159864107,CRL,NA,48.35,3496.78,1913.968,NULL,L,1,2/28/2006,1,1.385729
163072101,CAKE,NA,36.16,2851.47,716.242,NULL,K,1,2/28/2006,1,3.567478
16444H102,CHKE,NA,38.54,337.77,23.435,NULL,LIQ,1,2/28/2006,1,4.488843
168088102,CVR,NA,19.85,19.18,25.155,NULL,LIQ,1,2/28/2006,1,0.1442811
170032809,CQB,NA,17.22,721.95,1029.945,NULL,L,1,2/28/2006,1,-2.038687
171232101,CB,NA,95.75,19141.4782,11309.098,NULL,L,1,2/28/2006,1,0.1887144
243537107,DECK,NA,33.9,420.5295,164.987,NULL,LIQ,1,2/28/2006,1,19.58702
268648102,EMC,NA,14.02,33517.5029,12240.622,NULL,L,1,2/28/2006,1,-2.78174
268664109,EMCI,NA,24.52,333.9133,246.118,NULL,K,1,2/28/2006,1,14.38113
418056107,HAS,NA,20.29,3611.38,1727.672688,NULL,L,1,2/28/2006,1,3.992114
419596200,HVT.A,NA,14.21,319.4125,279.27,NULL,ALB,1,2/28/2006,0.3336,2.491845
422704106,HL,NA,4.98,590.45,161.8443333,NULL,L,1,2/28/2006,1,32.73092
45817G102,IDN,NA,5.81,69.98,3.006,NULL,L,1,2/28/2006,1,13.0809
46121H109,IIN,NA,5.9,30.385,13.194,NULL,L,1,2/28/2006,1,18.47458
026760405,AMIC,NA,12,101.412,79.755,NULL,LIQ,1,2/28/2006,0.3012,0
029429107,ASEI,NA,76.09,622.35,104.785,NULL,K,1,2/28/2006,1,22.74938
030111108,AMSC,NA,10.08,330.7651,125.265,NULL,K,1,2/28/2006,1,12.59921
032159105,AXR,NA,31.16,206.72,132.558,NULL,LIQ,1,2/28/2006,0.9,26.76508
03232P405,AMSG,NA,21.91,650.36,317.661,NULL,K,1,2/28/2006,1,3.560018
192446102,CTSH,NA,57.61,7962.13,714.145,NULL,K,1,2/28/2006,1,3.263322
200340107,CMA,NA,57.32,9337.44,5068,NULL,L,1,2/28/2006,1,2.196657
278878103,EEI,NA,10.39,42.2,37.077,NULL,ALB,1,2/28/2006,1,-0.2887392
285512109,ERTS,NA,51.97,15810.79,3341,NULL,K,1,2/28/2006,1,5.291514
002535300,RNT.A,NA,24.5,1294.24,493.991,NULL,ALB,1,2/28/2006,1,3.757682
002824100,ABT,NA,44.18,67976.4971,14263.031,NULL,L,1,2/28/2006,1,-3.87053
003830106,ABP,NA,5.69,239.31,-22.5857625,NULL,L,1,2/28/2006,1,3.163445
004337101,ANCX,NA,10.6,84.3442,31.185,NULL,LIQ,1,2/28/2006,1,3.490566
00508X203,ATU,NA,55.1,1494.5874,321.238,NULL,L,1,2/28/2006,1,11.10708
006351308,AE,NA,26.29,110.8912,59.609,NULL,L,1,2/28/2006,1,7.26512
006743306,AEY,NA,5.61,56.7507,10.731,NULL,LIQ,1,2/28/2006,1,5.169341
00751Y106,AAP,NA,41.35,4473.13,913.059,NULL,L,1,2/28/2006,1,0.8467822
00826T108,AFFX,NA,35.51,2356.763,519.838,NULL,K,1,2/28/2006,1,-7.265559
00846U101,A,NA,36,15435.37,4313,NULL,L,1,2/28/2006,1,4.305555
053015103,ADP,NA,46.19,26770.11,6053.699404,NULL,L,1,2/28/2006,1,-0.7094902
054540109,ACLS,NA,6.91,694.6208,426.041,NULL,K,1,2/28/2006,1,-15.19537
05566U108,BOFI,NA,7.3,61.2105,62.325,NULL,IPO,1,2/28/2006,1,2.739726
057755209,BWINB,NA,24.75,367.0164,352.74,NULL,ALB,1,2/28/2006,1,7.272727
225447101,CREE,NA,29.95,2285.5744,789.26,NULL,K,1,2/28/2006,1,9.549249
228903100,CRY,NA,4.45,110.1419,49.422,NULL,L,1,2/28/2006,1,-1.123595
231269101,CRIS,NA,2.5,123.35,40.728,NULL,K,1,2/28/2006,1,-4.8
232109108,CUTR,NA,27.09,320.6914,97.237,NULL,K,1,2/28/2006,1,0.110742
294429105,EFX,NA,36.64,4758.38,946.4,NULL,L,1,2/28/2006,1,1.637555
358435105,FRD,NA,7.64,54.78,36.977,NULL,L,1,2/28/2006,1,21.72775
35952H106,FCEL,NA,11.13,540.03,241.364,NULL,K,1,2/28/2006,1,3.054807
361652209,GFIG,NA,60.06,1664.2025,143.712,NULL,IPO,1,2/28/2006,1,-13.56976
