cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
015351109,ALXN,NA,60.61,2309.644784,92.625,-0.958289023,K,1,2/29/2008,1,-2.16136
05334D107,AUXL,NA,32.04,1292.264226,72.503,-0.672410023,K,1,2/29/2008,1,-16.54182
053611109,AVY,NA,51.32,5464.594399,1840.2,0.328426321,L,1,2/29/2008,1,-3.264583
05379B107,AVA,NA,18.24,966.992688,1352.904,0.108129552,LU,1,2/29/2008,1,7.236842
054303102,AVP,NA,38.06,16242.7642,1083.127083,1.310567735,L,1,2/29/2008,1,3.888597
05453N100,AWRE,NA,3.99,95.22,52.547,-0.017882636,K,1,2/29/2008,1,-7.769423
05561Q201,BOKF,NA,51.72,3481.09,1868.563,0.193769322,K,1,2/29/2008,0.9,0.9860789
055662100,BSM,NA,5.44,115.81,22.515,-0.239529203,L,1,2/29/2008,1,4.779412
057224107,BHI,NA,67.29,20819.39,6193.8,0.414962268,L,1,2/29/2008,1,1.798187
05874B107,BYI,NA,37.91,2078.68112,222.581,0.563889101,L,1,2/29/2008,1,-9.417041
059692103,BXS,NA,22.48,1851.784335,1169.739,0.182705627,L,1,2/29/2008,1,3.973409
191042100,COBR,NA,4.79,31,73.565,-0.028495943,LIQ,1,2/29/2008,1,-20.66806
202217105,CNAF,NA,17.01,51.520109,37.135,0.117516462,LIQ,1,2/29/2008,1,-5.937684
319383105,BUSE,NA,18.71,679.47236,538.274,0.093600847,K,1,2/29/2008,1,12.88081
31986N102,FCCY,NA,13.75,54.58,39.721,0.204419507,LIQ,1,2/29/2008,1,-5.636364
32022D108,FFKY,NA,23.15,107.904071,72.309,0.19826201,LIQ,1,2/29/2008,1,3.901539
32111B104,FNSC,NA,11.75,43.763439,46.172,0.138304294,LIQ,1,2/29/2008,1,-10.2128
428236103,HPQ,NA,47.77,122953.7043,38536.61667,0.305842955,L,1,2/29/2008,1,-4.253294
004631107,ACME,NA,2.98,47.82,92.92233333,0.071085508,K,1,2/29/2008,1,-32.21476
00817Y108,AET,NA,49.6,24819.84,10258.797,0.304191903,L,1,2/29/2008,1,-15.14113
008252108,AMG,NA,96.35,2881.253194,893.435,0.684076814,L,1,2/29/2008,1,-5.822522
008272106,AFFM,NA,8.97,137.921357,214.892,0.110465572,K,1,2/29/2008,0.8496,-10.79001
06643P104,BFIN,NA,14.22,316.313619,303.621,0.057187995,K,1,2/29/2008,1,11.88467
073302101,BEAV,NA,34.3,3192.422045,1237.8,0.205468564,K,1,2/29/2008,1,1.895044
253827109,DRAD,NA,2.88,54.520338,56.157,0.040762394,K,1,2/29/2008,1,-2.083333
254543101,DIOD,NA,22.57,904.37,353.724,0.220923815,K,1,2/29/2008,1,-2.702703
254687106,DIS,NA,32.41,62583.71,33587,0.241374022,L,1,2/29/2008,0.95,-3.178031
25848T109,HILL,NA,3.58,163.904103,142.71,-0.18773398,K,1,2/29/2008,1,-16.20112
33646W100,FSBK,NA,19.68,193.03433,86.026,0.318269463,LIQ,1,2/29/2008,1,14.32927
33832D106,FVE,NA,7.17,227.35,82.318,0.350798185,L,1,2/29/2008,1,-11.43654
339382103,FLXS,NA,13.4,88.053691,114.335,0.134758405,LIQ,1,2/29/2008,1,1.577346
343389102,FTK,NA,22.73,417.430313,75.521,0.40703055,L,1,2/29/2008,1,-35.8117
343873105,FFIC,NA,16.3,347.541493,228.923,0.160355748,K,1,2/29/2008,1,8.78068
346375108,FORM,NA,17.93,871.33,746.033,0.157151325,K,1,2/29/2008,1,6.525376
443510102,HUB.A,NA,49.67,2614,1017.8,0.301454385,ALB,1,2/29/2008,0.784035,-3.407301
020409108,AFAM,NA,21.3974,116.293885,30.954,0.399948338,K,1,2/29/2008,1,-6.951203
02076X102,ANR,NA,40.54,2678.8,372.292,0.492773792,L,1,2/29/2008,1,7.153429
021441100,ALTR,NA,17.11,5258.04,1292.619,0.306898151,K,1,2/29/2008,1,7.714787
023177108,EPAX,NA,17.94,349.58,86.604,0.612707182,K,1,2/29/2008,1,5.295429
023586100,UHAL,NA,52.11,1045.290853,925.385,0.33996725,K,1,2/29/2008,0.9,9.556707
025537101,AEP,NA,40.92,16385.46073,14494,0.17629517,LU,1,2/29/2008,1,1.735093
025816109,AXP,NA,42.3,48902.52,10944.95417,0.637229123,L,1,2/29/2008,0.9,3.356974
075896100,BBBY,NA,28.34,7423.74,2469.15,0.421291795,K,1,2/29/2008,1,4.093154
084423102,BER,NA,28.79,5271.450987,3516.73,0.351448682,L,1,2/29/2008,1,-3.642991
20451Q104,CODI,NA,13.6,428.74,513.803,0.087925123,K,1,2/29/2008,1,-3.308824
205363104,CSC,NA,43.45,7110.08,6138.5,0.33191088,L,1,2/29/2008,1,-6.121979
