cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
02916P103,ARII,NA,12.08,257.331736,331.727,0.031173224,K,1,6/30/2010,1,12.99669
03076C106,AMP,NA,36.13,9240.49,10108,0.121982588,L,1,6/30/2010,1,17.32632
032657207,ALOG,NA,45.51,586.380376,402.292,0.075353226,K,1,6/30/2010,1,-0.08789277
075896100,BBBY,NA,37.08,9761.695298,3652.904,0.329942041,K,1,6/30/2010,1,2.157497
084423102,WRB,NA,26.46,4046.74,3645.984,0.238337853,L,1,6/30/2010,1,2.078609
084670702,BRK.B,NA,79.69,197357,165904,0.105565089,AUB,1,6/30/2010,1.52,-1.970134
203612106,BTC,NA,2.24,48.09,110.57,-0.106963914,L,1,6/30/2010,1,-18.30357
205363104,CSC,NA,45.25,6979.37,6525,0.30710477,L,1,6/30/2010,1,0.1767956
205887102,CAG,NA,23.32,10390.42347,5178.952,0.247788449,L,1,6/30/2010,1,1.53292
205944101,CNW,NA,30.02,1615.62,711.131,0.364807609,L,1,6/30/2010,1,12.22518
280358102,EDGW,NA,2.9,35.504671,54.806,-0.095555231,K,1,6/30/2010,1,-15.51724
285229100,ESIO,NA,13.36,371.85,342.662,-0.041259317,K,1,6/30/2010,1,-14.07186
361086101,FRM,NA,3.97,145.833392,84.803,0.061660555,L,1,6/30/2010,1,8.816121
36467W109,GME,NA,18.79,2847.441861,2700.212,0.281124964,L,1,6/30/2010,1,6.705695
368682100,GY,NA,4.38,256.23,-262.4,NULL,L,1,6/30/2010,1,20.09132
371901109,GNTX,NA,17.98,2507.701867,802.468,0.218628033,K,1,6/30/2010,1,7.837326
37244C101,GHDX,NA,12.93,372.132615,69.961,-0.000800446,K,1,6/30/2010,1,-0.3093581
428236103,HPQ,NA,43.28,101037,47783.88333,0.353262936,L,1,6/30/2010,1,6.377079
477839104,JBT,NA,15.25,429.35,62.2,1.196994992,L,1,6/30/2010,1,3.016393
48020Q107,JLL,NA,65.64,2759.21,1368.358,0.190499496,L,1,6/30/2010,1,18.00731
48203R104,JNPR,NA,22.82,12006.49198,6119.199,0.121183344,L,1,6/30/2010,1,21.73532
015351109,ALXN,NA,51.19,4585.89,742.669,0.15471228,K,1,6/30/2010,1,6.192616
016259103,ALIM,NA,7.44,231.03,-166.495,NULL,IPO,1,6/30/2010,1,-2.016129
05334D107,AUXL,NA,23.5,1114.88,117.1,-0.379726729,K,1,6/30/2010,1,-4
053588109,AVEO,NA,7.07,211.422949,46.341,NULL,IPO,1,6/30/2010,1,9.476662
053611109,AVY,NA,32.13,3548.46,1381.4,0.405458231,L,1,6/30/2010,1,11.57796
05379B107,AVA,NA,19.53,1072.230006,1555.028,0.151614633,LU,1,6/30/2010,1,7.117256
054303102,AVP,NA,26.5,11352.69211,1304.085417,0.799917121,L,1,6/30/2010,1,17.4717
05453N100,AWRE,NA,2.32,46.23057,48.565,-0.05143622,K,1,6/30/2010,1,7.758621
05561Q201,BOKF,NA,47.47,3230,2312.443,0.181747615,K,1,6/30/2010,0.9,2.612176
057224107,BHI,NA,41.57,17835.4418,7347,0.166140904,L,1,6/30/2010,1,16.47741
05874B107,BYI,NA,32.39,1788.70536,525.696,0.473596908,L,1,6/30/2010,1,-0.2778635
059692103,BXS,NA,17.88,1492.560178,1264.884,0.141612195,L,1,6/30/2010,1,-18.00895
223622101,COWN,NA,4.1,306.091703,464.605,-0.061762142,BKR,1,6/30/2010,1,1.463415
29362U104,ENTG,NA,3.97,521.41,365.961,0.205683119,K,1,6/30/2010,1,16.12091
293904108,ENZN,NA,10.65,641.98,368.165,-0.040451971,K,1,6/30/2010,1,2.723005
296315104,ESE,NA,25.75,680.990886,598.458,0.133516471,L,1,6/30/2010,1,16.13553
29911Q208,EVBN,NA,12.65,50.1,46.935,0.117694684,LIQ,1,6/30/2010,1,2.766798
40867E107,HBNK,NA,9.5,67.94,93.904,-0.008476742,K,1,6/30/2010,1,4.842105
410345102,HBI,NA,24.06,2299.953794,376.104,0.844016549,L,1,6/30/2010,1,4.114713
41043F208,HGR,NA,17.96,574.33,363.782,0.212231501,L,1,6/30/2010,1,-4.510022
411307101,HNSN,NA,2.13,114.271659,29.17,-1.603085362,K,1,6/30/2010,1,-15.02347
41146A106,HRG,NA,6.28,121.11,143.322,-0.061518818,LIQ,1,6/30/2010,0.75,1.910828
412822108,HOG,NA,22.23,5234.1,2091.54525,0.322932479,L,1,6/30/2010,1,22.49213
002896207,ANF,NA,30.69,2707.14,1846.806,0.195522432,L,1,6/30/2010,1,20.36494
00507V109,ATVI,NA,10.49,13048.57151,11122,0.120032368,K,1,6/30/2010,1,13.25072
005125109,ACXM,NA,14.69,1170.58,640.6956667,0.411132576,K,1,6/30/2010,1,4.424779
029326105,AMRB,NA,7.47,73.55,88.672,0.01617196,LIQ,1,6/30/2010,1,-4.417671
029899101,AWR,NA,33.14,615.39,460.084,0.192760185,LU,1,6/30/2010,1,6.457453
03062T105,CRMT,NA,22.63,255.38,185.283,0.074734325,K,1,6/30/2010,1,2.872293
031162100,AMGN,NA,52.6,50387.56,22596,0.281659877,K,1,6/30/2010,1,3.669202
032037103,AP,NA,20.83,213.441406,186.4384083,0.295849252,L,1,6/30/2010,1,16.20868
032511107,APC,NA,36.09,17855.32197,30620.25292,0.11728012,L,1,6/30/2010,1,36.21502
032515108,ANAD,NA,4.36,284.350441,186.982,-0.109507867,K,1,6/30/2010,1,0.6880734
073685109,BECN,NA,18.02,820.8,470.49,0.190140067,K,1,6/30/2010,1,-5.327414
084680107,BHLB,NA,19.48,273.34,385.321,-0.052776776,K,1,6/30/2010,1,3.644764
086516101,BBY,NA,33.86,14285.53,6457,0.488379397,L,1,6/30/2010,1,2.782681
204149108,CTBI,NA,25.1,382.221445,324.879,0.143631937,K,1,6/30/2010,1,9.482072
20605P101,CXO,NA,55.33,5065.403016,2247.686,0.194264234,L,1,6/30/2010,1,8.40412
278715206,EBIX,NA,15.68,549.43,193.366,0.244344921,K,1,6/30/2010,1,5.931122
28176E108,EW,NA,56.02,6347.770508,1151.5,0.262613982,L,1,6/30/2010,1,3.177437
285218103,ELRC,NA,12.79,306.272563,246.269,0.248525324,K,1,6/30/2010,1,7.896794
35671D857,FCX,NA,59.13,25582.46394,9676,0.875775114,L,1,6/30/2010,1,21.55372
359523107,FTEK,NA,6.32,153.03,79.752,-0.013040425,K,1,6/30/2010,1,3.006329
35952W103,FSYS,NA,25.95,457.09,265.48,0.477598215,K,1,6/30/2010,1,17.1869
359694106,FUL,NA,18.99,929.85,588.966,0.276200628,L,1,6/30/2010,1,8.017672
361268105,GKSR,NA,20.65,383.414064,469.176,0.152974577,K,1,6/30/2010,1,12.68765
36237H101,GIII,NA,22.89,437.181008,241.671,0.300247474,K,1,6/30/2010,1,12.71298
36241U106,GSIT,NA,5.72,158.623505,98.719,0.129752125,K,1,6/30/2010,1,18.88112
363576109,AJG,NA,24.38,2525.77,916.7,0.338060434,L,1,6/30/2010,1,4.265791
369550108,GD,NA,58.56,22588.27109,13310,0.306386176,L,1,6/30/2010,0.85,4.593579
372309104,GNMK,NA,4.42,51.82,10.793,-1.231256118,IPO,1,6/30/2010,1,1.357466
372460105,GPC,NA,39.45,6264.363809,2678.234938,0.270429813,L,1,6/30/2010,1,8.567807
426281101,JKHY,NA,23.88,2037.661559,797.135,0.332350853,K,1,6/30/2010,1,6.365159
426927109,HTBK,NA,3.67,43.381268,129.75,-0.142527938,K,1,6/30/2010,1,-1.907357
002567105,ABAX,NA,21.43,477.61041,147.119,0.17475649,K,1,6/30/2010,1,-6.439571
