cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
30231G102,XOM,NA,59.9,377677.4,124675,NULL,L,1,8/31/2005,1,6.076795
369604103,GE,NA,33.61,356293.3,129216,NULL,L,1,8/31/2005,1,0.8403584
594918104,MSFT,NA,27.38,293313.9,48115,NULL,K,1,8/31/2005,0.95,-6.026297
172967101,C,NA,43.77,226294.5,113648.6125,NULL,L,1,8/31/2005,1,4.304958
478160104,JNJ,NA,63.39,188565.9,35794.66667,NULL,L,1,8/31/2005,1,-0.173529
717081103,PFE,NA,25.48,187800.4,76729.9225,NULL,L,1,8/31/2005,1,-2.00157
931142103,WMT,NA,44.96,187154.9,47721,NULL,L,1,8/31/2005,0.5,-2.535587
060505104,BAC,NA,43.03,172891.4369,100269,NULL,L,1,8/31/2005,1,-2.161283
458140100,INTC,NA,25.72,156712,38303,NULL,K,1,8/31/2005,1,-4.160187
026874107,AIG,NA,59.2,153628.7379,98536,NULL,L,1,8/31/2005,1,3.716721
02209S103,MO,NA,70.7,146731.8,46040,NULL,L,1,8/31/2005,1,5.431827
742718109,PG,NA,55.48,136550.4,20437.75,NULL,L,1,8/31/2005,1,7.173756
459200101,IBM,NA,80.62,128652.7,32004,NULL,L,1,8/31/2005,0.95,-0.4961548
084670108,BRK.A,NA,83150,128073.6,99260,NULL,NO,1,8/31/2005,0.5672,-1.383043
084670207,BRK.B,NA,2776,128073.6,99260,NULL,NO,1,8/31/2005,1,#N/A N/A
166764100,CVX,NA,61.4,127955.5,56074,NULL,L,1,8/31/2005,1,5.423453
46625H100,JPM,NA,33.89,119050.3,105046,NULL,L,1,8/31/2005,1,0.1180289
17275R102,CSCO,NA,17.62,112603.7164,23174,NULL,K,1,8/31/2005,1,1.702611
191216100,KO,NA,44,105012.6,16984.2125,NULL,L,1,8/31/2005,0.9,-1.211396
949746101,WFC,NA,59.62,100640.6,39008,NULL,L,1,8/31/2005,0.95,-1.761154
368710406,DNA,NA,93.94,99978.7476,7980.004,NULL,L,1,8/31/2005,1,-10.35768
031162100,AMGN,NA,79.9,98581.1811,20790,NULL,K,1,8/31/2005,1,-0.2878598
20825C104,COP,NA,65.94,91785.94,57914,NULL,L,1,8/31/2005,0.95,6.020625
713448108,PEP,NA,54.85,91590.2,15460.13725,NULL,L,1,8/31/2005,1,3.875858
92343V104,VZ,NA,32.71,90449.67,61450,NULL,L,1,8/31/2005,1,-0.06114338
437076102,HD,NA,40.32,86540.55,26535,NULL,L,1,8/31/2005,1,-5.406746
24702R101,DELL,NA,35.6,86190.52,5509,NULL,K,1,8/31/2005,1,-3.932584
887317105,TWX,NA,17.92,84025.58,76959,NULL,L,1,8/31/2005,1,1.060268
428236103,HPQ,NA,27.76,80124.4,37509.11667,NULL,L,1,8/31/2005,1,5.490672
78387G103,SBC,NA,24.08,79558.5378,56431.7625,NULL,L,1,8/31/2005,1,#N/A N/A
929903102,WB,NA,49.62,78267.7083,47904,NULL,L,1,8/31/2005,1,-4.091092
852061100,S,NA,25.93,75020.79,17071.08333,NULL,L,1,8/31/2005,1,-8.202274
002824100,ABT,NA,45.13,70150.7957,14381.91,NULL,L,1,8/31/2005,1,-6.049191
585055106,MDT,NA,57,69182.58,10978.63354,NULL,L,1,8/31/2005,1,-5.929824
025816109,AXP,NA,55.24,68547.2076,17234.82917,NULL,L,1,8/31/2005,0.9,3.982621
68389X105,ORCL,NA,12.99,66855.8136,11847,NULL,K,1,8/31/2005,0.8,-4.541955
91324P102,UNH,NA,51.5,65051.5555,10529,NULL,L,1,8/31/2005,1,9.126214
747525103,QCOM,NA,39.71,64743.8575,10447,NULL,K,1,8/31/2005,1,12.69202
532457108,LLY,NA,55.02,62382.45,10811.51258,NULL,L,1,8/31/2005,0.9,-2.726281
589331107,MRK,NA,28.23,61981.307,18691.5805,NULL,L,1,8/31/2005,1,-3.613178
983024100,WYE,NA,45.79,61412.4502,10874.453,NULL,L,1,8/31/2005,1,1.048264
617446448,MWD,NA,50.87,55250.7197,28330,NULL,BKR,1,8/31/2005,0.75,6.034991
278642103,EBAY,NA,40.49,54819.1298,7811.818,NULL,K,1,8/31/2005,0.9,1.753519
88579Y101,MMM,NA,71.15,54434.88,11384,NULL,L,1,8/31/2005,0.95,3.106114
620076109,MOT,NA,21.88,54022.82,14696.6125,NULL,L,1,8/31/2005,1,#N/A N/A
902973304,USB,NA,29.22,53404.09,19901,NULL,L,1,8/31/2005,1,-2.882725
38141G104,GS,NA,111.18,53095.6,25645,NULL,ABB,1,8/31/2005,0.95,9.3542
882508104,TXN,NA,32.68,53041.3725,11607.025,NULL,L,1,8/31/2005,1,3.73317
590188108,MER,NA,57.16,52950.06,34190.31461,NULL,BKR,1,8/31/2005,1,7.330301
097023105,BA,NA,67.02,52382.92,12725.575,NULL,L,1,8/31/2005,0.95,1.387645
913017109,UTX,NA,50,51237.95,15452.74167,NULL,L,1,8/31/2005,0.95,3.68
254687106,DIS,NA,25.19,50635.43,30167,NULL,L,1,8/31/2005,0.95,-4.208019
548661107,LOW,NA,64.31,49677.42,13776,NULL,L,1,8/31/2005,1,0.1399471
079860102,BLS,NA,26.29,48172.3517,30588,NULL,L,1,8/31/2005,1,0.03803728
110122108,BMY,NA,24.47,47859.9417,10892.225,NULL,L,1,8/31/2005,1,-1.675521
87612E106,TGT,NA,53.75,47481.1912,14648.525,NULL,L,1,8/31/2005,0.95,-3.386046
931422109,WAG,NA,46.33,47050.91,8988.3,NULL,L,1,8/31/2005,0.95,-6.216275
984332106,YHOO,NA,33.32,46946.33,7717.373,NULL,K,1,8/31/2005,0.95,1.560624
94973V107,WLP,NA,74.25,45561.15,23122.999,NULL,L,1,8/31/2005,1,2.114478
313400301,FRE,NA,60.38,41698.8,26697,NULL,ERN,1,8/31/2005,1,-5.936189
260543103,DOW,NA,43.2,41670.17,15729.60833,NULL,L,1,8/31/2005,1,-2.7619
580135101,MCD,NA,32.45,40564.091,15287.698,NULL,L,1,8/31/2005,1,3.204931
263534109,DD,NA,39.57,39362.75,14595.60567,NULL,L,1,8/31/2005,1,-1.010867
037833100,AAPL,NA,46.89,38910.7,7104,NULL,K,1,8/31/2005,1,14.33141
149123101,CAT,NA,55.49,37554.38,8190.429167,NULL,L,1,8/31/2005,1,5.874932
59156R108,MET,NA,48.98,37052.5369,31372,NULL,L,1,8/31/2005,0.85,1.735402
020002101,ALL,NA,56.21,36918.08,22938,NULL,L,1,8/31/2005,1,-1.636719
939322103,WM,NA,41.58,36569.6947,22350,NULL,L,1,8/31/2005,1,-5.675806
30161N101,EXC,NA,53.89,36136.34,15167.48333,NULL,LU,1,8/31/2005,1,-0.8350343
035229103,BUD,NA,44.31,34419.1228,4669.28125,NULL,L,1,8/31/2005,1,-2.86617
744320102,PRU,NA,64.37,33601.14,23574,NULL,ABB,1,8/31/2005,1,4.955725
674599105,OXY,NA,83.03,33195.3104,14042.2375,NULL,L,1,8/31/2005,1,3.270689
438516106,HON,NA,38.28,32735.0261,12086.99583,NULL,L,1,8/31/2005,0.95,-2.037617
319963104,FDC,NA,41.55,32058.05,8937.9,NULL,L,1,8/31/2005,1,-3.587364
806605101,SGP,NA,21.41,31609.2741,6044.858333,NULL,L,1,8/31/2005,1,-1.681457
406216101,HAL,NA,62,31515.034,4705.865417,NULL,L,1,8/31/2005,1,10.51613
268648102,EMC,NA,12.86,31000.7652,12200.877,NULL,L,1,8/31/2005,1,0.622084
038222105,AMAT,NA,18.32,30117.1818,9071.645,NULL,K,1,8/31/2005,1,-7.423581
494368103,KMB,NA,62.32,29682.5172,7273.753167,NULL,L,1,8/31/2005,1,-3.784474
219350105,GLW,NA,19.96,29382.37,4908.321667,NULL,L,1,8/31/2005,1,-3.156313
792860108,STA,NA,43.01,29052.19,22309,NULL,L,1,8/31/2005,1,#N/A N/A
524908100,LEH,NA,105.66,28754.33,14533,NULL,BKR,1,8/31/2005,1,10.24039
122014103,BR,NA,73.79,28117.5322,9963,NULL,L,1,8/31/2005,1,10.35222
91913Y100,VLO,NA,106.5,27838.461,10743.9,NULL,L,1,8/31/2005,1,6.159625
291011104,EMR,NA,67.28,27792.8965,7880,NULL,L,1,8/31/2005,1,6.718193
539830109,LMT,NA,62.24,27620.96,7886,NULL,L,1,8/31/2005,0.85,-1.928021
194162103,CL,NA,52.5,27269.865,1544.466667,NULL,L,1,8/31/2005,1,0.552381
264399106,DUK,NA,28.99,26855.8719,22091,NULL,LU,1,8/31/2005,1,0.6209037
25746U109,D,NA,76.48,26063.7733,16011,NULL,LU,1,8/31/2005,1,12.63075
842587107,SO,NA,34.4,25690.3339,16419.899,NULL,LU,1,8/31/2005,1,3.953488
14149Y108,CAH,NA,59.61,25528.52,8622.5,NULL,L,1,8/31/2005,1,6.526309
867914103,STI,NA,70.28,25479.0296,16646.195,NULL,L,1,8/31/2005,1,-1.18099
871503108,SYMC,NA,20.97,25118.2845,3993.009,NULL,K,1,8/31/2005,1,8.059132
071813109,BAX,NA,40.33,25105.7487,4271.1875,NULL,L,1,8/31/2005,1,-1.14059
053015103,ADP,NA,42.75,24727.7115,6037.295879,NULL,L,1,8/31/2005,1,1.046235
31428X106,FDX,NA,81.44,24646.2,10814.76667,NULL,L,1,8/31/2005,0.95,7.093326
452308109,ITW,NA,84.28,24101.84,7427.199,NULL,L,1,8/31/2005,0.95,-1.912166
126650100,CVS,NA,29.37,23875.05,7454.1,NULL,L,1,8/31/2005,1,-1.225741
064057102,BK,NA,30.57,23563.2334,9471,NULL,L,1,8/31/2005,1,-3.79457
037411105,APA,NA,71.62,23552.023,11364.506,NULL,L,1,8/31/2005,1,5.026529
565849106,MRO,NA,64.31,23538.26,11747,NULL,L,1,8/31/2005,1,7.183953
013817101,AA,NA,26.79,23371.98,14643.54,NULL,L,1,8/31/2005,1,-8.846584
635405103,NCC,NA,36.63,23356.7172,13001.754,NULL,L,1,8/31/2005,1,-8.708709
530718204,LMC.B,NA,8.53,23314.73,33732,NULL,ALB,1,8/31/2005,1,-3.282532
873168108,TXU,NA,97.02,23290.5233,3223,NULL,LU,1,8/31/2005,1,16.34715
086516101,BBY,NA,47.66,23244.5444,4431,NULL,L,1,8/31/2005,1,-8.497692
00817Y108,AET,NA,79.67,23100.51,9444.898,NULL,L,1,8/31/2005,1,8.120999
