cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn,
026760405,AMIC,NA,4.75,40.41,88.469,0.03326589,LIQ,1,11/30/2009,0.3012,-4.210526,
02913V103,APEI,NA,32.03,583.37,77.199,0.509073952,K,1,11/30/2009,1,7.27443,
029429107,ASEI,NA,69.55,618.362721,197.379,0.302326995,K,1,11/30/2009,1,9.043854,
030111108,AMSC,NA,33.2,1468.96,258.231,0.096735094,K,1,11/30/2009,1,23.19277,
032159105,AXR,NA,13.48,80.83,96.296,0.005146938,L,1,11/30/2009,0.9,1.632048,
03232P405,AMSG,NA,20.71,635.193159,559.096,0.4239737,K,1,11/30/2009,1,6.325447,
032359309,AFSI,NA,11.95,708.690293,535.622,0.247118304,K,1,11/30/2009,1,-0.5912362,
098570104,BAMM,NA,7.07,111.18,106.009,0.361998922,K,1,11/30/2009,1,-4.283012,
101388106,EPAY,NA,16.09,416.84,137.074,0.088382917,K,1,11/30/2009,1,9.198259,
111621306,BRCD,NA,7.09,2969.39,1686.215,0.133371466,K,1,11/30/2009,1,7.616361,
117043109,BC,NA,10.04,886.52,396.2641667,-0.468477704,L,1,11/30/2009,1,26.59363,
12477X106,CAP,NA,8.74,187.784773,151.769,0.254142809,L,1,11/30/2009,1,3.318078,
12562N104,CKX,NA,11.62,22.571792,9.883,0.119641584,LIQ,1,11/30/2009,1,2.17537,
125906107,CSS,NA,18.55,178.831479,266.931,0.14836793,L,1,11/30/2009,1,4.797843,
127097103,COG,NA,38.3,3969.952528,2447.76,0.184979737,L,1,11/30/2009,1,13.81201,
278878103,EEI,NA,15.1501,61.91,41.051,0.240170304,ALB,1,11/30/2009,1,0.375993,
285512109,ERTS,NA,16.89,5497.27329,2684,-0.148343374,K,1,11/30/2009,1,5.09177,
36227K106,GVP,NA,4.76,90.084761,39.187,0.057544594,L,1,11/30/2009,1,15.12605,
364760108,GPS,NA,21.42,14947.76208,4745,0.441477615,L,1,11/30/2009,0.55,-2.194211,
369604103,GE,NA,16.02,170572.9,122837,0.162752265,L,1,11/30/2009,1,-4.942678,
370373102,GMO,NA,2.25,162.984461,106.578,-0.100808797,L,1,11/30/2009,1,-7.555555,
37247A102,GTIV,NA,23.65,693.18,626.898,0.201797825,K,1,11/30/2009,1,14.20719,
