cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
00507V109,ATVI,NA,32.82,21635.58,225.54,0.267225048,K,1,8/31/2008,1,-5.971968
005125109,ACXM,NA,14.45,1122.46457,576.7993333,0.502672329,K,1,8/31/2008,1,-13.21799
00817Y108,AET,NA,43.14,20344.824,9705.898,0.329758188,L,1,8/31/2008,1,-16.29578
008252108,AMG,NA,95.22,3888.66,1425.567,0.33489131,L,1,8/31/2008,1,-12.99097
008272106,AFFM,NA,6.03,92.954609,219.867,0.127089367,K,1,8/31/2008,0.8496,-47.34758
05334D107,AUXL,NA,39.31,1631.79,47.633,-0.937144417,K,1,8/31/2008,1,-17.57822
053611109,AVY,NA,48.24,5137,2199.1,0.286874154,L,1,8/31/2008,1,-7.794362
05379B107,AVA,NA,22.3,1192.993247,1410.378,0.130602576,LU,1,8/31/2008,1,-2.64574
054303102,AVP,NA,42.83,18232.55403,1106.639583,0.9310399,L,1,8/31/2008,1,-2.941863
05453N100,AWRE,NA,3.16,75.101113,50.97,-0.040926035,K,1,8/31/2008,1,-1.898734
05561Q201,BOKF,NA,43.56,2936.622708,1942.376,0.163208874,K,1,8/31/2008,0.9,11.13407
055662100,BSDM,NA,7.95,169.97,21.215,-0.219554432,K,1,8/31/2008,1,-36.85378
057224107,BHI,NA,80.01,24661.83394,6525.297,0.412264925,L,1,8/31/2008,1,-24.33446
05874B107,BYI,NA,34.23,1900.01,282.559,0.723825872,L,1,8/31/2008,1,-11.53959
059692103,BXS,NA,23.02,1896.69,1233.776,0.201030819,L,1,8/31/2008,1,23.26787
261608103,DRC,NA,40.56,3395.95,914.4,0.274496938,L,1,8/31/2008,1,-22.41124
26779V105,DYII,NA,4.85,76.18,69.863,0.240357311,K,1,8/31/2008,0.8466,-20.61856
267888105,BOOM,NA,30.77,388.933631,132.302,0.378671252,K,1,8/31/2008,1,-24.56939
33646W100,FSBK,NA,17.67,172.34,86.917,0.302403442,K,1,8/31/2008,1,-2.263724
33832D106,FVE,NA,4.02,128.014464,89.28,0.412998362,L,1,8/31/2008,1,-6.716418
339382103,FLXS,NA,11.2499,73.98,115.097,0.093709258,LIQ,1,8/31/2008,1,-8.71147
343389102,FTK,NA,16.85,387.92,87.663,0.375229604,L,1,8/31/2008,1,-34.7181
343873105,FFIC,NA,17.39,375.51,239.561,0.18304315,K,1,8/31/2008,1,1.421584
346375108,FORM,NA,19.19,937.853565,736.069,-0.00633908,K,1,8/31/2008,1,-9.223554
436440101,HOLX,NA,21.22,5437.833508,5711.445,0.067592002,K,1,8/31/2008,1,-8.906692
03475V101,ANGO,NA,16.43,399.532943,355.713,0.077925181,K,1,8/31/2008,1,-3.834449
035255108,ANIK,NA,8.53,96.97,57.802,0.118698315,K,1,8/31/2008,1,-15.35756
039483102,ADM,NA,25.46,16403.05078,14094.72917,0.19329657,L,1,8/31/2008,1,-13.94344
040712101,ARKR,NA,23.0499,82.91,36.961,0.32487929,LIQ,1,8/31/2008,1,-30.41177
04269E107,ARQL,NA,3.52,154.980387,73.378,-1.027023793,K,1,8/31/2008,1,-8.522727
