cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
029326105,AMRB,NA,27,151.875,63.772,NULL,LIQ,1,6/30/2006,1,-1.306584
029899101,AWR,NA,35.65,599.8469,338.264,NULL,LU,1,6/30/2006,1,6.171108
03062T105,CRMT,NA,20.31,240.5516,117.329,NULL,K,1,6/30/2006,1,-24.37223
031162100,AMGN,NA,65.23,76920.28,18551,NULL,K,1,6/30/2006,1,6.868006
032037103,AP,NA,28.65,281.63,166.5070083,NULL,LIQ,1,6/30/2006,1,10.35472
032511107,APC,NA,47.69,21866.9135,16323.19292,NULL,L,1,6/30/2006,1,-4.088908
032515108,ANAD,NA,6.72,317.0831,109.515,NULL,K,1,6/30/2006,1,-17.85714
073685109,BECN,NA,22.01,963.47,276.237,NULL,IPO,1,6/30/2006,1,-16.90141
084680107,BHLB,NA,35.48,305.4473,247.637,NULL,K,1,6/30/2006,1,-1.662909
086516101,BBY,NA,54.84,26634.2,5257,NULL,L,1,6/30/2006,1,-17.32312
260003108,DOV,NA,49.43,10078.3321,3918.971667,NULL,L,1,6/30/2006,1,-4.632814
30214U102,EXPO,NA,16.9,270.9238,140.784,NULL,K,1,6/30/2006,1,-6.745562
302491303,FMC,NA,64.39,2518.0353,1068.367917,NULL,L,1,6/30/2006,1,-4.193198
302695101,FXEN,NA,4.62,162.15,38.805,NULL,K,1,6/30/2006,1,3.030303
311642102,FARO,NA,16.43,235.7705,101.32,NULL,K,1,6/30/2006,1,-1.825928
311900104,FAST,NA,40.29,6086.006,817.453,NULL,K,1,6/30/2006,1,-11.71507
416906105,HBIO,NA,4.45,135.73,70.945,NULL,K,1,6/30/2006,1,1.123595
418365102,HAST,NA,7.8,89.11,96.777,NULL,LIQ,1,6/30/2006,1,-2.692308
422819102,HSII,NA,33.84,620.66,236.82,NULL,K,1,6/30/2006,1,-4.491726
458118106,IDTI,NA,14.18,2822.373,1874.472,NULL,K,1,6/30/2006,1,9.097321
037411105,APA,NA,68.25,22545.6367,13935.405,NULL,L,1,6/30/2006,1,3.410892
13123X102,CPE,NA,19.34,392.86,292.087,NULL,L,1,6/30/2006,1,-3.567735
13811E101,ECP,NA,13.35,53.7604,26.175,NULL,LIQ,1,6/30/2006,1,0.3745318
14808P109,CASS,NA,48.69,270.1321,78.835,NULL,LIQ,1,6/30/2006,1,2.711029
149150104,CATY,NA,36.38,1873.4609,793.343,NULL,K,1,6/30/2006,1,1.267222
177376100,CTXS,NA,40.1,7304.1746,1328.077,NULL,K,1,6/30/2006,1,-20.77307
177835105,CHCO,NA,36.14,642.2439,288.376,NULL,K,1,6/30/2006,1,8.057023
178566105,CYN,NA,65.09,3216.1618,1479.564,NULL,L,1,6/30/2006,1,2.488862
191216100,KO,NA,43.02,101345.3,16885.0875,NULL,L,1,6/30/2006,0.9,3.44026
192422103,CGNX,NA,26.03,1213.26,496.064,NULL,K,1,6/30/2006,1,-9.335382
194162103,CL,NA,59.9,30828.57,1684.733333,NULL,L,1,6/30/2006,1,-0.4578899
28176E108,EW,NA,45.43,2678.053,723.5,NULL,L,1,6/30/2006,1,-2.619415
285218103,ELRC,NA,16.02,409.0066,229.615,NULL,K,1,6/30/2006,1,-7.428215
374689107,ROCK,NA,29,863.736,602.631,NULL,K,1,6/30/2006,1,-4.724138
384802104,GWW,NA,75.23,6753.35,2360.46,NULL,L,1,6/30/2006,1,-17.46644
391164100,GXP,NA,27.86,2262.8728,1813.95,NULL,LU,1,6/30/2006,1,5.276382
