cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
037833100,AAPL,NA,163.39,146367.5001,26858,0.412981505,K,1,7/31/2009,1,2.949997
03836W103,WTR,NA,18.06,2449.83,1428.319,0.191176065,LU,1,7/31/2009,1,-5.955473
102565108,BWL.A,NA,13.45,69.01,40.144,0.144485257,ALB,1,7/31/2009,1,-3.271375
10807M105,BPI,NA,18.16,965.02,19.533,5.832705844,IPO,1,7/31/2009,1,1.156388
108763103,BRID,NA,8.88,83.671667,32.056,0.152286282,LIQ,1,7/31/2009,0.6,-1.351351
109641100,EAT,NA,16.64,1699.32,607.493,0.331793225,L,1,7/31/2009,1,-12.5
114340102,BRKS,NA,5.93,381.284839,359.873,-0.229171934,K,1,7/31/2009,1,9.612142
12466Q104,CFFI,NA,18.75,57.02,85.572,0.106787341,LIQ,1,7/31/2009,1,-2.4
12561W105,CNL,NA,23.69,1430.912222,1438.844,0.126711156,LU,1,7/31/2009,1,4.053936
12709P103,CCMP,NA,33.92,794.09247,450.514,0.07428626,K,1,7/31/2009,1,1.857311
29089Q105,EBS,NA,14.36,434.56,212.095,0.284576932,L,1,7/31/2009,1,29.039
291011104,EMR,NA,36.38,27337.43013,8880,0.42088979,L,1,7/31/2009,1,2.275649
29270J100,ERII,NA,6.99,350.532779,109.198,0.107605178,K,1,7/31/2009,1,-24.8927
293389102,EBF,NA,14.73,381.25,312.393,0.200961609,L,1,7/31/2009,1,-7.467753
410120109,HBHC,NA,40.39,1285.49253,630.774,0.135114954,K,1,7/31/2009,1,-5.149789
412324303,HDNG,NA,3.94,45.44,156.856,-0.063405455,K,1,7/31/2009,1,54.20764
413086109,HAR,NA,24.68,1711.06,825.833,0.038543111,L,1,7/31/2009,1,21.5154
413833104,TINY,NA,6.48,167.570033,109.215,-0.434423483,k,1,7/31/2009,1,-9.104939
415864107,HSC,NA,27.51,2208.872672,1478.265,0.354903335,L,1,7/31/2009,1,13.37695
001031103,AEPI,NA,31.91,216.332441,70.232,0.666889737,K,1,7/31/2009,1,20.05641
001204106,AGL,NA,33.62,2598.12,2334,0.26356258,LU,1,7/31/2009,1,1.179569
001547108,AKS,NA,19.67,2149.47,805.8,0.396003971,L,1,7/31/2009,1,3.555386
002444107,AVX,NA,10.99,1872.160545,1715.645,0.100225863,L,1,7/31/2009,0.9,5.641492
156700106,CTL,NA,31.39,9315.94,4027.183125,0.309407685,L,1,7/31/2009,1,2.676012
162825103,CKP,NA,17.33,673.65,497.01,0.137778409,L,1,7/31/2009,1,-3.808425
16359R103,CHE,NA,44.1,995.913475,439.382,0.331114776,L,1,7/31/2009,1,-0.9997793
163731102,CHFC,NA,21.73,519.124615,483.326,0.033594303,K,1,7/31/2009,1,-3.681546
168565109,CBNK,NA,13.06,84.14,94.19,0.031638178,LIQ,1,7/31/2009,1,-0.3828484
168905107,PLCE,NA,32.79,968.29,579.389,0.339300539,K,1,7/31/2009,1,-7.502287
242309102,TRAK,NA,19.83,795.6,402.961,0.050707078,K,1,7/31/2009,1,1.714574
300645108,EXAR,NA,7.03,306.15,292.094,-0.052499261,K,1,7/31/2009,1,6.82788
30161N101,EXC,NA,50.86,33520.80443,17413.7,0.38580371,LU,1,7/31/2009,1,-0.6187278
30231G102,XOM,NA,70.39,343482.8,127066,0.412354443,L,1,7/31/2009,1,-1.156005
303726103,FCS,NA,8.83,1093.46,1031.7,0.119796756,L,1,7/31/2009,1,13.92978
313148108,AGM.A,NA,4.06,59.94,51.266,-0.930169792,ALB,1,7/31/2009,1,60.34483
457985208,IART,NA,31.66,899.21,374.269,0.135549625,K,1,7/31/2009,1,6.727732
458334109,IPAR,NA,10.22,307.221775,205.723,0.21212659,K,1,7/31/2009,1,-5.5773
459044103,IBOC,NA,13.18,904.19,1116.346,0.217633946,K,1,7/31/2009,1,17.14719
460146103,IP,NA,18.81,8129.812052,6092,0.405615791,L,1,7/31/2009,0.95,22.15615
46121Y102,IPI,NA,25.26,1895.13539,676.28,0.284097583,L,1,7/31/2009,1,-7.007126
46145F105,ITG,NA,22.35,973.350635,817.571,0.244371425,BKR,1,7/31/2009,1,10.24609
028591105,ANAT,NA,79.05,2094.0345,3052.16,-0.128234783,K,1,7/31/2009,1,9.259962
030506109,AMWD,NA,23.44,330.76,203.682,0.181488791,K,1,7/31/2009,1,-14.33447
03071H100,AMSF,NA,16.63,313.651811,262.111,0.230737441,K,1,7/31/2009,1,2.705953
03076K108,ABCB,NA,6.48,88.01,184.126,-0.085933379,K,1,7/31/2009,1,-0.462963
032332504,ASYS,NA,5.74,51.430366,71.072,0.05153423,K,1,7/31/2009,1,-13.76307
075887109,BDX,NA,65.15,15605.62414,4839.539,0.384199727,L,1,7/31/2009,1,6.86109
000360206,AAON,NA,19.61,336.521758,107.041,0.474918685,K,1,7/31/2009,1,6.476288
001084102,AGCO,NA,31.46,2907.96,2447.9,0.214701722,L,1,7/31/2009,1,-0.6993007
157210105,CEVA,NA,8.77,171.183024,122.94,0.029444816,K,1,7/31/2009,1,-0.6841505
171046105,CBK,NA,7.92,284.661876,200.267,0.00215712,L,1,7/31/2009,1,-13.38384
171484108,CHDN,NA,37.5,513.67,409.445,0.156748816,K,1,7/31/2009,1,0.72
171871106,CBB,NA,3.13,672.46,-793.65,NULL,L,1,7/31/2009,1,6.389776
237934104,DTLK,NA,3.05,39.411212,43.257,0.093233465,K,1,7/31/2009,1,20.98361
262037104,DRQ,NA,42.29,1650.34,590.071,0.245888005,L,1,7/31/2009,1,0.8749113
263534109,DD,NA,30.93,27948.6,8012.9,0.159512525,L,1,7/31/2009,1,4.535833
26483E100,DNB,NA,71.99,3827.93,-766.8957,NULL,L,1,7/31/2009,1,1.928699
30161Q104,EXEL,NA,5.35,574.254084,-87.506,NULL,K,1,7/31/2009,1,6.915888
302081104,EXLS,NA,12.98,375.431352,171.177,0.168193725,K,1,7/31/2009,1,-7.550077
302301106,EZPW,NA,12.65,614.75,391.794,0.25698709,ALB,1,7/31/2009,1,5.6917
30241L109,FEIC,NA,24.5,915.82301,524.59,0.066115018,K,1,7/31/2009,1,-3.428571
303075105,FDS,NA,56.7,2673.39,499.551,0.485576545,L,1,7/31/2009,1,-2.580817
309562106,FFKT,NA,20.62,151.823245,198.012,0.099852258,LIQ,1,7/31/2009,1,-10.14596
42726M106,HCCI,NA,12.18,130.382552,42.34,0.145352609,LIQ,1,7/31/2009,1,1.313629
42809H107,HES,NA,55.2,18052.51,14306,0.334529733,L,1,7/31/2009,0.9,-8.351449
45867G101,IDCC,NA,29.61,1271.832171,98.518,1.081071479,K,1,7/31/2009,1,-29.2131
45885A300,INAP,NA,3.04,154.340615,243.567,0.091093425,K,1,7/31/2009,1,-0.6578947
062896105,BKYF,NA,28.5,159.96,105.325,0.149385236,LIQ,1,7/31/2009,1,-5.578948
068798107,DFZ,NA,7.15,75.70124,53.924,0.242546719,K,1,7/31/2009,1,19.86014
071813109,BAX,NA,56.37,33974.8,6580.875,0.489774115,L,1,7/31/2009,1,0.9756963
203668108,CYH,NA,28.32,2619.012643,2160.541,0.390172691,L,1,7/31/2009,1,8.65113
204166102,CVLT,NA,17.41,724.59,111.289,0.217868152,K,1,7/31/2009,1,5.054566
205638109,CPWR,NA,7.33,1773.63,936.486,0.243801239,K,1,7/31/2009,1,-1.637108
20563P101,CIX,NA,6.3,77.88,101.71,0.14033314,ALB,1,7/31/2009,1,18.25397
206710402,CCUR,NA,5.42,46.35184,33.139,0.175375805,K,1,7/31/2009,1,-17.34317
207410101,CNMD,NA,17.58,510.53,652.501,0.117817814,K,1,7/31/2009,1,1.422071
246647101,DK,NA,8.52,457.371236,602.5,0.10009113,L,1,7/31/2009,1,-4.60407
246911101,DLIA,NA,2.52,78.62372,111.922,-0.077437859,K,1,7/31/2009,1,-0.7936508
249030107,XRAY,NA,33.35,4955.55,1831.758,0.227580324,K,1,7/31/2009,1,1.109445
249908104,DEPO,NA,3.82,195.640192,23.653,-2.131902046,K,1,7/31/2009,1,-18.32461
373865104,GABC,NA,17.99,199.204403,108.717,0.202746581,K,1,7/31/2009,1,-8.601007
377316104,GLT,NA,10.35,471.1,433.951975,0.305260729,L,1,7/31/2009,1,0.7729468
38141G104,GS,NA,163.3,84466.57,49815,0.128294185,ABB,1,7/31/2009,0.95,1.539604
383082104,GRC,NA,22.33,373.08,168.6035,0.235770204,L,1,7/31/2009,1,5.909625
384109104,GGG,NA,24.74,1482.52,174.6284,0.706412444,L,1,7/31/2009,1,1.495554
387328107,GVA,NA,33.88,1310.240461,792.591,0.299586111,L,1,7/31/2009,1,-5.253837
448407106,HTCH,NA,3.27,76.35,321.461,-0.03367918,K,1,7/31/2009,1,81.95718
45168K306,IDRA,NA,6.45,151.261936,22.725,0.217687323,K,1,7/31/2009,1,17.67442
030371108,AVD,NA,8.66,234.45,162.62,0.220670101,L,1,7/31/2009,1,1.154734
