cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn,
00246W103,AXTI,NA,3.38,109.351298,139.318,0.152004766,K,1,9/30/2012,1,-4.935281,
003654100,ABMD,NA,20.99,829.69,135.41,0.100686803,K,1,9/30/2012,1,-5.574083,
004225108,ACAD,NA,2.53,134.17,12.708,-1.723559962,K,1,9/30/2012,1,-7.114625,
00438V103,AH,NA,11.16,1109.400936,260.89,0.171478401,L,1,9/30/2012,1,5.645161,
004446100,ACET,NA,9.45,255.91,168.011,0.176661052,K,1,9/30/2012,1,6.031746,
00444T100,ACRX,NA,3.19,72.17375,7.628,-3.41622968,LIQ,1,9/30/2012,1,-5.956113,
004848107,ACFN,NA,8.92,159.91,61.622,-0.212132031,K,1,9/30/2012,1,-4.596413,
00847J105,AGYS,NA,8.6,190.110061,118.086,-0.090180038,K,1,9/30/2012,1,-5,
102565108,BWL.A,NA,12.85,66.2,36.601,0.08081805,ALB,1,9/30/2012,1,1.129406,
10807M105,BPI,NA,10.15,536.713923,449.056,0.549610739,L,1,9/30/2012,1,-1.477833,
108763103,BRID,NA,7.16,65.7,26.272,0.079552375,LIQ,1,9/30/2012,0.6,-2.932961,
10921T101,BCOV,NA,11.68,319.322171,63.613,-0.221715687,IPO,1,9/30/2012,1,8.047945,
109641100,EAT,NA,35.3,2609.57,309.873,1.408770968,L,1,9/30/2012,1,-12.74788,
114340102,BRKS,NA,8.035,532.16,524.949,0.096813214,K,1,9/30/2012,1,-10.26758,
12466Q104,CFFI,NA,39.35,126.56,93.905,0.254853309,LIQ,1,9/30/2012,1,-0.2541296,
12561W105,CNL,NA,41.98,2548.81,2169.079,0.167863411,LU,1,9/30/2012,1,2.787041,
126804301,CAB,NA,54.68,3819.772995,1278.751,0.23864657,L,1,9/30/2012,1,-18.05048,
12709P103,CCMP,NA,35.14,819.402075,269.608,0.315691671,K,1,9/30/2012,1,-15.19636,
218868107,COCO,NA,2.39,204.26,569.874,0.218381607,K,1,9/30/2012,1,14.01674,
21925Y103,CSOD,NA,30.66,1537.740864,52.719,-0.363929513,K,1,9/30/2012,1,-8.708415,
21988R102,CEB,NA,53.63,1798.39,99.872,1.284814236,L,1,9/30/2012,1,-16.16632,
22025Y407,CXW,NA,33.45,3346.581215,1600.886,0.218618315,L,1,9/30/2012,1,0.5979073,
278642103,EBAY,NA,48.37,62332.97133,18912,0.188643296,K,1,9/30/2012,0.9,-0.2274137,
27875T101,ECHO,NA,17.15,392.442421,131.976,0.228145813,K,1,9/30/2012,1,-1.982507,
28257U104,BAGL,NA,17.69,300.03,91.724,0.516157167,K,1,9/30/2012,1,-12.77558,
37253A103,THRM,NA,12.44,368.03,176.057,0.359923968,K,1,9/30/2012,1,-3.376206,
374396109,GEVO,NA,2.14,84.162031,62.897,-0.920902428,K,1,9/30/2012,1,-5.607477,
382410405,GDP,NA,12.64,459.984326,121.183,0.919468902,L,1,9/30/2012,1,-2.452532,
015384209,ALXA,NA,4.4,52.961225,3.322,-8.144792294,K,1,9/30/2012,1,14.09091,
01748X102,ALGT,NA,63.36,1218.69,441.952,0.347836417,K,1,9/30/2012,1,14.80429,
063904106,OZRK,NA,34.47,1192.46,459.59,0.247775191,K,1,9/30/2012,1,-4.622394,
179895107,CLC,NA,44.63,2234.321642,910.415,0.226529641,L,1,9/30/2012,1,1.675212,
189464100,CLVS,NA,20.45,534.55,169.568,-0.340500566,IPO,1,9/30/2012,1,4.709658,
190897108,COBZ,NA,7,277.97,243.434,0.149309464,K,1,9/30/2012,1,2.141213,
199908104,FIX,NA,10.93,408.141502,270.875,0.139485002,L,1,9/30/2012,1,-0.2744739,
200525103,CBSH,NA,40.33,3534.12,2226.551,0.197737667,K,1,9/30/2012,1,-5.578973,
251893103,DV,NA,22.76,1459.45,1418.669,0.281715215,L,1,9/30/2012,1,15.37786,
25264R207,DHIL,NA,76.68,241.792437,33.85,0.715332349,BKR,1,9/30/2012,1,0.3912363,
300645108,EXAR,NA,8,365.683472,224.643,-0.011084254,K,1,9/30/2012,1,7,
30161N101,EXC,NA,35.58,30370.14,32856.06667,0.172449477,LU,1,9/30/2012,1,0.5621135,
30231G102,XOM,NA,91.45,422127.6669,199662,0.325910789,L,1,9/30/2012,1,-0.3061782,
303726103,FCS,NA,13.12,1661.514215,1355.8,0.244193862,L,1,9/30/2012,1,-10.36585,
313148108,AGM.A,NA,20.42,263.25,285.524,0.096384192,ALB,1,9/30/2012,1,13.56513,
421906108,HCSG,NA,22.86,1537.38072,222.057,0.298549472,K,1,9/30/2012,1,5.276387,
422368100,HTWR,NA,94.49,1348.96,96.227,-0.689224438,K,1,9/30/2012,1,-11.12287,
024591406,ABLT,NA,4.1,14.13,44.355,0.055325389,LIQ,1,9/30/2012,0.9837,#N/A,
019222108,AHPI,NA,2.62,21.29,26.924,0.023639691,LIQ,1,9/30/2012,1,6.483778,
019344100,ANV,NA,39.06,3511.32,588.796,0.114620344,L,1,9/30/2012,1,-5.734767,
01988P108,MDRX,NA,12.42,2128.614555,1409.636,0.30786498,K,1,9/30/2012,1,4.10628,
020002101,ALL,NA,39.61,19207.94061,19528,0.172009422,L,1,9/30/2012,1,0.9341075,
02341Q205,DIT,NA,65,39.54,49.755,0.304033799,LIQ,1,9/30/2012,1,-3.107692,
081437105,BMS,NA,31.47,3250.24,1758.422417,0.287590149,L,1,9/30/2012,1,5.020655,
13342B105,CAM,NA,56.07,13808.78386,5202.199,0.213928723,L,1,9/30/2012,1,-9.684323,
134429109,CPB,NA,34.82,11003.13177,1715.785417,1.520532741,L,1,9/30/2012,1,2.128772,
14040H105,COF,NA,57.01,33122.78,37192,0.118788987,L,1,9/30/2012,1,5.542887,
141619106,CSII,NA,11.56,237.753144,32.189,-0.494672093,K,1,9/30/2012,1,1.038062,
143905107,CSV,NA,9.67,174.433049,129.841,0.180705632,L,1,9/30/2012,1,9.927611,
146875604,CARV,NA,3.74,13.820497,8.501,-2.047759087,LIQ,1,9/30/2012,1,-9.090909,
233326107,DST,NA,56.56,2550.561153,1385.1,0.238899718,L,1,9/30/2012,1,1.562503,
235851102,DHR,NA,55.15,38348.86,18302.514,0.19463334,L,1,9/30/2012,0.85,-6.201269,
292554102,ECPG,NA,28.26,701.070152,419.44,0.283821286,K,1,9/30/2012,1,2.618542,
29285W104,EGL,NA,18.45,300.790221,1103.01,NULL,L,1,9/30/2012,1,2.98103,
402307102,GIFI,NA,27.87,401.531284,330.151,0.145893849,K,1,9/30/2012,1,-14.85468,
402629208,GLF,NA,33.04,890.191037,1124.51,0.111171977,L,1,9/30/2012,1,-2.179177,
404132102,HCC,NA,33.89,3412.723,3471.313,0.139230696,L,1,9/30/2012,1,5.163765,
404172108,HFFC,NA,12.25,86.44,96.816,0.098740394,LIQ,1,9/30/2012,1,4.32653,
40424G108,HMNF,NA,3.15,13.934305,34.478,-0.135390684,LIQ,1,9/30/2012,1,6.031746,
404609109,HCKT,NA,4.18,127.37,86.479,0.220407437,K,1,9/30/2012,1,-6.937799,
405024100,HAE,NA,80.2,2056.181314,781.823,0.154700849,L,1,9/30/2012,1,1.870324,
405217100,HAIN,NA,63,2832.22296,1072.235,0.147387466,K,1,9/30/2012,1,-8.253968,
452521107,IMMR,NA,5.47,151.8,49.927,-0.007951609,K,1,9/30/2012,1,-21.02377,
452536105,IMUC,NA,2.81,114.144437,2.344,-4.947525597,L,1,9/30/2012,1,-36.29893,
45321L100,IMPV,NA,36.99,871.8924,78.671,-0.091876295,IPO,1,9/30/2012,1,-14.76075,
000360206,AAON,NA,19.69,483.01,148.711,0.310232599,K,1,9/30/2012,1,6.551549,
001084102,AGCO,NA,47.48,4616.09,3412.5,0.265086271,L,1,9/30/2012,1,-4.149116,
09062X103,BIIB,NA,149.21,35265.33,6551.201,0.331845718,K,1,9/30/2012,1,-7.370694,
092113109,BKH,NA,35.57,1571.78,1512.678,0.168725267,LU,1,9/30/2012,1,0.5622716,
21036P207,STZ.B,NA,32.05,5729.64,2906.9,0.13217574,ALB,1,9/30/2012,0.144113,11.63807,
237934104,DTLK,NA,8.28,149.571858,87.025,0.265314565,K,1,9/30/2012,1,-1.690821,
313855108,FSS,NA,6.32,394.05,206.0205167,0.18592233,L,1,9/30/2012,1,-8.702532,
31428X106,FDX,NA,84.62,26578.31,15903.93333,0.342513991,L,1,9/30/2012,0.95,8.709525,
31848L104,FABK,NA,13,56.244955,66.069,0.075602779,LIQ,1,9/30/2012,1,5.73122E-09,
318672706,FBP,NA,4.42,911.114304,1385.912,0.008824514,L,1,9/30/2012,1,-4.072398,
319390100,FBIZ,NA,24.09,63.34109,67.766,0.24420801,LIQ,1,9/30/2012,1,2.11758,
320817109,FRME,NA,15.01,430.05,444.768,0.106433017,K,1,9/30/2012,1,-2.06529,
