cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
029326105,AMRB,NA,9.86,54.540866,60.399,0.23404361,LIQ,1,6/30/2008,1,2.366353
029899101,AWR,NA,34.94,602.55,388.117,0.183125192,LU,1,6/30/2008,1,3.377218
03062T105,CRMT,NA,17.92,210.613635,136.824,0.003964379,K,1,6/30/2008,1,11.16071
031162100,AMGN,NA,47.16,51342.91,19468,0.339531539,K,1,6/30/2008,1,32.80322
032037103,AP,NA,44.48,452.7,196.9562083,0.335083276,L,1,6/30/2008,1,-1.80633
032511107,APC,NA,74.84,35034.33,26755.22292,0.186222106,L,1,6/30/2008,1,-22.62159
032515108,ANAD,NA,9.85,616.380012,258.658,0.08346127,K,1,6/30/2008,1,-39.39086
106764103,BZC,NA,10.9,101.8,26.892,0.40260207,LIQ,1,6/30/2008,1,-3.279817
109696104,BCO,NA,65.42,3100.732674,1111.4,0.376498801,L,1,6/30/2008,1,5.575586
11776U300,BSQR,NA,4.83,48.29,16.515,0.147488204,K,1,6/30/2008,1,-21.73913
119848109,BWLD,NA,24.83,441.99,153.441,0.322643967,K,1,6/30/2008,1,32.62183
124805102,CBZ,NA,7.95,496.833517,223.849,0.289052303,K,1,6/30/2008,1,3.018868
125919308,CVU,NA,7.77,46.420808,31.527,0.109531215,L,1,6/30/2008,1,-9.90991
228227104,CCI,NA,38.73,10938.38477,3280.322,0.125169364,L,1,6/30/2008,1,-1.368448
229669106,CUB,NA,22.28,595.422773,398.569,0.17237166,L,1,6/30/2008,1,19.92819
278715206,EBIX,NA,77.72,245.893489,69.491,0.279300463,K,1,6/30/2008,1,29.33608
28176E108,EW,NA,62.04,3403.181679,777.6,0.284850823,L,1,6/30/2008,1,1.031592
285218103,ELRC,NA,12.54,325.372245,266.939,0.297221367,K,1,6/30/2008,1,9.250399
35671D857,FCX,NA,117.19,44909.54196,22466,0.388084216,L,1,6/30/2008,1,-17.10652
359523107,FTEK,NA,17.62,395.69,66.33,0.182240314,K,1,6/30/2008,1,5.164586
35952W103,FSYS,NA,38.5,596.72,156.608,0.234513982,K,1,6/30/2008,1,-2.805195
359694106,FUL,NA,22.44,1186.25,780.737,0.26176089,L,1,6/30/2008,1,11.70291
36237H101,GIII,NA,12.34,203.761498,174.52,0.21871391,K,1,6/30/2008,1,29.90276
36241U106,GSIT,NA,3.88,108.894156,68.134,0.11253565,K,1,6/30/2008,1,0.5154639
363576109,AJG,NA,24.1,2236.48,698.6,0.382479244,L,1,6/30/2008,1,5.518672
369550108,GD,NA,84.2,33552.94111,12774,0.307534471,L,1,6/30/2008,0.85,6.310153
372460105,GPC,NA,39.68,6500.283916,2670.832438,0.337868968,L,1,6/30/2008,1,1.083669
042744102,AROW,NA,18.13,192.52,127.051,0.221879403,K,1,6/30/2008,1,26.08936
043436104,ABG,NA,12.85,410.22,642.4,0.187395704,L,1,6/30/2008,1,-21.16643
046224101,ASTE,NA,32.14,718.49,402.755,0.261834118,K,1,6/30/2008,1,-0.8711885
049079205,ATNI,NA,27.51,419,228.114,0.409957302,K,1,6/30/2008,1,11.19593
097023105,BA,NA,65.72,49385.47302,10765.625,0.727767519,L,1,6/30/2008,0.95,-7.014607
210313102,CTCT,NA,18.85,521.631319,94.354,-0.011081844,IPO,1,6/30/2008,1,-5.464191
212015101,CLR,NA,69.32,11720.87273,1018.718,0.479023636,IPO,1,6/30/2008,0.25,-17.59954
260003108,DOV,NA,48.37,9160.02,4292.837667,0.276602123,L,1,6/30/2008,1,2.60492
29444U502,EQIX,NA,89.22,3280.333896,872.572,0.114186566,K,1,6/30/2008,1,-8.809684
410867105,THG,NA,42.5,2184.35,2320.7,0.15331581,L,1,6/30/2008,1,0.9882353
413160102,HLIT,NA,9.51,895.084215,355.503,0.124601647,K,1,6/30/2008,1,-18.08623
002567105,ABAX,NA,24.13,525.26184,104.649,0.202629743,K,1,6/30/2008,1,-17.4886
004498101,ACIW,NA,17.59,604.44,215.433,0.046313688,K,1,6/30/2008,1,11.19954
00484M106,ACOR,NA,32.83,1072.25,126.702,-0.384770847,K,1,6/30/2008,1,-0.06091989
006854202,ADEP,NA,9.64,76.950664,29.983,0.037888137,K,1,6/30/2008,1,-30.60166
00724F101,ADBE,NA,39.39,20948.51,4178.509,0.325622608,K,1,6/30/2008,0.95,4.975882
007974108,ADVS,NA,36.08,962.77,190.977,0.148446048,K,1,6/30/2008,1,20.67628
00826A109,AFFY,NA,15.91,241.68,80.24,-0.750264006,K,1,6/30/2008,1,24.26147
05541T101,BGCP,NA,7.55,1498.99,235.125,-0.071736311,ABB,1,6/30/2008,1,-5.960265
057665200,BCPC,NA,23.13,419.05,105.058,0.335938244,K,1,6/30/2008,1,9.165586
032654105,ADI,NA,31.77,9217.130509,2316.877,0.324160699,L,1,6/30/2008,1,-3.966006
099724106,BWA,NA,44.38,5152.72,2581.5,0.283052351,L,1,6/30/2008,1,-8.900958
101119105,BPFH,NA,5.67,218.351796,668.02,0.118846741,K,1,6/30/2008,1,38.09524
101137107,BSX,NA,12.29,18389.0103,17621,0.102037342,L,1,6/30/2008,1,-3.254678
112463104,BKD,NA,20.36,2081.415321,1581.785,0.0073632,L,1,6/30/2008,1,-24.06396
11373M107,BRKL,NA,9.55,556.16,507.966,0.059791403,K,1,6/30/2008,1,5.024438
115736100,BWS,NA,13.55,573.5,572.27,0.214380743,L,1,6/30/2008,1,19.11439
116794108,BRKR,NA,12.85,2099.131745,289.713,0.489629392,K,1,6/30/2008,1,7.548638
125071100,CDI,NA,25.44,516.64,338.901,0.166010133,L,1,6/30/2008,1,-19.10377
125509109,CI,NA,35.39,9938.00431,4814,0.289364354,L,1,6/30/2008,1,4.605821
126117100,CNA,NA,25.15,6765.67,9360,0.119551282,L,1,6/30/2008,0.15498,6.12326
126389105,CSPI,NA,5.95,22.56,25.763,0.175984237,LIQ,1,6/30/2008,1,-3.529412
126650100,CVS,NA,39.57,56560.49,35379.001,0.17224,L,1,6/30/2008,1,-7.593515
12673P105,CA,NA,23.09,11861.92205,3909,0.301428957,K,1,6/30/2008,1,4.027718
127150308,CACH,NA,10.7,141.952791,86.173,0.216457484,K,1,6/30/2008,1,32.24299
127190304,CAI,NA,45.77,1378.32,886.492,0.225114271,L,1,6/30/2008,1,-1.769718
229678107,CBST,NA,17.86,1007.07,108.358,0.42815482,K,1,6/30/2008,1,26.8757
