Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,28.77000046,1069353792,1.126932015,,Information Technology,,,,-0.00895626,0.074487976,0,,,,,0.0017,-0.00895626,-0.063049017,0.069732963,0.165234699,,,28.3765,28.5424,28.4089,27.3465,685790.49,0.086125
,FVE,,4.929999828,237978608,1.301852274,,Health Care,,,,-0.068052956,0.049895241,0,,,,,0.0082,-0.068052956,-0.282505526,-0.04085604,0.012320317,,,4.903,5.1008,5.3265,5.5284,211255.43,0.026531
,MKTG,,16.90999985,869115520,0.189011707,,,,,,0.012574795,0.000905518,0,,,,,0.0484,0.012574795,0.224834332,0.727272718,1.642187437,,,16.321,16.5492,15.5511,12.6663,47300.31,0.00594
,FSP,,12.85999966,1288410112,0.822058894,,REIT,,,,-0.053716004,0.01486328,0,,,,,-0.01,-0.053716004,-0.103308329,-0.040625438,0.177106392,,,13.037,13.013,12.9855,13.5155,1157580.04,0.145375
,PLMT,,13.43000031,171697248,0.569292759,,Financials,,,,-0.005185163,0.166677104,0,,,,,0.0379,-0.005185163,0.356406963,-0.033812901,0.497212921,,,13.152,13.1814,13.0957,12.7949,59830.65,0.007514
,EAC,,18.90999985,260729456,0.744940763,,Industrials,,,,-0.028762172,0.041567992,0,,,,,-0.0021,-0.028762172,0.121075,-0.227532672,1.484888241,,,18.8055,18.2804,17.4978,18.3672,21238.99,0.002667
,CUTR,,9.449999809,133449816,0.638307362,,Health Care,,,,-0.10511369,-0.025417795,0,,,,,-0.0197,-0.10511369,-0.056180602,0.007462654,0.026058607,,,9.1525,9.325,9.4291,10.1671,138678.75,0.017416
,CKEC,,23.94000053,551645312,0.437112403,,Consumer Discretionary,,,,0.006305154,0.167154507,0,,,,,-0.0037,0.006305154,0.249028001,0.351778756,0.573964528,,,23.497,22.8274,20.8498,19.0739,396635.93,0.049812
,SBRA,,26.68000031,1010690240,0.418599075,,REIT,,,,-0.010984521,0.019065189,5.73865E-05,,,,,0.0008,-0.010984521,0.169544211,-0.003710566,0.292939389,,,26.481,25.2972,24.9743,26.5871,585689.82,0.073554
,CQB,,10.56999969,494992192,0.796596388,,,,,,-0.035583973,-0.639074727,0,,,,,0.072,-0.035583973,-0.153703829,0.026213544,0.482468377,,,9.9415,11.2386,11.8933,10.3293,491103.34,0.061675
,AMRC,,9.180000305,420698432,0.639751602,,Industrials,,,,-0.13314446,0.014104859,0,,,,,0.0189,-0.13314446,-0.285588676,0.126380458,-0.013963492,,,9.137,9.7728,9.3389,8.6847,179505.72,0.022543
,CYNO,,25.88999939,579790784,0.577178902,,Health Care,,,,0.126141785,-0.008549636,0,,,,,0.0667,0.126141785,0.414425429,0.022915841,0.12663185,,,23.997,23.332,24.1409,25.0172,325291.49,0.040852
,CEVA,,15.98999977,351524096,0.565434923,,Information Technology,,,,0.152017265,0.017956095,0,,,,,0.0178,0.152017265,-0.048828898,-0.015394089,0.025657448,,,15.38,15.1952,16.7374,16.4803,353954.64,0.044452
,CYTK,,6.489999771,191475264,0.20760384,,Health Care,,,,0.009331251,-0.262947803,0,,,,,0.0285,0.009331251,-0.237563578,-0.067528742,0.576055563,,,6.421,6.7755,8.8068,8.2807,34738.57,0.004363
,IDIX,,5.369999886,719584000,0.183853449,,,,,,0.552023071,-0.161693423,0,,,,,0.1305,0.552023071,0.344126411,0.172489078,0.048828126,,,4.5978,4.4032,4.3902,4.2608,64294.37,0.008074
,FORM,,5.420000076,295750688,1.050489553,,Information Technology,,,,0.020715656,-0.129470536,0,,,,,0.0324,0.020715656,-0.162456775,-0.007326,0.260465078,,,5.2208,5.8888,6.3465,5.8759,292365.64,0.036717
