Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,31.98999977,1205585280,1.066512657,,Information Technology,,,,0.106119249,0.042408447,0,,,,,0.0276,0.106119249,0.045126593,0.26172117,-0.029993831,,,30.9955,29.2044,29.9571,29.069,775213.67,0.092915
,FVE,,2.289999962,113290904,1.62812718,,Health Care,,,,-0.033755244,-0.359772926,0,,,,,0.0957,-0.033755244,-0.306060608,-0.258899668,-0.48423425,,,2.369,2.377,2.8381,3.3062,98939.45,0.011859
,FSP,,10.60999966,1062988416,0.880212791,,REIT,,,,0.115667655,0.032939211,0,,,,,0.0547,0.115667655,0.02898421,0.023663723,-0.114491651,,,10.0955,9.6314,9.9036,10.5536,954199.74,0.114368
,CUTR,,11.25,146165664,0.341160835,,Health Care,,,,-0.049027889,-0.030376491,0,,,,,0.035,-0.049027889,-0.125194378,-0.139908252,-0.129256971,,,11.6495,11.3092,12.1267,13.3794,47271.66,0.005666
,CKEC,,30.04000092,737441024,0.24941521,,Consumer Discretionary,,,,0.369188705,-0.000607506,0,,,,,-0.0138,0.369188705,0.287060871,0.495271314,-0.105952313,,,29.6705,24.6632,23.5692,23.9999,697310.35,0.083578
,VRNT,,33.38000107,2078453504,0.514637937,,Information Technology,,,,-0.060512181,0.008694445,0,,,,,-0.0501,-0.060512181,-0.193524968,-0.22641947,-0.461004345,,,35.608,35.064,38.9122,45.9584,112647.15,0.013502
,VSI,,30.95999908,798379776,0.596087234,,Consumer Discretionary,,,,0.122145666,0.066598631,0,,,,,0.0382,0.122145666,-0.069991041,-0.051470599,-0.24836125,,,30.616,29.8018,30.5995,32.8398,865592.68,0.103748
,MACK,,8.369999886,971426944,-0.189337964,,Health Care,,,,0.445595845,-0.152133931,0,,,,,0.027,0.445595845,0.006009638,-0.016451274,-0.295454562,,,7.7045,6.64,7.3913,8.8635,54171.85,0.006493
,SBRA,,20.09000015,1309642752,0.804535434,,REIT,,,,0.008787308,0.052793787,4.42869E-05,,,,,0.0513,0.008787308,-0.000323067,-0.089998004,-0.344201489,,,20.4045,19.0036,19.4418,22.1968,1112260.75,0.133313
,AMRC,,4.769999981,223089280,1.297875075,,Industrials,,,,-0.071984415,-0.011434884,0,,,,,0.0171,-0.071984415,-0.107373074,-0.188775529,-0.355405416,,,4.905,4.9536,5.6031,6.0664,95695.74,0.01147
,CYNO,,44.11999893,1003990848,0.402794492,,Health Care,,,,0.084829135,0.015743171,0,,,,,0.0787,0.084829135,-0.107034235,0.468708309,0.438539251,,,41.67,39.0562,39.6997,37.6836,80174.95,0.00961
,CEVA,,22.5,461462944,0.399743924,,Information Technology,,,,0.147373753,0.013580722,0,,,,,0.0891,0.147373753,0.232103938,0.211631684,0.055347107,,,20.823,20.3641,22.278,20.9599,237381.12,0.028452
,CYTK,,7.050000191,279232416,0.24563767,,Health Care,,,,0.119047615,-0.13430031,0,,,,,0.0586,0.119047615,-0.302861277,0.053811679,0.039823005,,,6.471,6.8544,8.8624,7.9104,118124.65,0.014158
,FORM,,7.269999981,428295744,0.680370973,,Information Technology,,,,-0.043421043,-0.003555954,0,,,,,-0.0396,-0.043421043,-0.134963059,0.07227135,-0.180383306,,,7.63,7.5088,8.05,7.7207,223125.07,0.026743
,SAFT,,57.06000137,861155200,0.743267889,,Financials,,,,0.031639847,-0.016086531,0,,,,,0.0224,0.031639847,0.019576473,0.080259981,0.004356329,,,56.065,55.7976,55.5754,56.0441,861149.52,0.103215
,NPO,,57.68000031,1257153920,0.365746781,,Industrials,,,,0.115759724,-0.016624854,0,,,,,-0.0048,0.115759724,0.338391886,0.483693753,-0.112034796,,,57.4775,49.3702,48.0758,48.5125,529205.12,0.063429
,SPOK,,17.51000023,361688000,0.92221194,,Telecommunication Services,,,,-0.004249819,0.232891332,0,,,,,0.0454,-0.004249819,-0.474358685,0.087331884,-0.052628813,,,16.9465,17.1566,17.3962,17.0975,380737.44,0.045634
,RUSHA,,18.23999977,738751616,1.39950155,,Industrials,,,,0.051903092,0.089411649,0,,,,,0.0358,0.051903092,-0.177637533,-0.246281025,-0.333333357,,,18.0765,17.8334,19.9679,22.6741,645696,0.077391
,BANC,,17.5,756049216,0.798678154,,Financials,,,,0.15009281,0.069107935,0.001322665,,,,,0.087,0.15009281,0.169935172,0.449238162,0.471245638,,,16.0295,15.294,14.904,13.8728,671667.5,0.080504
,PFS,,20.19000053,1331708288,0.848776744,,Financials,,,,0.086067798,0.062868123,0,,,,,0.0166,0.086067798,-0.008326006,0.05364208,0.120540112,,,19.6885,19.041,19.5584,19.509,1324928.37,0.158802
,IPCC,,80.5,891229568,0.733446276,,Financials,,,,0.08412035,0.057766261,0,,,,,0.0212,0.08412035,0.062497764,0.011380629,0.004184128,,,77.7625,77.8744,79.847,79.1779,923013,0.11063
,EVER,,15.09000015,1887824512,0.707158967,,Financials,,,,0.158986146,0.063777644,0.079456538,,,,,0.0457,0.158986146,0.116459243,-0.21193218,-0.152095825,,,14.444,13.725,15.0609,17.3981,1460214.03,0.175017
,ACOR,,26.45000076,1210067968,0.50661867,,Health Care,,,,-0.191378737,0.00913833,0,,,,,0.0256,-0.191378737,-0.377244619,-0.002263277,-0.205228313,,,29.605,33.3356,36.2262,34.4215,99600.33,0.011938
,ACTG,,3.789999962,191239248,1.230767274,,Industrials,,,,0.199367044,-0.823460674,0,,,,,0.0271,0.199367044,-0.137289128,-0.574823395,-0.630079962,,,3.7025,3.6482,4.3768,6.6382,193479.5,0.02319
