Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,29.12999916,1097802368,1.171223526,,Information Technology,,,,0.010405801,0.046572135,0,,,,,0.0115,0.010405801,-0.141406361,0.078855018,-0.095077621,,,27.893,28.7672,29.2975,28.8324,705907.29,0.091363
,FVE,,2.369999886,116215120,1.638891738,,Health Care,,,,-0.066929165,-0.899702207,0,,,,,0,-0.066929165,-0.36383894,-0.298816626,-0.348901149,,,2.327,2.684,3.0335,3.5543,102395.85,0.013253
,FSP,,9.510000229,952782272,0.982024989,,REIT,,,,-0.025614754,0.036749214,0,,,,,0.0248,-0.025614754,-0.08826728,-0.052497834,-0.194357296,,,9.2295,9.6956,10.1519,10.7286,855272.34,0.110695
,CUTR,,11.82999992,152945072,0.326038619,,Health Care,,,,0.052491118,-0.02903003,0,,,,,0.0172,0.052491118,-0.266177557,-0.191387571,-0.079377465,,,11.079,11.5058,12.6264,13.6975,49708.77,0.006434
,CKEC,,21.94000053,539684608,0.340808326,,Consumer Discretionary,,,,-0.010820549,-0.000830114,0,,,,,0.1053,-0.010820549,-0.113392943,-0.08008385,-0.297919983,,,20.8215,21.7548,22.5305,23.8952,509287.25,0.065915
,VRNT,,35.52999878,2211876864,0.480947656,,Information Technology,,,,-0.029500186,0.002610453,0,,,,,0.0362,-0.029500186,-0.098757326,-0.333770906,-0.416344989,,,33.6005,36.8974,41.1478,49.1013,119902.74,0.015519
,VSI,,27.59000015,711476032,0.668896731,,Consumer Discretionary,,,,-0.093328956,0.074733368,0,,,,,-0.1126,-0.093328956,-0.28249278,-0.229329588,-0.349292473,,,29.4285,30.552,30.9465,33.8795,771372.81,0.099836
,MACK,,5.789999962,671990720,-0.273706161,,Health Care,,,,-0.061588348,-0.219924168,0,,,,,0.0451,-0.061588348,-0.352638662,-0.426164532,-0.459888077,,,5.6935,6.5084,7.8298,9.3356,37473.71,0.00485
,SBRA,,19.91500092,1298234752,0.811605142,,REIT,,,,0.114030421,0.053257702,4.4676E-05,,,,,0.0979,0.114030421,-0.141790763,-0.127655251,-0.340766198,,,17.5055,18.855,20.0021,22.8581,1102572.07,0.142703
,AMRC,,5.139999866,239101968,1.201303303,,Industrials,,,,-0.056880725,0.044478931,0,,,,,0.0821,-0.056880725,-0.11981486,-0.093474463,-0.178913789,,,4.8085,5.378,5.956,6.3084,103118.68,0.013346
,CYNO,,40.66999817,924254528,0.437543958,,Health Care,,,,0.123480589,0.01710135,0,,,,,0.0415,0.123480589,0.140483711,0.285398197,0.336949312,,,37.343,38.9494,38.0856,37.1046,73905.61,0.009565
,CEVA,,19.61000061,400888224,0.460145739,,Information Technology,,,,-0.152915726,0.015632786,0,,,,,0.0272,-0.152915726,-0.426833499,0.01870133,-0.015067767,,,19.1198,21.4343,22.7654,20.8744,206890.83,0.026777
,CYTK,,6.300000191,244737808,0.280259109,,Health Care,,,,-0.181818137,-0.153229288,0,,,,,-0.0653,-0.181818137,-0.40519829,-0.089595358,-0.182879357,,,6.866,8.442,9.1013,7.8927,105558.2,0.013662
,FORM,,7.599999905,442017632,0.659249702,,Information Technology,,,,-0.085439288,-0.003445564,0,,,,,0.0873,-0.085439288,-0.065588481,0.142857112,-0.226069232,,,7.072,7.8756,8.0588,7.8776,233253.17,0.030189
,SAFT,,55.31000137,834744000,0.766784796,,Financials,,,,-0.00737141,-0.016595507,0,,,,,-0.01,-0.00737141,-0.005164631,0.078395471,-0.005644327,,,56.1135,55.4708,55.9138,56.091,834738.52,0.108038
,NPO,,51.88000107,1138556032,0.403844859,,Industrials,,,,0.16662918,-0.018356584,0,,,,,0.17,0.16662918,0.048814873,0.097949768,-0.201982845,,,43.949,43.4206,45.6835,48.9661,475991.01,0.061606
,SPOK,,17.71999931,366025760,0.911282834,,Telecommunication Services,,,,-0.016102216,0.230131344,0,,,,,0.0091,-0.016102216,-0.476402358,0.08866549,-0.012008147,,,17.3585,17.2438,17.4834,17.0942,385303.68,0.049869
,RUSHA,,17.34000015,701704448,1.473389594,,Industrials,,,,-0.092146607,0.094132224,0,,,,,0.0309,-0.092146607,-0.244905153,-0.320532922,-0.379162193,,,17.288,18.8962,21.6533,23.6619,613836,0.079447
