Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,28.82999992,1082772224,1.084620597,,Information Technology,,,,-0.064871878,0.047748731,0,,,,,0.0191,-0.064871878,-0.015288141,-0.02547434,-0.081930808,,,28.6345,30.4222,28.9638,29.1074,698637.39,0.090401
,FVE,,2.539999962,124551224,1.529202154,,Health Care,,,,-0.230303031,-0.839485929,0,,,,,-0.0268,-0.230303031,-0.251487331,-0.439293633,-0.313513533,,,2.7045,3.151,3.181,3.7589,109740.7,0.0142
,FSP,,9.760000229,977829120,0.9554778,,REIT,,,,-0.053450853,0.023477517,0,,,,,0.0285,-0.053450853,-0.059809601,-0.135543113,-0.207681653,,,9.864,10.0554,10.4323,11.013,877755.84,0.113578
,CUTR,,11.23999977,145317216,0.338776102,,Health Care,,,,-0.125972001,-0.055843349,0,,,,,0.0446,-0.125972001,-0.40071353,-0.249165025,-0.17413666,,,11.34,12.474,13.2818,13.9938,47229.64,0.006111
,CKEC,,22.18000031,545138560,0.521016132,,Consumer Discretionary,,,,-0.049700079,-0.017525819,0,,,,,-0.0036,-0.049700079,0.282518578,-0.07467664,-0.226369018,,,22.1175,22.1118,22.6897,24.8968,514858.31,0.06662
,VRNT,,36.61000061,2279110912,0.466759641,,Information Technology,,,,-0.115486805,0.002533444,0,,,,,-0.0287,-0.115486805,-0.207702746,-0.370529561,-0.316977581,,,38.1665,41.0906,43.4203,52.0636,123547.4,0.015986
,VSI,,30.43000031,886138560,0.637825741,,Consumer Discretionary,,,,-0.085911701,0.066183781,0,,,,,0.0636,-0.085911701,-0.220777192,-0.134281679,-0.287186665,,,30.37,31.1704,31.7841,35.0246,850774.72,0.110087
,MACK,,6.170000076,713092352,-0.197935092,,Health Care,,,,-0.258413425,-0.153130236,0,,,,,-0.058,-0.258413425,-0.229520488,-0.386679939,-0.354602531,,,6.5655,7.6672,8.6347,9.9904,39933.13,0.005167
,SBRA,,18.36000061,1195861248,0.885736563,,REIT,,,,-0.11046506,0.055435361,4.85006E-05,,,,,-0.0843,-0.11046506,-0.138857507,-0.300881288,-0.409899097,,,19.538,19.748,21.2356,24.0801,1016481.2,0.131528
,AMRC,,5.449999809,253522512,1.132972302,,Industrials,,,,-0.181681692,0.041948937,0,,,,,-0.0198,-0.181681692,-0.193605984,-0.180451168,-0.119547697,,,5.572,6.0408,6.1929,6.5287,109337.9,0.014148
,CYNO,,36.20000076,822670656,0.473910182,,Health Care,,,,-0.172571411,0.038385956,0,,,,,-0.0256,-0.172571411,-0.143113179,-0.05778234,0.157289002,,,38.607,40.0416,37.199,36.7623,65782.71,0.008512
,CEVA,,23.14999962,473256608,0.388127703,,Information Technology,,,,-0.044178354,0.004287315,0,,,,,0.0207,-0.044178354,0.121252326,0.344367047,0.235985061,,,22.429,23.6664,22.6914,21.0404,244238.8,0.031603
,CYTK,,7.699999809,299124000,0.224990305,,Health Care,,,,-0.264565462,-0.066290234,0,,,,,-0.0351,-0.264565462,-0.24390937,0.09065154,0.033557048,,,8.8205,10.3266,9.1649,7.8635,129015.58,0.016694
,FORM,,8.31000042,483311360,0.604790287,,Information Technology,,,,-0.109324707,-0.00574164,0,,,,,-0.0303,-0.109324707,-0.044548242,0.298437546,0.050568973,,,8.148,8.5392,7.985,8.055,255043.92,0.033002
,SAFT,,56.41999817,851551168,0.751738719,,Financials,,,,-0.011216319,-0.016174013,0,,,,,0.0316,-0.011216319,0.164136323,0.016056767,-0.060396796,,,55.147,55.1072,55.5687,56.2747,851490.64,0.110179
,NPO,,44.47000122,976451968,0.495364868,,Industrials,,,,-0.010898529,-0.024271547,0,,,,,0.0916,-0.010898529,-0.153861399,-0.130769749,-0.248784687,,,42.349,45.3314,45.3317,51.0482,408005.4,0.052794
,SPOK,,18.01000023,378235648,0.708915179,,Telecommunication Services,,,,-0.036898423,0.048713018,0,,,,,0.0733,-0.036898423,-0.104575267,0.1444344,0.053462483,,,16.719,17.5094,17.3344,17.269,391609.44,0.050673
,RUSHA,,19.10000038,767852224,1.083776203,,Industrials,,,,-0.138863836,0.105315837,0,,,,,0.016,-0.138863836,-0.118447022,-0.222312671,-0.332634528,,,19.233,21.1664,23.2388,24.646,676140,0.08749
,BANC,,15.10000038,570923648,0.474503042,,Financials,,,,0.001990756,0.091516616,0.334107723,,,,,0.0863,0.001990756,-0.135587422,0.147486007,0.475595768,,,14.129,14.473,13.6325,13.3589,546695.5,0.07074
,PFS,,19.63999939,1291584128,0.926045,,Financials,,,,-0.044282233,0.064821174,0,,,,,0.0797,-0.044282233,0.071767523,0.068801617,0.179170933,,,18.7325,19.729,19.8665,19.3334,1288835.72,0.16677
