Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,24.97999954,924344960,1.242063327,,Information Technology,,,,0.088927592,0.113906609,0,,,,,-0.0036,0.088927592,0.158769106,0.166970146,-0.242566483,,,24.8115,23.7754,23.0002,25.8695,577187.88,0.096279
,FVE,,4.920000076,235788544,1.283891926,,Health Care,,,,-0.064638809,0.262209516,0,,,,,-0.0061,-0.064638809,0.069565256,0.587096848,0.914396967,,,4.932,5.2614,4.6634,3.9703,209267.28,0.034907
,FSP,,11.55000019,957926976,0.913009018,,REIT,,,,0.012269969,0.023021588,0,,,,,0.0294,0.012269969,0.077705818,0.225680123,0.138174271,,,11.1505,11.2548,11.0538,10.6697,837213.3,0.139654
,MDAS,,16.10000038,950806464,0.460455431,,Health Care,,,,-0.091934529,0.012224359,0,,,,,-0.033,-0.091934529,-0.052941154,0.422261556,0.684100384,,,16.5075,17.271,16.4122,14.6102,625352.75,0.104314
,CKEC,,15.11999989,268908384,0.212592851,,Consumer Discretionary,,,,0.11013216,0.017478072,0,,,,,0.0286,0.11013216,0.24137927,0.069306897,1.005305035,,,14.4255,13.2214,13.2413,12.9515,182633,0.030465
,SBRA,,21.70000076,804011072,0.387207364,,REIT,,,,-0.008412637,0.028254586,0,,,,,-0.0069,-0.008412637,0.124136229,0.559682106,1.207154746,,,21.5725,21.1448,19.9839,17.8481,804006.7,0.134114
,CQB,,7.130000114,330166784,2.164763467,,,,,,-0.01109569,-0.270735896,0,,,,,0.0244,-0.01109569,0.176567687,0.315498158,-0.141997623,,,6.9825,7.3704,6.5311,6.9509,327559.33,0.054639
,AMRC,,9.399999619,423769856,0.611128735,,Industrials,,,,-0.150090483,0.051190227,0,,,,,0.0032,-0.150090483,-0.223782008,-0.125581431,-0.208754249,,,9.5565,10.7736,11.4913,11.9936,45277.98,0.007553
,NXST,,9,261177184,-0.613671491,,Consumer Discretionary,,,,-0.17203311,0.094414832,0,,,,,-0.1957,-0.17203311,-0.007598559,0.35746604,0.132075499,,,10.8975,11.1858,9.5561,8.5128,76973.65,0.01284
,CYNO,,22.52000046,425407296,0.321487218,,Health Care,,,,-0.145026563,0.018817261,0,,,,,-0.0209,-0.145026563,-0.159036294,0.141987893,0.838367384,,,24.1865,25.2621,25.1483,22.2053,107932.78,0.018004
,CEVA,,15.10999966,338748064,0.57654354,,Information Technology,,,,-0.002640262,0.046592148,0,,,,,0.0399,-0.002640262,-0.123477009,-0.130609874,-0.475529332,,,14.6875,14.6288,15.4204,17.8254,85538.37,0.014268
