Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,28.47999954,1068687360,1.087802667,,Information Technology,,,,-0.105246635,0.046241775,0,,,,,-0.0045,-0.105246635,-0.204831603,-0.041825841,-0.009812012,,,28.82,31.4054,32.0359,30.4432,682096,0.078447
,FVE,,4.630000114,226852016,0.979735653,,Health Care,,,,0.031180479,-0.345229464,0,,,,,0.0767,0.031180479,0.203988162,0.05227273,-0.124763677,,,4.3315,4.3622,4.0144,4.1152,199215.01,0.022911
,UNIS,,2.454999924,322132960,0.013125015,,Health Care,,,,-0.302556836,-0.248397432,0,,,,,-0.0061,-0.302556836,-0.408497594,-0.215655005,-0.176174528,,,29.4025,34.299,37.5665,33.3747,53325.34,0.006133
,FSP,,11.60999966,1163175808,0.83248807,,REIT,,,,-0.042079227,0.018198453,0,,,,,-0.0034,-0.042079227,-0.090602256,-0.005037096,-0.019175496,,,11.6935,12.258,12.5349,12.2403,1044493.65,0.120126
,MDAS,,20.87000084,1259811328,0.358746569,,Health Care,,,,-0.029302287,-0.019618017,0,,,,,-0.0067,-0.029302287,0.022744531,0.079110686,-0.126778194,,,20.4748,20.0835,19.529,20.183,73821.11,0.00849
,PLMT,,18.44000053,236300752,0.511640352,,Financials,,,,0.009333972,0.042568633,0,,,,,0.0027,0.009333972,0.105778762,0.185330322,0.389127451,,,18.291,18.6136,17.8849,16.4827,82482.12,0.009486
,EAC,,3.75,51874400,1.98544947,,Industrials,,,,-0.015748017,-1.499564332,0,,,,,0.0563,-0.015748017,-0.431854563,-0.644886378,-0.772036485,,,3.734,4.0254,5.3571,8.6993,22698.75,0.002611
,VRNT,,64.66999817,3968022016,0.256485976,,Information Technology,,,,0.028794107,0.00917384,0,,,,,-0.0006,0.028794107,-0.006431794,0.074430963,0.398572574,,,63.933,63.1932,60.158,57.8462,212738.76,0.024467
,VSI,,39.70000076,1180811264,0.471989915,,Consumer Discretionary,,,,-0.051827041,0.050331498,0,,,,,-0.0394,-0.051827041,-0.043182503,-0.170497278,-0.058349125,,,40.2945,40.6682,41.5178,42.9841,607336.83,0.069849
,MACK,,11.80000019,1298287232,-0.099529593,,Health Care,,,,-0.01830285,-0.06950465,0,,,,,-0.0605,-0.01830285,0.136701908,0.288209649,0.456790078,,,12.064,12.1962,11.42,10.0046,64876.68,0.007461
,SBRA,,26.5,1569702400,0.59380174,,REIT,,,,-0.121863714,0.040407022,3.69497E-05,,,,,-0.0178,-0.121863714,0.060252764,-0.038380071,-0.032768772,,,27.535,30.3024,31.3318,29.438,93884.73,0.010798
,ARO,,1.889999986,150280784,0.329190457,,Consumer Discretionary,,,,-0.425531913,-1.164114236,0,,,,,0,-0.425531913,-0.011577014,-0.456896559,-0.523929478,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,148629.6,0.017094
,AMRC,,7.260000229,337547104,0.831794972,,Industrials,,,,0.009735768,0.042885866,0,,,,,0.0041,0.009735768,0.04516506,-0.058365734,0.067647063,,,6.9805,7.2336,6.8317,7.2432,144190.86,0.016583
,CYNO,,35.70000076,791137856,0.454396135,,Health Care,,,,0.035683188,0.038730292,0,,,,,-0.0083,0.035683188,0.110325318,0.294885787,0.621990022,,,35.7895,33.3972,31.8026,28.1408,522669.71,0.060112
,CEVA,,20.54000092,423241216,0.433114718,,Information Technology,,,,-0.036133204,-0.005476782,0,,,,,0.0374,-0.036133204,0.058922633,0.193492272,0.307447541,,,19.7835,20.7628,20.0607,17.7749,431052.44,0.049575
,CYTK,,6.369999886,246628176,0.34121,,Health Care,,,,-0.049253721,-0.059903942,0,,,,,0.0241,-0.049253721,-0.01152944,0.364025649,0.217973205,,,6.117,6.7306,7.1097,5.6922,220370.15,0.025344
,FORM,,9.31000042,536092416,0.548599427,,Information Technology,,,,0.010857805,-0.010615707,0,,,,,0.0402,0.010857805,-0.049491946,0.157960257,0.296657471,,,8.7835,9.0086,8.825,8.2708,517161.19,0.059478
,LF,,2.029999971,142518224,1.977059495,,Consumer Discretionary,,,,-0.128755349,-1.080949479,0,,,,,-0.0688,-0.128755349,-0.29289003,-0.628205136,-0.707492802,,,2.155,2.2182,2.5579,4.0857,132548.85,0.015244
,SAFT,,55.79999924,842113408,0.789536148,,Financials,,,,-0.033512342,0.014437485,0,,,,,0.005,-0.033512342,-0.150092547,-0.039605335,0.126170433,,,56.937,58.4108,60.0069,59.0928,723726,0.083235
,SPOK,,17.35000038,377262464,0.732254137,,Telecommunication Services,,,,-0.158955654,0.052409137,0,,,,,0.0334,-0.158955654,-0.167077341,0.109691204,0.196020686,,,17.282,19.0591,18.6379,16.962,375870.4,0.043228
,RJET,,10.46000004,531698944,1.187137961,,Industrials,,,,-0.167197477,0.106639294,0,,,,,0,-0.167197477,-0.150744231,-0.212349379,-0.013207579,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,520719.72,0.059887
,RUSHA,,26.56999969,1054869120,0.743785132,,Industrials,,,,-0.006728983,0.080317073,0,,,,,0.008,-0.006728983,0.121462981,-0.242588418,-0.205204922,,,26.9705,27.2314,27.8568,31.3348,149683.8,0.017215
