Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,29.93000031,1112469888,1.083255409,,Information Technology,,,,0.048164194,0.071601039,0,,,,,0.0229,0.048164194,-0.035749421,0.163176668,0.190522577,,,28.7059,28.5944,28.5211,27.689,713441.41,0.088065
,FVE,,5.489999771,265010656,1.169058621,,Health Care,,,,0.113590256,0.044805745,0,,,,,0.0018,0.113590256,-0.197914259,-0.021390438,0.095808287,,,5.06,5.0246,5.1392,5.3927,235251.99,0.029039
,MKTG,,27.40999985,1408779264,0.116606634,,,,,,0.620934364,0.00055864,0,,,,,-0.0015,0.620934364,0.724585134,0.915443679,3.598993234,,,22.0278,18.7235,17.151,14.1013,76670.7,0.009464
,FSP,,11.94999981,1197239552,0.884659206,,REIT,,,,-0.070762043,0.015995128,0,,,,,-0.0237,-0.070762043,-0.20338596,-0.069341337,0.02539312,,,12.0785,12.7216,12.6413,13.3391,1075667.3,0.132777
,PLMT,,12.96000004,165688480,0.589938419,,Financials,,,,-0.034996296,0.172721725,0,,,,,-0.0031,-0.034996296,0.201532606,-0.00307692,0.555822348,,,12.6575,12.9854,12.9334,13.0845,57736.8,0.007127
,EAC,,20.79000092,286650752,0.677577151,,Industrials,,,,0.099418354,0.037809076,0,,,,,-0.0166,0.099418354,0.2057705,0.105263238,1.46619219,,,19.925,19.3226,17.7191,19.0724,23350.54,0.002882
,CUTR,,10.18000031,143758640,0.592534821,,Health Care,,,,0.077248731,-0.023595104,0,,,,,-0.0286,0.077248731,0.068135947,0.156818191,0.131111145,,,9.4435,9.4638,9.4053,9.8325,149391.5,0.01844
,CKEC,,27.84000015,641512320,0.375878998,,Consumer Discretionary,,,,0.162907249,0.143738471,0,,,,,0.004,0.162907249,0.153188009,0.438016492,0.85600001,,,25.4155,24.2228,22.183,20.0495,461250.81,0.056935
,SBRA,,26.13999939,990233984,0.427246496,,REIT,,,,-0.020239914,0.019459037,5.8572E-05,,,,,-0.0057,-0.020239914,0.132813674,0.028089868,0.265604036,,,26.076,26.3502,24.788,26.4828,573835.53,0.070832
,CQB,,11.69999981,547910016,0.719660128,,,,,,0.106906353,-0.577352103,0,,,,,-0.0118,0.106906353,-0.127265862,0.071428546,0.418181795,,,11.221,10.6704,11.6807,10.802,543605.4,0.067101
,AMRC,,9.659999847,442695744,0.607962691,,Industrials,,,,0.05228753,0.013403996,0,,,,,-0.0183,0.05228753,-0.0477629,0.07214202,-0.015290578,,,9.2505,9.4448,9.3291,8.8064,188891.64,0.023316
,CYNO,,26.63999939,596586560,0.560929512,,Health Care,,,,0.028968714,-0.008308937,0,,,,,0.0176,0.028968714,0.097803845,0.025404152,0.104935658,,,25.319,24.5186,23.8185,24.7001,335217.34,0.041378
,CEVA,,15.22000027,334596416,0.594041031,,Information Technology,,,,-0.048155067,0.018864518,0,,,,,-0.002,-0.048155067,-0.089075718,-0.213842986,-0.033650777,,,15.61,15.2398,16.0208,16.5086,336909.92,0.041587
