Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,28.15999985,1049645696,1.091364437,,Information Technology,,,,0.044897924,-0.031219106,0,,,,,0.0214,0.044897924,-0.030336437,-0.042257112,0.037526589,,,27.3945,28.0942,28.4511,28.9298,674432,0.078447
,FVE,,4.130000114,200773520,1.545910955,,Health Care,,,,0.095490752,0.011849172,0,,,,,0.0198,0.095490752,-0.111827951,-0.144927499,-0.185404344,,,4.049,4.1288,4.4565,4.8806,177701.51,0.020669
,UNIS,,3.670000076,401416672,0.015273406,,Health Care,,,,0.59912852,-0.14423666,0,,,,,0.0592,0.59912852,0.468000031,0.129230793,0.211221159,,,34.2225,28.128,27.49,32.9737,69846.6,0.008124
,FSP,,11.98999977,1201246976,0.831110541,,REIT,,,,0.085922056,0.010992744,0,,,,,0.0187,0.085922056,-0.012638119,0.015622815,-0.033170344,,,11.7465,11.7444,12.0804,12.1837,1078680.35,0.125467
,MDAS,,21.65999985,1301757696,0.373062509,,Health Care,,,,0.045366823,0.022865238,0,,,,,-0.0317,0.045366823,-0.118437114,-0.051248361,-0.059446764,,,21.7323,21.7819,22.2409,22.7515,76615.49,0.008912
,PLMT,,16.62000084,212596752,0.523897938,,Financials,,,,0.179110939,0.136239146,0,,,,,0.113,0.179110939,0.267862366,0.23877,0.247077712,,,14.7505,14.3074,14.023,13.7302,74341.26,0.008647
,EAC,,14.03999996,193783056,0.87095846,,Industrials,,,,0.080831425,-0.062074571,0,,,,,0.0065,0.080831425,-0.013352044,-0.111954485,-0.283673485,,,13.748,13.6482,14.3147,16.2469,84984.12,0.009885
,VRNT,,57.49000168,3482138880,0.293050929,,Information Technology,,,,0.033806888,0.019139673,0,,,,,0.0547,0.033806888,0.199707927,0.31345673,0.574205941,,,54.307,53.6572,51.1387,48.4518,189119.39,0.021998
,VSI,,46.93000031,1449720960,0.397086071,,Consumer Discretionary,,,,0.057220116,0.044782411,0,,,,,0.0215,0.057220116,0.111558478,-0.019841285,0.000426358,,,44.1885,43.2024,42.7355,43.9153,717942.51,0.083508
,MACK,,9.170000076,959068160,-0.080403045,,Health Care,,,,0.044419175,-0.123197709,0,,,,,-0.0208,0.044419175,0.550295881,1.08883835,2.421641734,,,8.613,7.8758,7.2942,6.5269,50416.88,0.005864
,SBRA,,28.56999969,1521728128,0.430906123,,REIT,,,,0.174753292,0.014480248,3.81146E-05,,,,,0.0589,0.174753292,0.02446092,-0.02083273,0.119963261,,,25.9625,26.494,27.3514,27.9109,81018.23,0.009424
,ARO,,3.00999999,238075616,0.640556956,,Consumer Discretionary,,,,-0.085106375,-0.993507878,0,,,,,0,-0.085106375,-0.053459142,-0.394366174,-0.675995694,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,236706.4,0.027533
,CQB,,14.43000031,677710592,0.55518391,,,,,,0.016197218,-0.082012884,0,,,,,0.0191,0.016197218,0.469450179,0.256968718,0.394202877,,,13.8165,13.9066,12.3853,11.8148,677012.31,0.078747
,AMRC,,8.239999771,381857632,0.711849048,,Industrials,,,,0.202919691,0.001458685,0,,,,,0.1303,0.202919691,-0.180960116,0.285491415,-0.212237118,,,7.351,7.5416,7.4467,7.7167,163654.64,0.019036
,CYNO,,25.29000092,547365888,0.613584104,,Health Care,,,,0.204285758,0.028659075,0,,,,,0.2217,0.204285758,0.096737607,0.030562346,0.170291541,,,21.427,22.0142,21.7086,23.9807,370260.98,0.043067
,CEVA,,16.29999924,333626400,0.540251035,,Information Technology,,,,0.2127976,0.012717818,0,,,,,0.2173,0.2127976,0.093643734,0.004312982,0.137473784,,,13.779,14.1632,14.486,15.5713,342071.8,0.039788
,CYTK,,3.670000076,134354224,0.548028918,,Health Care,,,,0.042613664,-0.12324138,0,,,,,0.0486,0.042613664,-0.099144489,-0.193406611,-0.389351092,,,3.4365,3.7183,4.1072,5.9646,126963.65,0.014768
,FORM,,7.96999979,449602368,0.641409006,,Information Technology,,,,0.11157597,-0.080299844,0,,,,,0.186,0.11157597,0.30191762,0.38608692,0.526819945,,,6.8763,7.2348,7.3888,6.9381,442725.53,0.051496
,LF,,5.320000172,372491776,0.921335756,,Consumer Discretionary,,,,-0.111853026,0.167770147,0,,,,,-0.0699,-0.111853026,-0.165980755,-0.223357628,-0.378504683,,,5.82,6.0764,6.5991,6.8441,347369.4,0.040404
,SAFT,,62.38000107,936082752,0.755759029,,Financials,,,,0.157113731,0.06714791,0,,,,,0.0414,0.157113731,0.005888654,0.18974327,0.193653718,,,58.815,56.1822,53.979,53.9177,809068.6,0.094107
