Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,27,1004963200,1.131440435,,Information Technology,,,,-0.085365868,-0.030387182,0,,,,,-0.0857,-0.085365868,-0.088271033,-0.058788985,-0.058800606,,,28.982,29.2252,29.4194,29.1695,646650,0.078427
,FVE,,4.570000172,222163424,1.426647944,,Health Care,,,,-0.087824359,0.041392952,0,,,,,-0.0318,-0.087824359,-0.053830177,-0.158379316,-0.228040522,,,4.7885,4.938,5.0365,5.1834,196633.39,0.023848
,UNIS,,2.519999981,261043296,0.075696255,,Health Care,,,,-0.148648666,-0.247518327,0,,,,,-0.0418,-0.148648666,-0.22461539,-0.460385452,-0.106382964,,,27.44,28.462,32.9985,36.746,45075.31,0.005467
,FSP,,12.14000034,1216275200,0.83266024,,REIT,,,,-0.020225152,0.012853999,0,,,,,-0.017,-0.020225152,0.011951331,0.044129251,-0.031140978,,,12.4505,12.5332,12.4136,12.4363,1092175.1,0.132462
,MDAS,,21.23999977,1295345280,0.364454957,,Health Care,,,,-0.070052556,0.022331498,0,,,,,-0.1281,-0.070052556,-0.069645211,-0.036297691,-0.024345461,,,23.4275,23.3252,23.6433,22.7718,75129.87,0.009112
,PLMT,,13.19999981,168861120,0.630139134,,Financials,,,,-0.079221717,0.168398741,0,,,,,-0.0243,-0.079221717,-0.019245034,0.090534998,-0.011931397,,,13.7315,13.832,13.8209,13.3753,59043.6,0.007161
,EAC,,14.63000011,202054000,0.917215239,,Industrials,,,,-0.099692301,0.016510438,0,,,,,-0.0081,-0.099692301,-0.092706409,-0.242753605,-0.215549576,,,15.342,15.6054,16.5332,18.1644,88555.39,0.01074
,VRNT,,46.93999863,2772343808,0.248294238,,Information Technology,,,,-0.043017342,0.03445893,0,,,,,-0.0153,-0.043017342,-0.14015469,0.033010564,0.311906099,,,48.073,48.3376,46.6661,44.2622,139507.32,0.01692
,VSI,,42.65000153,1312794240,0.422203242,,Consumer Discretionary,,,,-0.008600626,0.050470971,0,,,,,-0.0298,-0.008600626,0.018471082,-0.048415845,-0.112013271,,,43.2595,43.4452,44.645,46.5285,652466.4,0.079133
,MACK,,5.909999847,611124416,-0.107938741,,Health Care,,,,-0.189300428,-0.212912455,0,,,,,0.0017,-0.189300428,-0.117852433,0.125714257,0.236401587,,,6.3613,7.063,6.2969,5.3924,32493.32,0.003941
