Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,24.67000008,912873856,1.257671001,,Information Technology,,,,-0.048959153,0.115337951,0,,,,,-0.0698,-0.048959153,0.084553599,0.145167945,-0.274376269,,,26.197,25.7383,24.5971,24.1961,570025.02,0.087081
,FVE,,5.659999847,271252672,1.116033275,,Health Care,,,,0.129740437,0.227927709,0,,,,,-0.0208,0.129740437,0.076045552,0.585434161,0.559228559,,,5.5825,5.1898,5.2345,4.3504,240742.44,0.036777
,FSP,,13,1078186240,0.811173372,,REIT,,,,0.071427424,0.020453795,0,,,,,0.0015,0.071427424,0.15593972,0.293560641,0.366149863,,,12.97,12.2806,11.81,11.0813,942318,0.143955
,MDAS,,19.54999924,1154550656,0.379198607,,Health Care,,,,0.165772135,0.01006712,0,,,,,0.0026,0.165772135,0.10265086,0.482183462,0.853080463,,,19.0135,17.5784,17.5391,15.4972,759356.92,0.116004
,CKEC,,15.94999981,283669888,0.201530026,,Consumer Discretionary,,,,0.063333321,0.016568555,0,,,,,0.0237,0.063333321,0.171071949,0.147482032,1.240168549,,,15.7375,14.9348,13.8561,13.816,192658.49,0.029432
,SBRA,,25.09000015,929614656,0.334890383,,REIT,,,,0.155156581,0.024437007,0,,,,,0.0359,0.155156581,0.146494296,0.400215564,0.902304233,,,23.998,22.6132,21.7017,19.3231,929609.59,0.142013
,CQB,,7.349999905,340354272,2.099967742,,,,,,-0.109090921,-0.262632226,0,,,,,-0.0187,-0.109090921,-0.169309496,0.418918948,-0.163822533,,,7.7975,7.6712,7.4737,6.6642,337666.35,0.051584
,AMRC,,9.840000153,443605888,0.583801845,,Industrials,,,,0.003058077,0.048901233,0,,,,,0.0502,0.003058077,0.003660882,-0.190789451,-0.249427886,,,9.646,9.5532,10.4343,11.1576,47397.37,0.007241
,NXST,,14.38000011,500262752,-0.32038562,,Consumer Discretionary,,,,0.357884788,0.049292097,0,,,,,0.0731,0.357884788,0.411662439,1.205521496,0.697756749,,,12.9045,11.3838,11.204,9.184,122986.79,0.018788
,CYNO,,26.70000076,504368352,0.271156998,,Health Care,,,,0.107424309,0.015871337,0,,,,,0.0091,0.107424309,-0.064186742,0.066293921,0.916726502,,,26.061,24.3269,25.1689,23.6,163960.37,0.025048
,CEVA,,15.18000031,340317376,0.576132792,,Information Technology,,,,-0.036190457,0.040212463,0,,,,,-0.1365,-0.036190457,-0.054654224,-0.023166001,-0.437985925,,,16.983,15.9636,15.492,16.3381,85934.65,0.013128
,IDIX,,4.75,635942848,0.377455302,,,,,,-0.020618537,-0.04371462,0,,,,,0.0085,-0.020618537,-0.011329889,-0.531095761,-0.645257664,,,4.7568,4.8752,4.6919,6.7119,49642.35,0.007584
,FORM,,5.010000229,266879696,1.208233511,,Information Technology,,,,0.098684275,-0.236526049,0,,,,,-0.0099,0.098684275,0.161203048,-0.181372496,-0.02718444,,,4.982,4.6504,4.8146,5.3446,248055,0.037895
,SAFT,,48.00999832,735532416,0.946809425,,Financials,,,,0.039852723,0.072408773,0,,,,,0.0002,0.039852723,0.16329257,0.163227324,0.206447188,,,47.178,46.081,45.8836,44.0604,609006.85,0.093036
,RRGB,,36.97000122,526840960,0.582845738,,Consumer Discretionary,,,,0.047605561,0.046966735,0,,,,,-0.0043,0.047605561,0.06134621,0.238525988,0.203842472,,,36.421,34.4908,33.0284,32.368,300810.03,0.045954
,NPO,,44.47999954,921296448,0.585804894,,Industrials,,,,0.087530511,0.041137682,0,,,,,-0.0027,0.087530511,0.162864005,0.290397388,0.25969974,,,43.152,41.0796,39.2912,38.4179,434898.75,0.066438
,RJET,,8.390000343,407291712,1.231795259,,Industrials,,,,0.477112781,-0.20820458,0,,,,,0,0.477112781,0.94435424,0.843956042,0.519927604,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,183261.36,0.027996
,RUSHA,,23.65999985,872109952,0.678218409,,Industrials,,,,0.144654076,0.077536095,0,,,,,-0.0055,0.144654076,0.21912399,0.465015505,0.028248571,,,22.6575,20.8428,19.8556,18.259,787002.58,0.120228
,BANC,,11.76000023,138588720,0.921712878,,Financials,,,,-0.041564809,0.015362001,0.230899023,,,,,-0.0109,-0.041564809,0.034101116,0.066410831,0.010411213,,,11.9385,11.9264,11.9187,11.7469,124703.04,0.01905
,PFS,,14.82999992,892144640,1.108052362,,Financials,,,,-0.006032182,0.073368148,0,,,,,-0.0107,-0.006032182,0.016837894,0.005107186,0.125441923,,,15.047,14.7038,15.0488,14.9502,892513.89,0.136346
