EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3668 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20160324
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,6.039999962,Common Stock,93674728,8.828824401,9.222418313,45.54216441,14276.91803,7718000,0,80293000,0,,36646000,6.29,5.8029,5.67,5.7839,5.6063,5.78,3.07,,,20160331
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,31.98999977,Common Stock,1205585280,10.61192487,26.17211699,-2.999383114,166088.0984,51127000,0,1183736960,0,102035000,1550116960,5.66,30.9955,29.2044,29.9571,29.069,2.76,6.55,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,5.050000191,Common Stock,50948836,-1.559452669,8.369106354,2.020209805,4563.37931,4535000,2105000,59563000,26893000,-2893000,37263000,15.07,5.1687,5.2083,5.3603,5.1021,-2.32,-12.17,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,2.289999962,Common Stock,113290904,-3.37552437,-25.88996681,-48.42342495,169842.1639,-40759000,0,184452000,0,,1365409984,6.55,2.369,2.377,2.8381,3.3062,9.57,-27.99,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.60999966,REIT,1062988416,11.56676552,2.366372265,-11.4491651,346087.0164,35014000,0,935656000,0,0,243867000,1.86,10.0955,9.6314,9.9036,10.5536,5.47,4.59,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,1.789999962,Common Stock,26331606,-11.38613967,-4.78723583,-56.69529651,43366.83607,-8229826,1578220,14453735,234,0,101694518,-2.24,1.8745,1.9312,2.2688,2.3284,-2.19,-45.09,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,1.649999976,Common Stock,22927444,-2.941180595,-47.28434774,-61.80555763,16798.08197,-86632000,0,88570000,0,-741000,297520000,-12.12,1.793,1.7713,1.9879,2.7543,-5.17,-19.52,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,11.25,Common Stock,146165664,-4.902788905,-13.99082519,-12.92569711,61890.96721,-4440000,0,50034000,0,-168000,94761000,3.64,11.6495,11.3092,12.1267,13.3794,3.5,-12.04,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",49.49000168,Common Stock,6713433088,7.237269864,5.074316946,-16.43025894,826303.8689,124000000,0,3991000064,0,-242000000,4327999936,-3.25,47.83,43.9054,45.677,49.347,4.72,5.25,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,4.679999828,Common Stock,513211648,22.51308665,24.46808086,-16.42857307,242422.1639,-6408000,0,18498000,0,,50286000,1.92,4.161,3.8906,4.3084,4.6101,9.09,-6.02,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,30.04000092,Common Stock,737441024,36.91887048,49.52713135,-10.59523131,631246.2951,-448000,0,289771008,0,-105842000,804368000,-0.17,29.6705,24.6632,23.5692,23.9999,-1.38,30.95,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,33.38000107,Common Stock,2078453504,-6.051218083,-22.64194696,-46.10043452,665322.1475,18071000,0,1060137024,0,9514000,1130265984,1.38,35.608,35.064,38.9122,45.9584,-5.01,-17.70,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,30.95999908,Common Stock,798379776,12.21456656,-5.147059855,-24.83612499,445290.8197,53171000,0,475300992,0,603000,1266548992,-11.6,30.616,29.8018,30.5995,32.8398,3.82,-5.32,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,10.01000023,Common Stock,112331192,1.831132315,2.861928891,-12.54659182,11636.29508,7030000,917000,123544000,10000000,-11460000,74445000,2.5,10.0145,10.0676,10.3224,10.7325,-1.67,-2.45,,,
MACK US Equity,590328100,US5903281005,B72XX62,Health Care,Biotechnology,Biotechnology,8.369999886,Common Stock,971426944,44.55958447,-1.645127374,-29.54545619,1999286.574,-147787000,0,-183928000,0,,89258000,-15.41,7.7045,6.64,7.3913,8.8635,2.7,5.95,,,
