EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3726 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20140221
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.099999905,Common Stock,63587148,0.985220749,-1.204823845,0,43125.67213,-11406000,0,65525000,0,-716000,35164000,9.51,3.997,4.1348,3.9604,4.3665,1.49,4.59,,,20140228
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,29.27000046,Common Stock,1084235776,0.584192694,4.436568611,21.72978908,192187.5246,-6149000,0,1133771008,0,,2310072000,1.19,28.4315,29.2338,28.8345,28.2804,5.25,2.51,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.699999809,Common Stock,47313392,4.677061222,-1.055237974,-6.930700361,7770.533333,-25165000,877000,82769000,4000,,39755000,-3.19,4.5206,4.6288,4.7319,4.8049,6.82,1.08,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,5.789999962,Common Stock,279492128,6.629836923,11.56069168,-8.675081664,238163.5082,11874000,0,309812992,0,,1403426976,-16.06,5.505,5.5908,5.2859,5.3434,0.35,17.44,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,5.21999979,Common Stock,1219246464,7.62886377,-14.42623161,-14.98371492,6726423.311,-540582008,11385000,1292920064,2000,,566554016,-10.15,5.156,5.213,5.1989,5.8734,-3.51,9.21,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,4.630000114,Common Stock,475285760,-0.856530218,34.20290001,84.46215665,1471794.967,-63588000,0,26419000,0,,8112000,-12.1,42.595,43.885,39.8635,35.994,8.18,4.04,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,12.52000046,REIT,1254346368,4.420356103,5.882031469,-3.709737719,283024.9836,17490000,0,1050166016,0,0,214247000,0.64,12.054,12.0618,12.4646,12.8199,2.2,-1.11,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,24.29000092,Common Stock,1502794112,10.20871101,8.340770887,31.51056751,572382.4918,27441000,0,489788992,0,,680416000,1.73,21.5015,21.0316,21.9252,21.4235,13.77,12.77,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,13.36999989,Common Stock,170930176,10.04115478,11.69590298,22.10185079,7272.557377,28584000,0,124670000,0,-23200000,57374000,5.39,12.598,12.7092,12.8728,13.0737,4.78,-0.45,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,21.53000069,Common Stock,296853792,11.43892871,40.53525532,61.63664549,27806.70492,10838000,,194228000,,,264833000,-10.31,20.221,20.3512,19.6393,19.3423,3.81,13.86,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,10.69999981,Common Stock,151101904,12.63157694,14.43849596,-17.05426259,80865.90164,-4747000,0,84265000,0,-221000,74594000,4.58,9.99,9.8922,9.6013,9.458,-1.29,13.23,,,
