EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3587 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20130124
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,2.819999933,REIT,10052736,-13.23077128,-22.73972988,-54.14634326,2717.465116,-11424000,240000,766000,1000,-12558000,57783000,-31.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.35,-22.87,,,20130131
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,24.67000008,Common Stock,912873856,-4.895915311,14.51679452,-27.43762692,157429.8226,105289000,0,1148094976,0,,2642312000,0.57,26.197,25.7383,24.5971,24.1961,-6.98,8.46,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.400000095,Common Stock,44293480,40.12738689,63.87337762,35.80247168,3628.517857,3389000,1311000,108017000,4000,,43299000,14.77,3.5003,3.2879,3.2634,3.2294,27.54,22.22,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,5.659999847,Common Stock,271252672,12.97404369,58.54341606,55.92285589,303650.1452,61826000,0,302727008,0,,1360423008,12.01,5.5825,5.1898,5.2345,4.3504,-2.08,7.60,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,7.380000114,Common Stock,1300959616,-21.82202921,-57.63490194,-76.17817875,10019531.16,-63021000,9487000,1601820032,2000,179596000,527156992,-16.8,8.8205,9.0864,9.9036,14.7775,4.38,-29.04,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2.220000029,Common Stock,184835872,-2.20264109,-29.74683645,-44.63840644,330313.0161,-55094000,0,51756000,0,,4081000,13.06,23.655,23.437,25.8315,31.4225,-7.11,-19.27,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,7.630000114,Common Stock,372237184,28.02013533,-31.56950336,-34.84201461,478726.9355,7542000,0,153971008,0,-4607000,155395000,5.77,7.1675,6.5228,7.8166,9.502,3.25,-14.65,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,13,REIT,1078186240,7.142742357,29.35606411,36.61498629,243803.7097,22053000,0,874595968,0,,158101000,5.77,12.97,12.2806,11.81,11.0813,0.15,15.59,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,19.54999924,Common Stock,1154550656,16.5772135,48.21834616,85.30804629,460752.8871,11623000,0,437804000,0,,633121984,-5.52,19.0135,17.5784,17.5391,15.4972,0.26,10.27,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,8.670000076,Common Stock,110557240,7.037032938,23.32858915,62.35954735,1356.44186,-6856000,0,93887000,0,0,72252000,26.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.77,4.46,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,11.72999954,Common Stock,113626168,39.14589701,83.28124012,,32706.75806,24857000,,105621000,,,172462000,13.55,10.049,8.815,8.0346,7.4601,14.44,55.98,,,
