EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3770 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20140623
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.059999943,Common Stock,62966788,-5.140192903,-6.235565489,-16.97341404,16310.31148,-9161000,0,68206000,0,,34299000,2.71,#N/A,#N/A,#N/A,#N/A,-0.98,-9.58,,,20140630
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,29.52000046,Common Stock,1098759808,0.831640208,0.052022093,16.37817764,255119.8889,-16695000,0,1135623936,0,,2116096992,-8.54,29.292,29.6068,29.3774,29.1131,0.99,1.11,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.639999866,Common Stock,46712640,-3.814262433,-2.109702731,-0.215058681,7624.916667,-24919000,1371000,83198000,4000,,38168000,-0.65,4.703,4.6924,4.623,4.7266,0.87,1.98,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,5.010000229,Common Stock,243553344,-5.113635799,-8.743161425,-10.69518521,173695.4286,9196000,0,316948992,0,,1395118976,-8.78,4.9995,4.9962,5.2216,5.2258,3.51,3.09,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,2.569999933,Common Stock,628910848,-7.220218378,-54.27046289,-58.5483869,4980484.571,-419351008,11384000,1257810944,,,528268000,-18.68,2.7055,3.3154,4.1587,4.8133,-5.86,-45.20,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2.960000038,Common Stock,306622272,2.777775018,-32.72727332,-6.624606722,924117.5714,-64613000,0,19760000,0,,8810000,-14.86,29.07,30.037,36.3655,37.3685,-4.52,-27.27,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,12.57999992,REIT,1260357632,0.479228944,8.606765763,1.075827445,297808.5714,16662000,0,1032401984,0,,232710000,-2.02,12.616,12.4466,12.3617,12.4641,-0.24,1.41,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,22.84000015,Common Stock,1392923136,-2.476515465,15.1790229,28.74859328,451974.8571,27415000,0,485908000,0,,678446016,-7.01,23.141,23.178,23.3974,22.921,-0.22,-7.57,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,14.39000034,Common Stock,184084208,6.909363318,11.03395294,10.69231033,11160.36508,28436000,0,126952000,0,-20546000,56207000,-7.92,13.9825,13.7256,13.651,13.3105,8.03,2.13,,,
