EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3847 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20140822
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.159999847,Common Stock,64517692,3.48258376,1.463413273,0.240957875,18202.70769,-7382000,0,70367000,0,,33692000,-1.92,4.1619,4.1169,4.1399,4.0719,-0.48,-2.80,,,20140829
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,28.97999954,Common Stock,1080058496,-0.923078488,0.43657093,2.938667299,133966.4308,-30538000,0,1137056000,0,,1974348960,-6.34,28.296,28.7336,29.1652,29.1444,1.33,-1.01,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.559999943,Common Stock,45907248,-2.143297301,-2.978720684,-5.197505259,8617.619048,-25727000,1604000,82146000,4000,,36481000,-0.44,4.5925,4.6147,4.6387,4.6349,0,-5.47,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,4.639999866,Common Stock,225566368,-0.215058681,-19.86183252,-12.45283586,135048.7077,9196000,0,316948992,0,,1395118976,-18.75,4.623,4.7526,4.8666,5.1322,-0.85,-12.12,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,1.789999962,Common Stock,438144736,-17.12963469,-65.70881161,-70.98865576,5937198.215,-432512008,8538000,1190336000,0,,508313000,-33.52,2.0205,2.154,2.8854,3.9534,-5.29,-35.38,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2.549999952,Common Stock,264150944,1.999998093,-44.92440844,-26.08695893,622382.2154,-64613000,0,19760000,0,,8810000,-10,23.48,26.222,28.5155,35.8645,11.84,-11.46,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,12.14999962,REIT,1217277056,-1.539712575,0.07524408,4.081741569,295004.4462,15634000,0,1012744000,0,,247474000,-7.65,12.185,12.369,12.3842,12.3176,-0.41,-1.47,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,23,Common Stock,1382291200,-6.389905227,-5.31083107,0,657180.8,28927000,0,472095008,0,,683119024,-9.91,21.8955,22.6574,23.0018,22.5098,3.84,-1.79,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,14,Common Stock,179082704,6.462352325,5.108679312,14.06680724,9554.415385,28964000,0,130254000,0,-18875000,54652000,1,13.6225,13.702,13.7152,13.4131,-1.69,4.41,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,4.599999905,Common Stock,29126716,-8.000001907,-18.22222175,2.222216041,12542.85,-6198552,1088184,11957681,279,,77143821,-20.65,4.8564,5.0978,5.2204,5.5181,1.77,-24.59,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,13.21000004,Common Stock,182327216,-7.16795177,-38.64375468,-14.38755815,44791.41538,-12029000,,168776992,0,0,367760000,-1.67,13.41,14.6992,15.3888,17.5945,-0.08,-18.81,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,9.699999809,Common Stock,138837936,-2.21774461,-9.345794559,2.212856093,92824.95385,-8297000,0,81760000,0,-198000,72980000,4.12,9.6005,9.8226,9.9378,9.971,1.04,-1.72,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",61.09000015,Common Stock,9386781696,-0.179739557,17.12039941,39.18888358,316871.5385,216000000,0,4770999808,0,,4349000064,-0.93,59.6925,60.6596,59.1469,54.7172,0,-0.11,,,
9876547D US Equity,487169104,US4871691048,B034L83,,,,15.64999962,Common Stock,1052744192,3.917657254,24.4038133,57.12850962,39008.32308,10188000,0,494676000,0,,103942000,-14.82,15.5975,15.341,14.8261,13.4751,-0.45,10.06,,,
XPL US Equity,8342EP107,US8342EP1070,B021PD8,Materials,Metals & Mining,Precious Metals & Minerals,1.5,Common Stock,58871532,-3.838449299,-3.846150319,44.23077452,29613.52308,-1645000,0,8715000,0,,300000,-20,1.4823,1.4433,1.3016,1.196,-1.32,25.00,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,2.75999999,Common Stock,279100608,13.11475105,-15.85365809,57.71428517,281486.8769,-43512000,0,3452000,0,,17005000,-2.9,2.7075,2.6222,2.7244,2.9374,2.22,22.12,,,
MWV US Equity,583334107,US5833341077,2840044,Materials,Containers & Packaging,Paper Packaging,43,Common Stock,7244725760,0.415907197,16.29139591,25.17441121,990783.7846,398000000,0,3532999936,0,,5539000064,-4.79,42.4935,43.2096,41.7979,38.9857,0.82,6.58,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,33.86999893,Common Stock,780223232,5.08842511,13.84873591,88.16666073,168464.7231,3743000,0,245996992,0,,678772000,-8.53,33.828,33.4704,32.9898,30.2525,1.35,-1.54,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,50.13000107,Common Stock,2960749824,4.611859315,7.092500742,47.78892622,506161.9231,95532000,,688356992,0,,959898992,10.93,48.9375,48.674,47.1315,45.522,-0.18,8.20,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,39.18999863,Common Stock,1210623488,-7.176699447,-16.24279149,-7.352247438,477787.7846,64922000,0,575664000,0,,1142952992,13.27,38.892,41.5324,43.1678,45.7246,2.06,-8.82,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,13,Common Stock,108852720,0.295565922,-0.016121819,28.40392129,3205.138462,9318000,696000,102855000,,-10970000,63931000,2.31,12.9922,13.1877,13.2458,13.1777,-0.15,-1.95,,,
EPAX US Equity,23177108,US0231771082,2845845,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",3.915499926,Common Stock,66720088,-9.363431249,-0.873420801,9.985954734,13896.87692,-18846000,0,45669000,0,,47929000,-5.5,4.0769,4.2351,4.1213,4.2205,1.7,-3.56,,,
MACK US Equity,590328100,US5903281005,B72XX62,Health Care,Biotechnology,Biotechnology,6.980000019,Common Stock,730021376,18.00507293,40.16064242,107.7381023,1551014.354,-118155000,0,-77112000,0,,55528000,25.79,6.647,6.612,6.561,5.7738,5.92,-10.17,,,
CVGW US Equity,128246105,US1282461052,2859200,Consumer Staples,Food Products,Packaged Foods & Meats,38.95000076,Common Stock,613867776,12.47473162,25.0802875,57.08637768,67844.50769,21758000,0,141571008,0,,748674992,15.89,37.562,35.6298,33.9385,32.6202,4.06,24.56,,,
SBRA US Equity,78573L106,US78573L1061,B5NLBP6,Financials,Real Estate Investment Trusts (REITs),Health Care REITs,28.47999954,REIT,1346054528,2.123370141,2.750964373,33.41673034,345006.4154,32295000,10260000,655779968,58000,0,154306000,-14.61,27.9213,28.2223,28.7045,27.9214,1.75,-1.40,,,
SYRX US Equity,87184N203,US87184N2036,BLM80G4,Information Technology,IT Services,IT Consulting & Other Services,3.720000029,Common Stock,73024856,-4.615386214,-41.87500042,54.99999503,35340.53846,-5852262,0,34310596,,,63885680,9.95,3.8408,3.8481,4.4103,5.4921,0.27,3.33,,,
LPDX US Equity,53630M108,US53630M1080,2857572,,,,2.829999924,Common Stock,43232468,-9.294870913,-31.97115318,-42.94355036,21781.50769,-13342000,0,42415000,0,,46509000,83.04,2.943,3.1708,3.1794,3.6257,-3.58,-10.44,,,
ARO US Equity,7865108,US0078651082,2872092,Consumer Discretionary,Specialty Retail,Apparel Retail,4.190000057,Common Stock,329503168,31.76100532,-42.91553174,-49.88038003,3489487.969,-236530000,0,152500992,0,,1976607968,-21.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,
RGC US Equity,758766109,US7587661098,2866824,Consumer Discretionary,Media,Movies & Entertainment,21.04999924,Common Stock,3287481344,6.25946393,15.69220172,22.14380265,960930,131600000,0,-748300032,0,,3050200064,-4.56,20.8285,20.657,20.0221,19.6492,-0.66,7.89,,,
