EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3610 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20120124
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,6.130000114,REIT,18370998,26.39175742,-63.42482082,-66.41095828,3114.44,-23902000,240000,-10038000,1000,-10916000,84020000,-2.61,6.0592,7.4176,10.7314,14.0585,0.33,-48.62,,,20120131
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,35.13999939,Common Stock,1296286464,12.48399375,-12.7636117,-10.6467039,218440.6774,136843000,0,1068372992,0,,2886060032,-2.22,33.9335,32.9008,33.1413,37.3937,2.75,1.32,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,3.24000001,Common Stock,32616108,31.70731542,-0.613496349,-35.19999981,4269.428571,1219000,1450000,105930000,4000,,47011000,10.8,2.8671,2.6432,2.6588,3.2288,-9.75,11.72,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.630000114,Common Stock,172633360,21.00000381,-26.66666153,-42.01277984,289241.5161,22004000,0,227768000,0,,1266057024,3.03,3.2735,2.9036,2.8171,4.3405,4.01,40.15,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,30.97999954,Common Stock,2599101184,29.19099305,-51.31227562,-33.81756327,4119895.984,88362000,8064000,856790016,2000,,285628000,-16.04,28.5115,28.7442,34.1557,46.5917,7.16,-19.05,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,4.010000229,Common Stock,290824032,28.52565308,-10.4910667,-17.31958128,292888.1129,-43141000,0,45619000,0,,5237000,-3.99,38.655,36.734,41.723,44.395,-1.23,-24.34,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,11.71000004,Common Stock,555559872,31.72103021,-19.62937348,,280013,11502000,3449000,132450000,0,,128367000,2.39,10.615,9.4738,10.0481,#N/A N/A,1.3,7.23,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.18999958,REIT,845132096,4.31600042,-16.40900389,-27.63175912,386817.0323,20843000,0,932000000,0,,143601000,1.47,9.9385,10.231,11.0259,11.9554,0.19,-18.27,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,10.55000019,Common Stock,616980928,14.05405612,-16.73243783,-46.25572775,600920.629,-69040000,0,416958016,0,,528437000,36.78,10.196,9.7234,10.0058,11.6358,-0.28,-1.03,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,5.599999905,Common Stock,71267840,9.589036366,-46.1538451,-53.33333413,4136.906977,-53716000,0,105369000,0,0,69389000,4.46,5.123,6.1166,#N/A N/A,#N/A N/A,11.78,-31.87,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,7.789999962,Common Stock,108344880,4.563760554,-3.945742397,-4.767730181,62363.17742,-10454000,0,91333000,0,144000,56964000,24.01,7.9995,7.6335,7.4814,7.9178,-5,10.50,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",42.61999893,Common Stock,7039059456,13.23060474,9.873673436,-12.28648117,281057.6774,55000000,0,4776000000,0,,3626000000,-1.78,40.0225,37.286,35.6455,37.7197,4.44,14.60,,,
MITI US Equity,59509C105,US59509C1053,B14PWM3,,,,10.93000031,Common Stock,1006181888,52.01669288,93.10955123,69.98445718,2273670.081,-56186000,0,139900992,0,,26381000,0.55,8.792,7.4236,6.4804,6.0791,33.46,66.36,,,
9876547D US Equity,487169104,US4871691048,B034L83,,,,9.229999542,Common Stock,621150336,-2.842110082,-0.41049032,1.171280963,27458.51613,8590000,0,491455008,0,,107880000,3.68,9.5095,9.543,9.4074,9.2774,-3.55,-4.63,,,
XPL US Equity,8342EP107,US8342EP1070,B021PD8,Materials,Metals & Mining,Precious Metals & Minerals,1.570000052,Common Stock,53686148,9.790217485,-44.12811087,-55.14285564,60822.70968,-6951000,0,19006000,0,3123000,,-2.55,1.6377,1.5122,1.641,2.1829,-12.78,-11.30,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,3.430000067,Common Stock,288913024,0.292397375,-4.189940228,-15.30864432,204956.9032,-29512000,0,43666000,0,,0,16.62,3.326,3.3164,3.2089,3.546,-1.44,8.20,,,
MWV US Equity,583334107,US5833341077,2840044,Materials,Containers & Packaging,Paper Packaging,29.44000053,Common Stock,5026603520,-0.868114236,-3.812040294,7.136398236,1303858.194,271000000,0,3192999936,0,,6060000000,3.19,27.2017,26.3855,25.1922,26.5205,-5.33,7.32,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,7.119999886,Common Stock,92324600,3.488368708,14.65378167,8.868500414,61400.56452,-14224000,0,-7762000,0,,478320000,6.04,6.9142,7.1449,6.8963,6.8446,-0.56,9.88,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,28.28000069,Common Stock,1098921216,2.686999806,-16.87242708,-17.93383216,143823.3226,36172000,14632000,121201000,285542016,,757524000,0.64,27.8475,27.6874,27.75,30.2969,-1.36,-5.10,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,42.74000168,Common Stock,1247849856,7.171515882,-1.882460213,34.69903024,267796.0645,41414000,0,345103008,0,0,822006000,2.29,42.237,39.5296,39.1255,40.4824,-2.2,13.34,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,10.27000046,Common Stock,100968480,1.783947497,-4.149250598,-1.583456488,9604.578947,8141000,0,98896000,0,-5595000,52880000,0.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.69,6.60,,,
EPAX US Equity,23177108,US0231771082,2845845,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",4.510000229,Common Stock,78892080,0,-45.83463811,-57.68377917,96792.45161,4034000,0,86021000,0,,69270000,19.96,4.46,4.4102,5.025,6.8808,-0.44,-7.76,,,
CVGW US Equity,128246105,US1282461052,2859200,Consumer Staples,Food Products,Packaged Foods & Meats,27.20000076,Common Stock,401754880,5.919004827,34.31666041,20.29139472,63722.54839,10954000,0,95780000,0,,522528984,4.93,26.963,26.0956,23.6074,22.0267,-0.91,23.01,,,
PNCLQ US Equity,723443107,US7234431077,2170848,,,,1.409999967,Common Stock,26970058,71.95121694,-64.66165506,-80.44382858,192158.2258,-13063000,0,112316000,0,,1229682016,-9.93,0.9004,1.2815,2.049,3.2236,83.59,-44.05,,,
