EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3600 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20120622
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,3.900000095,REIT,13953420,-2.499997616,-19.08713783,-76.90941246,3136.421053,-16808000,240000,-5251000,1000,-11761000,65943000,-8.97,3.986,4.3756,5.0576,8.2695,0,-28.57,,,20120629
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,23.44000053,Common Stock,865203200,6.14580574,-24.80493927,-45.7446225,292961.0469,127045000,0,1110807040,0,,2845627008,-6.44,22.841,24.6278,29.3503,31.3221,2.99,-31.37,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,3.119999886,Common Stock,31408104,20.46332004,33.33333333,1.628662977,3665.925926,1244000,1450000,106047000,4000,,45906000,-13.94,3.0546,3.2505,3.368,2.9928,4.7,-21.61,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.069999933,Common Stock,147050848,-2.848106017,0.65573709,-48.22934195,212698.7188,63467000,0,280967008,0,,1320947008,16.29,3.1,3.1642,3.298,3.0803,0.99,-9.97,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,21.54999924,Common Stock,2077329408,3.060733593,-8.141517144,-62.20624506,2924825.703,115765000,11859000,1232935040,2000,,455040000,-19.16,20.776,22.9146,26.2177,29.5647,-1.24,-36.30,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.380000114,Common Stock,271533984,-17.15685839,7.987220155,-29.8755188,341588.9375,-47986000,0,56095000,0,,4988000,-6.51,43.24,41.544,39.6325,40.5723,-23.7,-16.75,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,12.11999989,Common Stock,582870144,17.10144385,38.83162109,-29.45285407,353014.7188,7944000,354000,145195008,0,,142851000,-8,11.5635,11.5242,11.6105,10.7915,1.17,1.25,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.57999992,REIT,877477696,4.960317498,9.059309726,-11.39341921,234428.3125,22298000,0,911347008,0,,153551000,-0.19,10.1275,10.0658,10.2621,10.6025,3.52,1.72,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,13.44999981,Common Stock,784414784,16.75346593,45.5627721,1.893939421,492194.375,437000,0,421020992,0,,597602992,-1.93,12.1215,12.1542,12.757,11.4223,2.59,2.20,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,7.5,Common Stock,95580000,15.38461538,48.51484588,-27.88461274,3440.928571,-17907000,0,102400000,0,,66633000,-8,7.005,6.2541,5.8597,#N/A N/A,2.6,36.36,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,6.880000114,Common Stock,66068636,0.584794751,,,,22170000,9523000,-14940000,68670000,,160003000,-6.98,6.9865,7.2006,#N/A N/A,#N/A N/A,-8.75,#N/A N/A,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,7.195000172,Common Stock,100968872,2.785716738,2.932766914,-15.05312934,34285.01563,-11473000,0,87749000,0,19000,64396000,-5.21,6.8273,7.5279,8.2109,7.8491,6.59,-15.85,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",37.15999985,Common Stock,6150715904,-2.030056556,-1.874832597,-7.447077372,464200.4219,111000000,0,4854000128,0,,3781000000,-4.33,36.392,38.2304,39.9454,38.0814,1.67,-13.01,,,
9876547D US Equity,487169104,US4871691048,B034L83,,,,9.68999958,Common Stock,648956736,4.081623455,2.623173962,7.022557839,24760.73438,7769000,0,486196992,0,,104172000,0.31,9.5335,9.4774,9.5472,9.5102,2.11,-0.62,,,
XPL US Equity,8342EP107,US8342EP1070,B021PD8,Materials,Metals & Mining,Precious Metals & Minerals,1.320000052,Common Stock,45183600,23.36448484,-2.941173635,-52.85714018,64056.57813,-7136000,,11526000,,,,-6.06,1.1689,1.1936,1.3297,1.4734,5.6,-4.34,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,4.489999771,Common Stock,397889440,12.24999428,30.52324699,5.647053438,288461.8281,-36287000,0,39317000,0,,0,-19.38,4.2323,4.0121,3.9056,3.5668,1.58,14.25,,,
MWV US Equity,583334107,US5833341077,2840044,Materials,Containers & Packaging,Paper Packaging,28.75,Common Stock,4971323392,2.022710038,9.366137239,2.129859732,1236221.219,249000000,0,3231000064,0,,6115000064,-0.35,27.861,27.8996,27.6784,26.5149,2.02,3.09,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,14.64999962,Common Stock,259466496,3.023905369,114.1812762,109.8853808,315548.5469,12081000,0,-1930000,0,,517078000,-5.12,13.6653,14.0035,12.2939,9.6038,9.33,5.02,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,29.51000023,Common Stock,1155089280,-0.539264735,8.692451726,-18.83938467,176834.5938,50699000,14985000,161840000,285542016,,802951008,-5.42,28.5425,29.3178,29.3705,28.5744,2.39,-8.89,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,54.93000031,Common Stock,1617111808,8.471565891,37.29068385,20.61923408,460633.2969,51536000,0,378248992,0,,887785008,-0.02,51.739,50.3408,47.0638,43.1551,1.42,24.25,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,10.36999989,Common Stock,95987832,1.269532396,6.649751674,-3.253587358,18129.625,5718000,0,98763000,,-10659000,55570000,1.93,10.1405,10.2626,10.2315,10.0362,1.17,4.94,,,
EPAX US Equity,23177108,US0231771082,2845845,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",5.440000057,Common Stock,95611816,6.876225818,23.98712254,-34.44771304,104917.5156,3779000,0,69250000,0,,67241000,0.37,5.114,5.124,5.2698,5.1051,7.09,2.90,,,
MACK US Equity,590328100,US5903281005,B72XX62,Health Care,Biotechnology,Biotechnology,7.28000021,Common Stock,679224000,4.899137605,,,154271.0469,-89543000,,-312287008,268224992,,39098000,9.48,6.875,7.1214,#N/A N/A,#N/A N/A,4,17.61,,,
CVGW US Equity,128246105,US1282461052,2859200,Consumer Staples,Food Products,Packaged Foods & Meats,25.57999992,Common Stock,378261696,-8.838202386,-0.660194471,26.01210005,58588.15625,11477000,0,100959000,0,,568875984,5.47,24.5675,26.8486,27.0613,25.5393,4.07,-4.48,,,
