EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3643 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20120323
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,5.460000038,REIT,19534788,-8.695651827,-58.35240136,-71.95667695,3136.660377,-17529000,240000,-7648000,1000,-12123000,69350000,-8.61,5.672,5.9354,7.5099,11.8163,3.41,12.58,,,20120330
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,34.45999908,Common Stock,1273758720,3.394438025,11.93435519,-16.2864494,191001.1935,133306000,0,1089256960,0,,2869982016,-8.82,34.052,34.7548,33.7226,35.5449,0.94,11.01,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,3.980000019,Common Stock,40065464,12.74787681,58.57363117,-8.924482304,2736.254237,1219000,1450000,105926000,4000,-11408000,47011000,-5.33,3.6968,3.434,2.9921,3.0351,6.42,61.79,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.410000086,Common Stock,163336608,-3.672312922,36.40000343,-57.69230883,227436.7419,68343000,0,280193984,0,,1283167008,0.59,3.3055,3.499,3.1135,3.4654,3.96,13.67,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,33.83000183,Common Stock,2838194944,36.96356594,2.920605203,-42.97994137,4399724.71,118334000,9013000,845228032,2000,,396831000,-20.01,29.589,28.7056,29.2397,39.1177,13.07,41.08,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,4.059999943,Common Stock,299888224,9.433959597,-3.333330306,-30.83475261,239092.5806,-45633000,0,68447000,0,,4387000,5.42,35.4,37.437,37.6505,41.5702,15.67,30.13,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,11.97000027,Common Stock,573373824,-0.828495694,11.03896627,,432843.8548,7971000,1594000,140256992,0,,134939000,6.77,11.219,11.4888,10.226,11.8565,-2.68,34.65,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.60000038,REIT,879136448,2.812802619,-3.050925176,-19.56895817,329326.5968,21385000,0,921366976,0,0,147526000,-3.19,10.602,10.4558,10.4343,11.367,-0.75,8.51,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,13.15999985,Common Stock,760800640,-7.8431366,36.94069009,-11.44010665,665986.1774,-15494000,0,418612992,0,127729000,578271992,-4.18,13.5275,12.8626,11.357,11.2587,-2.66,42.27,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,5.5,Common Stock,70092000,-4.181180848,-42.10526316,-54.16666667,1062.775,-23400000,0,103482000,0,-36896000,67244000,-0.36,5.6296,5.3598,6.8226,#N/A N/A,-1.79,7.63,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,8.550000191,Common Stock,119308408,-8.556151423,20.08427427,-1.384081713,51080.06452,-10061000,0,91567000,0,32000,60290000,2.92,9.1438,8.7733,8.1609,7.9767,-3.72,14.77,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",42.72000122,Common Stock,7093468160,3.163490408,36.18106496,-0.858665423,449675.6613,111000000,0,4817999872,0,-192000000,3698000000,0.73,41.3915,41.905,39.1404,37.4864,2.5,13.50,,,
