EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3606 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20120724
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,3.549999952,REIT,12701190,-8.974362423,-42.08809321,-78.81861633,1502.92,-16808000,240000,-5251000,1000,-11761000,65943000,12.68,3.753,4.0879,4.7133,7.4435,-2.74,-28.86,,,20120731
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,21.93000031,Common Stock,809467008,-6.441980352,-36.63604244,-44.72357194,288898.4219,127045000,0,1110807040,0,,2845627008,2.14,22.4605,22.579,26.7723,30.2906,4.63,-29.58,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,2.684999943,Common Stock,27029090,-13.94230637,-17.63803832,-17.63803832,4289.375,3187000,1087000,106866000,4000,,45316000,17.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-2.01,-28.74,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.569999933,Common Stock,171000496,16.28664531,-1.652897502,-27.87878645,197595.5156,63467000,0,280967008,0,,1320947008,32.49,3.4835,3.251,3.2815,3.1607,2.29,4.08,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,17.42000008,Common Stock,1679214848,-19.16472996,-43.77017323,-72.62297692,2652413.109,115765000,11859000,1232935040,2000,,455040000,-33.93,19.1115,20.0688,24.6708,27.5894,2.11,-35.62,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.160000086,Common Stock,253860192,-6.508876366,-21.19700984,-29.4642841,342725.2656,-52302000,0,43745000,0,,5519000,-5.38,33.4725,38.727,38.8735,39.4525,0,-26.17,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,11.14999962,Common Stock,536221312,-8.003302609,-4.782240972,-23.47289051,363838.0625,7944000,354000,145195008,0,,142851000,-13.99,11.7853,11.4537,11.6698,10.8741,-0.89,-12.75,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.36999989,REIT,860060864,-0.18556613,5.611582446,-11.71822623,240476.3281,22298000,0,911347008,0,,153551000,7.23,10.6505,10.305,10.3215,10.5044,0.1,4.87,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,13.18999958,Common Stock,769251392,-1.933087231,25.02369044,4.104179171,414597.5625,437000,0,421020992,0,,597602992,29.42,13.3715,12.529,12.7296,11.7755,3.05,4.60,,,
