EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3818 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20150220
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.050000191,Common Stock,62811696,10.95890644,-2.173905281,1.250004768,13793.76271,1327000,0,72336000,0,,34574000,2.47,3.8551,3.9253,3.9733,4.0415,4.38,2.02,,,20150227
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,33.09999847,Common Stock,1238066560,5.012683989,15.95733159,16.62191305,154268.5645,47294000,0,1154779008,0,,1773980992,3.19,33.7515,31.9586,30.3642,29.618,-1.46,10.66,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.5,Common Stock,45303204,2.974831072,0.919486171,0.896860124,3600.433333,2909000,1545000,83810000,3500000,,36494000,10,4.4742,4.4938,4.5569,4.5887,2.04,-4.26,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.640000105,Common Stock,177126192,-3.191486326,-21.04121476,-37.56431985,161014.6452,-12562000,0,299748000,0,,1320774016,21.98,3.6355,3.7848,3.9969,4.3273,-0.27,-17.27,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.950000048,Common Stock,508893824,-15.05376416,60.56910514,-13.37719085,1265707.274,-72021000,0,-19931000,0,,14712000,1.52,41.185,39.494,35.8845,31.1172,-0.5,26.20,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,12.63000011,REIT,1265366912,-3.514133176,7.353532516,9.264731166,351331.5484,12208000,0,979646976,0,0,249683000,1.5,12.8395,12.7686,12.3408,12.2897,-0.39,6.61,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,19.20999908,Common Stock,1156587392,3.057938377,-15.78255355,-23.34397648,582487.4355,-20390000,0,446487008,0,116607000,720229008,-2.03,19.1775,19.1615,19.8224,21.2068,-2.64,-0.67,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,16.63999939,Common Stock,212884560,-3.411744021,21.45089914,26.39565894,10960.67742,9355000,0,133044000,0,-18109000,53188000,14.18,17.002,17.0084,16.1852,14.9982,-2.29,6.49,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,3.724812508,Common Stock,24185488,3.755225534,-16.85686402,-32.27613586,8009.16129,-3696525,1419705,12423091,269,,84818525,10.97,3.6335,3.5458,3.527,4.3022,3.15,5.82,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,6.150000095,Common Stock,84949728,-16.32652823,-53.19634753,-71.46171548,30891.03226,-10231000,0,180287008,0,,346609000,-29.76,7.2455,7.3478,9.6772,12.1752,-14.58,-41.76,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,12.85000038,Common Stock,184987936,-4.814811989,33.16063098,17.13764876,48377.66129,-10612000,0,80508000,0,-124000,78138000,0.54,12.7955,12.1752,11.2136,10.5286,2.15,26.73,,,
