EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3799 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20150824
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,5.300000191,Common Stock,82198024,17.25664188,30.86419608,27.40385541,72929.21538,6917000,0,78080000,0,,35408000,-1.07,5.8025,5.0494,4.6415,4.3228,-11.52,21.56,,,20150831
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,27.38999939,Common Stock,1028575872,-8.118081582,-16.12196593,-2.837951886,160188.4154,54160000,0,1168428032,0,,1613274976,-5.66,28.3095,29.137,29.5273,30.6995,2.78,-3.13,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.849999905,Common Stock,48931060,-1.622716562,7.777775659,6.359648366,8194.583333,4848000,2106000,81645000,3500000,,37344000,-2.31,4.8953,4.8768,4.822,4.6919,-1.22,3.19,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.380000114,Common Stock,165775872,-25.22123609,-7.142856675,-27.15516785,264998.7077,-80683000,0,218175008,0,,1343107008,-8.58,3.5825,4.2462,4.3839,4.179,7.99,-27.00,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,1.220000029,Common Stock,160082368,-30.68181618,-69.1139237,-52.15686073,1191787.508,-80017000,0,4228000,0,,16250000,-20.98,13.485,17.382,23.917,30.361,-4.69,-50.31,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.40999985,REIT,1042950912,-11.55480508,-14.97194065,-8.869627115,336233.5846,21358000,0,955545984,0,,244419000,1.22,11.2235,11.4714,11.6835,12.1311,-2.07,-8.89,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,21.12000084,Common Stock,1267246080,-9.356216606,9.942747766,-8.173909395,740253.2154,-24997000,0,455328000,0,,749951984,-5.38,21.0975,21.6656,21.26,20.2073,3.68,1.20,,,
PLMT US Equity,697062206,US6970622063,2166591,,,,19.25,Common Stock,246658768,-2.728655334,16.6637717,39.76627908,29289.90769,10072000,0,136666000,0,-14037000,53491000,#N/A N/A,19.6085,19.8108,19.2022,18.1639,0.36,4.81,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,2.119999886,Common Stock,17450920,-31.61290481,-43.08438663,-53.91304501,17189,-6516116,1668007,8767772,242,,96333534,-13.76,2.579,2.5061,3.0075,3.3329,-12.4,-30.49,,,
