EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3636 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20120423
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,4.989999771,REIT,17853222,-8.608063439,-58.1722389,-70.71596536,4239.75,-17529000,240000,-7648000,1000,-12123000,69350000,-18.84,4.8248,5.3387,6.0394,10.5342,7.54,-18.60,,,20120430
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,31.42000008,Common Stock,1161565952,-8.821819759,-8.834800512,-26.34970228,185386.5968,133306000,0,1089256960,0,,2869982016,-30.62,32.3695,33.4938,33.6555,34.3212,0.22,-10.02,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,3.767999887,Common Stock,37931324,-2.635658943,40.07434228,-19.14163067,2516.741379,1244000,1088000,106051000,4000,-11408000,45907000,-14.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.89,16.30,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.430000067,Common Stock,164294592,0.58650969,32.4324394,-59.06921217,220142.5484,63467000,0,280967008,0,,1320947008,-9.62,3.3955,3.4032,3.3154,3.2342,5.86,-5.51,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,27.05999947,Common Stock,2608470272,-20.01182973,-29.29187577,-63.08322191,4178425.435,118334000,9013000,845228032,2000,,396831000,-27.27,31.263,29.6968,28.9003,36.7532,-5.52,-12.65,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,4.28000021,Common Stock,317496832,5.418725865,-19.24528197,-23.15978316,252955.629,-47986000,0,56095000,0,,4988000,-2.57,41.585,38.338,37.3765,40.9278,1.42,6.73,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,12.77999973,Common Stock,615450304,6.766912681,17.03296377,-20.02503067,425988.3387,7971000,1594000,140256992,0,,134939000,-19.64,12.33,11.787,10.9818,11.444,4.93,9.14,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.06999969,REIT,835179648,-3.187757457,-17.69385133,-23.77609475,265305.8065,21385000,0,921366976,0,0,147526000,-3.08,10.246,10.4212,10.3141,11.0974,2.62,0.71,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,12.60999966,Common Stock,735425280,-4.179332805,18.2926814,-21.28589703,671499.2258,-15494000,0,418612992,0,127729000,578271992,-10.23,12.961,13.374,11.9029,11.2146,-3.45,19.53,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,5.480000019,Common Stock,69837120,-0.363636017,-33.33333527,-50.18181801,1642.864865,-17907000,0,102400000,0,,66633000,#N/A N/A,5.532,5.469,6.2662,#N/A N/A,-1.26,-2.14,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,7.840000153,Common Stock,75287520,,,,,16260000,9151000,-10023000,66161000,3721000,152769000,-12.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.76,#N/A N/A,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,8.800000191,Common Stock,122796960,2.923976543,24.82269436,-0.452488248,45065.56452,-10061000,0,91567000,0,32000,60290000,-21.48,8.654,9.0029,8.3648,8.0044,-0.9,12.97,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",43.02999878,Common Stock,7144942080,0.725649695,15.703147,-2.888744198,489389.5806,111000000,0,4817999872,0,-192000000,3698000000,-14.04,41.632,41.5782,40.493,37.5879,3.16,0.96,,,
9876547D US Equity,487169104,US4871691048,B034L83,,,,9.699999809,Common Stock,649626496,-0.512822469,0.732122929,3.55071302,16062.06452,9065000,0,486569984,0,,106919000,-4.54,9.6485,9.658,9.6171,9.3957,2.43,5.62,,,
XPL US Equity,8342EP107,US8342EP1070,B021PD8,Materials,Metals & Mining,Precious Metals & Minerals,1.292187452,Common Stock,44199276,-6.354741979,-26.9950584,-51.96329276,49166.58065,-6968000,0,15853000,0,58000,,-22.61,1.3445,1.4208,1.485,1.7411,-0.52,-17.70,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,3.74000001,Common Stock,315485088,-4.834606972,17.98107002,-15.00000163,665691.7903,-24346000,0,34807000,0,0,0,9.36,3.771,3.9128,3.6012,3.3631,2.19,9.04,,,
MWV US Equity,583334107,US5833341077,2840044,Materials,Containers & Packaging,Paper Packaging,28.33991901,Common Stock,5484126208,0.728077053,15.99568555,-3.142366762,1094186.419,248000000,0,3231000064,0,934000000,6115000064,-2.11,27.924,27.6735,27.1703,25.9693,0.98,8.08,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,13.32999992,Common Stock,226168800,-4.444443685,105.7098748,83.60880859,180617.6129,-9424000,0,-5625000,0,0,482500000,6.08,13.3915,11.374,9.2445,7.9689,4.55,87.22,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,30.23999977,Common Stock,1179045504,-6.637850136,1.476511897,-11.65644121,210406.9355,40624000,14790000,141424992,285542016,4116000,782648000,-5.03,30.709,29.5848,28.7954,28.6653,-0.07,6.93,,,
