EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3584 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20130321
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.422500134,Common Stock,11628522,7.865859424,92.28261849,88.19150268,24439.56667,-6667000,0,40260000,0,-833000,43601000,12.83,4.4115,3.7414,2.9327,2.6021,-4.69,120.02,,,20130328
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,26.87000084,Common Stock,995331968,9.22502472,13.87095357,-18.92738701,209089.2295,95019000,0,1165228032,0,,2582294976,-0.67,25.8096,25.6474,25.5485,24.0913,1.86,4.47,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,5.300000191,Common Stock,53353508,4.950494863,67.19243102,40.95745224,7331.344828,3389000,1311000,108017000,4000,,43299000,-20.19,5.4236,4.5905,3.9223,3.4745,-6.85,68.79,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,6.690000057,Common Stock,322685472,5.520503095,30.91976287,100.9009072,373758.6066,12575000,0,306804992,0,,1386732000,-29.3,6.474,6.1382,5.5784,4.9439,3.4,33.53,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,5.199999809,Common Stock,980624448,-15.30944752,-54.78261035,-83.50777134,9274381.852,-442968008,11385000,1237068032,2000,165132000,528511000,12.31,5.9165,6.8164,7.9348,11.2313,-10.96,-44.92,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,2.180000067,Common Stock,195851648,-13.14740737,-30.12820043,-46.0396018,662634.0492,-56884000,0,40245000,0,,3868000,-9.17,23.525,23.596,23.8385,28.082,-1.8,-3.96,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,8.850000381,Common Stock,434783712,9.665436383,-13.48972847,-26.79900521,365749.7377,7582000,0,158410000,0,,162824000,-12.2,8.6293,7.8863,7.1278,8.8241,3.75,48.49,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,14.61999989,REIT,1212544768,6.327271895,36.27680798,43.89563697,235141.0164,22757000,0,864748992,0,0,163427000,5.78,14.221,13.6086,12.7229,11.8047,2.81,20.49,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,19.25,Common Stock,1144622336,4.223068303,8.146072051,47.62269982,453745.1967,-6878000,0,433623008,0,122071000,640120992,-2.7,19.184,19.2732,18.1032,16.878,-1.48,14.79,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,11.60000038,Common Stock,148044992,5.937287054,36.47259857,114.8148181,1568.325,-1864000,0,98380000,0,0,72420000,15.63,10.6872,9.5005,8.8106,#N/A N/A,3.57,39.26,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,16.26000023,Common Stock,158157760,22.07207659,122.4350254,,44723.67213,15636000,,104352000,0,5881000,180824000,21.83,14.3808,12.7577,10.4795,8.6441,3.04,92.88,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,13,Common Stock,189243600,0.775196779,74.26273369,43.64640581,122617.3115,-6548000,0,90774000,0,-141000,77277000,-14.54,12.6225,11.8799,10.3885,8.8059,3.09,44.44,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",43.22999954,Common Stock,7143861248,5.20807832,7.671227645,0.933919435,307278.7541,87000000,0,4821000192,0,-103000000,3949000000,-1.27,42.4385,41.356,39.129,38.3477,1.62,12.08,,,
9876547D US Equity,487169104,US4871691048,B034L83,,,,10.19999981,Common Stock,680863232,2.102102532,4.72279311,3.341883901,39656.37705,5427000,0,491787008,0,,98636000,-3.43,10.3115,10.229,9.7833,9.7424,-1.73,4.62,,,
XPL US Equity,8342EP107,US8342EP1070,B021PD8,Materials,Metals & Mining,Precious Metals & Minerals,1.600000024,Common Stock,55168000,3.225811165,-13.51351334,21.2121182,18968.61667,-3598000,,8688000,0,,,-24.38,1.5224,1.6094,1.601,1.5032,5.37,-4.76,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,2,Common Stock,199628608,22.32415973,-28.31541121,-49.87468684,434453.9672,-38048000,0,61777000,0,0,3307000,-11.5,1.9625,1.9546,1.762,2.5497,-1.96,39.86,,,
MWV US Equity,583334107,US5833341077,2840044,Materials,Containers & Packaging,Paper Packaging,36.29999924,Common Stock,6376708608,1.652198733,20.5972767,33.82979427,1211113.262,214000000,0,3360000000,0,1026000000,5566000128,-4.33,36.671,34.4202,32.6158,30.8615,-1.28,14.80,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,18.12000084,Common Stock,322299488,15.70881875,60.63830912,34.22222844,152079.0656,94506000,0,149434000,0,0,541153008,-3.09,16.9013,16.4653,15.5188,14.339,-0.71,20.80,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,36.54999924,Common Stock,1917851648,6.965177628,33.19970308,19.28851164,408415.5574,58804000,15472000,144430000,365913984,-81000,839542000,-9.6,35.1955,34.6032,31.3317,29.7213,4.67,24.49,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,48.84999847,Common Stock,1474156288,-7.04091497,-16.23799943,9.676689425,483322.9836,60825000,0,447417984,0,-10471000,950902000,0.61,51.0405,56.8386,57.1514,56.6288,-1.85,-14.84,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,9.720000267,Common Stock,82363392,0.51706505,-5.348216988,2.27615489,6011.894737,-2062000,0,91581000,0,-10053000,55004000,7.22,9.8714,9.7254,9.5387,9.9323,-1.82,4.13,,,
EPAX US Equity,23177108,US0231771082,2845845,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",4.309999943,Common Stock,73393696,-4.222223494,-9.076756264,-8.669524754,27056.85246,1744000,0,65123000,0,,58052000,-22.27,4.418,4.6346,4.6151,4.9581,-0.69,2.53,,,
MACK US Equity,590328100,US5903281005,B72XX62,Health Care,Biotechnology,Biotechnology,6.099999905,Common Stock,584996096,-4.68750291,-34.96801887,-12.85714422,283928.3443,-91754000,,-6517000,0,-172552992,48921000,-19.34,6.2525,6.267,6.4263,7.0722,-1.45,0.16,,,
CVGW US Equity,128246105,US1282461052,2859200,Consumer Staples,Food Products,Packaged Foods & Meats,28.78000069,Common Stock,427296672,2.238014482,18.23783627,8.554754183,49506.03279,16976000,0,112417000,0,,573224000,-1.46,28.4695,26.9556,25.5493,25.4095,0.42,14.16,,,
NYX US Equity,629491101,US6294911010,B1VJYW2,,,,38.63999939,Common Stock,9389519872,4.472856151,60.02415693,37.28373776,2845137.885,365000000,0,6344999936,0,1360999936,3749000000,0.44,38.086,36.5076,31.4287,28.3115,1.15,23.49,,,
SBRA US Equity,78573L106,US78573L1061,B5NLBP6,Financials,Real Estate Investment Trusts (REITs),Health Care REITs,29.01000023,REIT,1082835968,9.761634105,49.12770581,90.35306653,218930.7213,19513000,0,305488000,0,0,103170000,2.79,27.687,26.3344,24.1591,21.5825,4.58,35.31,,,
