EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3819 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20150423
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.199999809,Common Stock,65138056,1.204812355,1.941745775,-2.325590164,14472.26667,1517000,0,73637000,0,-757000,34822000,3.81,4.1669,4.0769,4.0148,4.0332,0.96,8.25,,,20150430
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,29.22999954,Common Stock,1095937408,-13.87742862,5.185437151,0.740604315,146855.7097,49418000,0,1162520960,0,,1692277984,-2.57,32.7215,33.065,32.2524,30.4037,-10.2,-9.57,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.699999809,Common Stock,47316680,-5.050505245,0,-0.212319083,4343.237288,2907000,2072000,84275000,3500000,-2842000,36003000,0,4.7802,4.6595,4.5924,4.5928,-2.57,5.62,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,4.25,Common Stock,208238592,-4.279280513,2.905566156,-12.00828018,120055.5806,-79350000,0,226782000,0,-12295000,1328075040,8.94,4.4285,4.0926,3.9971,4.1495,-5.56,22.13,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.349999905,Common Stock,439737952,-16.45886001,-8.719350545,3.076920143,1407994.339,-72021000,0,-19931000,0,,14712000,-26.72,37.91,37.988,37.946,32.945,-10.43,-15.62,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,11.81000042,REIT,1183213312,-6.472436452,1.463515191,3.048660899,328662.371,21168000,0,968329984,0,,246927000,-1.69,12.5265,12.6142,12.6494,12.3016,-5.14,-6.91,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,20.23999977,Common Stock,1221751168,7.545165246,-6.555863741,-11.34472256,659478.8065,-24715000,0,451952992,0,116607000,734942992,3.11,20.148,19.4972,19.2821,20.4265,-0.3,9.35,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,18.14999962,Common Stock,232584528,-4.052633587,10.2106823,36.52568694,14194.98387,10059000,0,136028000,0,-21051000,53273000,1.6,18.822,18.2868,17.5787,15.9887,1.05,11.57,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,3.809999943,Common Stock,28327456,-7.826300923,2.976447122,-21.44330247,20909.03226,-2567142,1746203,13289496,268,,92052600,-19.95,4.2454,4.0555,3.7925,3.9803,-13.8,6.13,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,3.549999952,Common Stock,49074556,-17.82407844,-74.71509999,-77.54585795,41359.91935,-10231000,0,180287008,0,-3703000,346609000,5.63,4.102,4.9564,6.2551,9.7919,-17.06,-49.65,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,13.61999989,Common Stock,198400512,5.417955148,29.71428462,32.10474618,57689.17742,-10612000,0,80508000,0,-124000,78138000,8.88,13.6175,13.414,12.6032,11.331,-2.08,2.41,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",58.04999924,Common Stock,8500398592,-1.975687199,-1.975687199,3.144990221,439286.129,346000000,0,4626999808,0,-130000000,4415000064,-1.02,58.657,59.0148,58.6593,59.1915,-1.19,3.18,,,
9876547D US Equity,487169104,US4871691048,B034L83,,,,13.34000015,Common Stock,898785728,-1.767303185,-6.320222142,-8.504799572,32012.27419,11799000,0,495740992,0,,111481000,#N/A N/A,13.505,13.5558,13.5842,14.0486,-1.33,2.62,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,5.769999981,Common Stock,621553408,3.0357157,77.53846095,30.54298374,346574.0323,-31383000,0,-3388000,0,,26551000,6.07,6.168,5.064,4.0633,3.4406,-10.4,98.28,,,
MWV US Equity,583334107,US5833341077,2840044,Materials,Containers & Packaging,Paper Packaging,48.79999924,Common Stock,8171107840,-2.145577938,11.65269767,27.7768427,1209547.952,280000000,0,3129999872,0,,5591000064,4.11,47.9565,50.0316,48.4901,45.5742,3.63,-2.46,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,30.18000031,Common Stock,738982720,-10.17856644,-5.834630192,1.753204519,285240.7581,-8679000,0,288544992,0,-101847000,689930016,-7.79,32.21,32.2296,29.6227,30.4447,-6.62,9.07,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,61.43000031,Common Stock,3741388800,-0.807363148,6.853363214,40.34726905,408849.4839,36402000,0,997856000,0,19886000,1128436000,5.27,63.4213,61.45,59.0184,56.2186,-4.02,15.08,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,41.88000107,Common Stock,1245680512,1.675169858,-10.76070574,-12.53132804,413933.2903,61241000,0,551934016,0,9151000,1213045984,-5.21,41.0235,41.323,42.8258,43.1208,-2.9,-0.92,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,12.06000042,Common Stock,101414280,1.307459973,-1.633387404,-4.153038294,3106.433333,7201000,809000,102950000,0,-11475000,64957000,-0.5,12.1126,12.0513,11.9057,12.3777,-1.33,5.41,,,
EPAX US Equity,23177108,US0231771082,2845845,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2.859999895,Common Stock,48744768,13.04347539,-19.43662159,-32.54716864,30109.16129,-17801000,0,39160000,0,-5898000,41620000,-11.89,2.7047,2.5501,2.4887,3.0226,4.86,13.49,,,
MACK US Equity,590328100,US5903281005,B72XX62,Health Care,Biotechnology,Biotechnology,11.10000038,Common Stock,1194319488,-6.565654255,21.04689519,152.8473968,1378958.565,-83559000,0,-102140000,0,,102756000,6.31,12.5945,11.9532,11.1271,9.4036,-18.8,17.71,,,
CVGW US Equity,128246105,US1282461052,2859200,Consumer Staples,Food Products,Packaged Foods & Meats,50.65000153,Common Stock,876244992,-1.497465326,5.996250771,65.48916321,104376.9516,26635000,0,180139008,0,,809136000,-0.39,50.3775,48.6268,46.2335,44.0504,0.14,26.28,,,
SBRA US Equity,78573L106,US78573L1061,B5NLBP6,Financials,Real Estate Investment Trusts (REITs),Health Care REITs,29.87999916,REIT,1769913600,-9.864260074,7.367043722,5.130295072,408328.7742,46909000,10242000,941808000,58000,0,183518000,-10.01,31.5985,32.1254,31.7094,29.4877,-3.77,-7.49,,,
SYRX US Equity,87184N203,US87184N2036,BLM80G4,Information Technology,IT Services,IT Consulting & Other Services,2.339999914,Common Stock,46346996,110.8108004,1.739128812,-55.93324131,609258.2097,-7652000,0,30817000,0,,62948999,-25.21,2.0253,1.6017,1.5668,2.3331,0,56.01,,,
ARO US Equity,7865108,US0078651082,2872092,Consumer Discretionary,Specialty Retail,Apparel Retail,3.089999914,Common Stock,244616192,-10.95101185,2.657804783,-37.82696087,1874384.419,-206458000,0,93552000,0,-458000,1838663008,-38.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,,
RGC US Equity,758766109,US7587661098,2866824,Consumer Discretionary,Media,Movies & Entertainment,22,Common Stock,3442512128,-3.677758962,5.917105724,27.52875335,855737.7742,129500000,0,-894800000,0,,2954500032,-3.73,22.516,22.9302,22.0116,21.3922,-1.21,4.94,,,
DDE US Equity,260095104,US2600951048,2857486,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,1.179999948,Common Stock,38827748,0.854700071,57.33332634,-18.62069595,50546.79032,-5000,0,112064000,0,-404000,184243000,-3.66,1.1685,1.1585,1.0355,1.0177,0,34.09,,,
AMRC US Equity,2.36E+111,US02361E1082,B3SWPT2,Industrials,Construction & Engineering,Construction & Engineering,6.71999979,Common Stock,312225248,-9.189193195,-18.44660222,4.83619267,59254.32258,10383000,0,286307008,0,-22758000,593241000,8.04,7.3885,7.1216,6.8924,7.2695,-7.95,15.27,,,
POM US Equity,713291102,US7132911022,2971698,Utilities,Electric Utilities,Electric Utilities,25.97999954,Common Stock,6568145408,-3.168096846,-3.068257571,0.998737035,1247520.694,242000000,,4321999872,129000000,3224999936,4877999872,4.89,26.503,26.8002,26.9745,27.0772,-1.89,-4.41,,,
FBMS US Equity,318916103,US3189161033,2184300,Financials,Banks,Regional Banks,16.14999962,Common Stock,86855056,-0.670405034,8.214689988,12.59925239,8862.737705,7216468,342000,98766000,17123000,-6447279,45588468,2.71,16.1015,15.7551,15.2265,14.8443,-1.82,16.07,,,
CPSI US Equity,205306103,US2053061030,2872122,Health Care,Health Care Technology,Health Care Technology,52.33000183,Common Stock,592143936,-3.55694167,-15.11739473,-13.76938803,126463.0323,30713134,0,80635000,0,-257000,198886440,1.21,53.039,52.9746,55.434,58.4478,-2.7,7.53,,,
