EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3608 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20130524
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,5.010000229,Common Stock,13171791,0.400810795,138.5714503,114.1025817,22877.06557,-6997000,0,37347000,0,,41947000,-2.4,5.411,4.9559,4.1358,3.1771,-3.09,22.20,,,20130531
AQQSQ US Equity,02970Q203,US02970Q2030,2448880,Financials,Real Estate Management & Development,Real Estate Operating Companies,2.950000048,REIT,10525010,24.26284573,-26.24999881,-27.16049608,11107.52381,-8168000,240000,1075000,1000,-12399000,52561000,-18.3,2.9223,2.4948,2.5059,3.2045,2.08,53.65,,,
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,27.09000015,Common Stock,1005472448,1.498687188,10.29938746,28.71609224,182485.5781,89557000,0,1179240960,0,,2551793984,-2.82,27.6345,26.5568,26.0956,25.0091,-1.46,10.12,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.936999798,Common Stock,49699296,16.71394268,49.60605664,53.80061493,6416.580645,3538000,,109345000,4000,,42629000,-5.81,4.6144,4.7882,4.5418,3.825,3.28,-2.24,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,5.130000114,Common Stock,247440432,8.456661602,4.268293392,65.48387975,560565.125,14143000,0,308951008,0,,1400663008,9.36,4.8805,5.6272,5.8249,5.4142,3.64,-19.09,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,6.570000172,Common Stock,1238918656,12.5,-26.75585311,-66.6158533,8661684.234,-485895008,11385000,1444834048,2000,134888992,590408008,-5.63,6.557,5.8618,6.5663,8.4318,-2.38,7.00,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.309999943,Common Stock,301969312,67.17171267,45.81497668,-20.62350402,1222779.422,-56082000,0,39246000,0,,3302000,-4.23,31.4075,25.117,24.4535,25.689,-13.35,31.87,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,9.779999733,Common Stock,482793600,25.86872274,49.99999634,-4.771185034,234220.5781,7001000,0,162684992,0,-2345000,173271000,46.32,9.5065,8.8166,8.2512,8.226,0.31,21.19,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,13.61999989,REIT,1364552448,-10.80550441,21.16557006,48.51023078,525015.1094,21420000,0,853833024,0,,168909000,-3.08,14.167,14.5066,13.9574,12.7037,-2.23,0.32,,,
