EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3614 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20130621
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.889999866,Common Stock,12856108,-2.589643724,130.6603835,91.01562405,11638.0339,-6997000,0,37347000,0,,41947000,-0.82,5.0035,5.112,4.5662,3.4116,-2.2,10.57,,,20130628
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,26.12000084,Common Stock,969471424,-3.744983862,4.076210777,19.48351428,172492.625,89557000,0,1179240960,0,,2551793984,13.09,26.448,26.7318,26.2087,25.4312,1.24,-2.03,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.650000095,Common Stock,46810056,-1.32625992,47.61904618,50.00000769,5759.5,3538000,,109345000,4000,,42629000,7.31,4.7617,4.6177,4.7887,4.019,-6.44,-12.26,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,5.610000134,Common Stock,270592864,10.65088646,11.08910736,76.97160879,596689.4844,14143000,0,308951008,0,,1400663008,5.53,5.2615,5.16,5.7443,5.501,8.51,-16.14,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,6.199999809,Common Stock,1169147136,-6.485675683,-32.24043642,-69.63761123,8125182.75,-485895008,11385000,1444834048,2000,134888992,590408008,20.32,5.743,6.0236,6.0483,7.9112,15.03,19.23,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.170000076,Common Stock,289197280,-18.0878509,39.03509281,-15.69148712,1360962.063,-56082000,0,39246000,0,,3302000,-11.04,32.22,29.377,26.1605,25.8695,8.56,45.41,,,
MKTG US Equity,761248103,US7612481033,B5MYYV3,,,,14.31000042,Common Stock,706418752,45.27918645,145.4545559,19.64883256,333043.875,7001000,0,162684992,0,-2345000,173271000,1.26,12.506,10.3714,9.2856,8.5246,3.17,61.69,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,13.19999981,REIT,1322473728,-5.579397414,11.35526176,36.38474281,640650.8281,21420000,0,853833024,0,,168909000,2.21,13.333,13.968,14.0231,12.9432,2.56,-8.56,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,17.73999977,Common Stock,1080756352,2.071349987,6.037060708,33.987916,485605.2344,1065000,0,449035008,0,,663067984,22.72,17.46,17.8103,18.4046,17.9956,0.85,-7.84,,,
