EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3655 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20160623
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,5.980000019,Common Stock,92744184,-4.625198768,2.04777957,34.38202866,20391.9375,8846000,0,82832000,0,-100000,38770000,0.33,6.0598,6.2545,6.0431,5.974,-2.92,-0.99,,,20160630
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,37.81999969,Common Stock,1426302976,5.880446678,26.71247895,34.03487359,147132.8438,52585000,0,1189527040,0,,1570448992,4.47,36.048,35.0176,32.6285,30.8367,2.02,18.92,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,6,Common Stock,72626272,2.040814341,4.347826087,24.74012622,5089.15625,4577000,2104000,83385000,3500000,,37228000,6.17,5.9128,5.8313,5.514,5.3728,1.87,18.81,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,2.339999914,Common Stock,115764504,16.41790673,-26.41509858,-51.25000373,349155.1094,-38237000,0,183132992,0,,1375648992,1.28,1.934,2.1292,2.2225,2.6826,27.17,2.18,,,
UNIS US Equity,9.05E+305,US90478E3018,BZ6VNV3,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3.289999962,Common Stock,55771024,-6.798867181,-33.55213349,-84.69767527,143964.7906,-100487000,,-49223000,2450000,,14061000,7.6,3.305,3.8324,5.9931,7.1063,2.81,-51.62,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,12.27000046,REIT,1229299456,7.537253478,23.08784286,16.35133976,276800.6719,25060000,0,913084032,0,,243173000,6.07,11.9395,11.4066,10.7019,10.5362,2.25,17.69,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,1.840000033,Common Stock,27253348,36.29629636,-43.55828102,-13.61502655,19762.5,-6499649,2691214,12510004,174,,109615896,1.08,1.8833,1.6689,1.7568,2.0816,-3.66,2.79,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,11.21000004,Common Stock,146648432,6.965653891,-12.35340053,-27.58397694,53477.51563,-2847000,0,49589000,0,-249000,98113000,-3.75,10.708,10.8234,11.1632,12.0894,3.22,-0.36,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",49.13999939,Common Stock,6603027456,7.035503274,4.508717378,-13.31804449,483376.1875,136000000,0,3996000000,0,,4362999872,2.65,48.121,47.7744,47.1378,47.0901,-2.71,-0.71,,,
