EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3763 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20140324
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.489999771,Common Stock,69635680,9.512192087,13.9593834,1.526277797,27668.60656,-11406000,0,65525000,0,-716000,35164000,-4.23,4.048,4.0588,3.9945,4.2527,13.1,3.70,,,20140331
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,29.40999985,Common Stock,1089421824,1.188995248,3.759912037,12.77374466,195127.918,-6149000,0,1133771008,0,,2310072000,1.43,29.6585,29.2628,29.0602,28.5164,-1.11,-1.04,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.549874783,Common Stock,45802132,-3.194149634,-13.09776837,-14.15330908,4994.95,-25165000,1170000,79269000,3500000,0,39755000,3.52,4.6131,4.6003,4.634,4.8021,-2.99,-4.01,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,4.860000134,Common Stock,234599600,-16.06217331,-5.996130333,-27.35425872,208232.8852,11874000,0,309812992,0,,1403426976,-0.62,5.731,5.633,5.3971,5.4131,-15.03,-11.48,,,
MCPIQ US Equity,608753109,US6087531090,B458HM7,Materials,Metals & Mining,Diversified Metals & Mining,4.690000057,Common Stock,1128217216,-10.153252,-28.50609607,-9.807687899,6246922.41,-379758008,11384000,1347720960,2000,85372000,556109008,1.28,4.933,5.0548,5.0257,5.719,-5.63,-16.55,,,
UNIS US Equity,9.05E+107,US90478E1038,B61FS45,Health Care,Health Care Equipment & Supplies,Health Care Supplies,4.070000172,Common Stock,417799776,-12.09503086,22.59036908,86.69724986,1350367.049,-63588000,0,26419000,0,,8112000,-20.15,46.725,45.144,42.6305,37.1705,-16.43,-7.50,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,12.60000038,REIT,1262361344,0.638977003,1.874703473,-8.861072812,277139.6393,17490000,0,1050166016,0,0,214247000,-1.82,12.362,12.1922,12.3016,12.6655,2.52,7.10,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,24.70999908,Common Stock,1525874816,1.729099025,-2.793080211,28.36363161,609006.1803,27441000,0,489788992,0,121083000,680416000,-7.61,24.85,22.9968,21.8623,22.1986,-1.98,24.61,,,
PLMT US Equity,697062206,US6970622063,2166591,Financials,Banks,Regional Banks,14.09000015,Common Stock,180246448,5.385192769,8.052148726,21.46551456,5934.622951,28584000,0,123817000,0,-26299000,57374000,-4.12,14.042,13.1448,13.0357,13.0819,-2.63,8.72,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,19.30999947,Common Stock,266275888,-10.31119902,23.30778834,18.75768262,23588.04918,9866000,,192016992,0,16775000,318221000,-18.13,19.7313,19.9621,19.8182,18.7448,3.76,-7.12,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,11.18999958,Common Stock,157108800,4.579437195,25.73033775,-13.92308015,82220.06557,-4747000,0,84265000,0,-221000,74594000,-7.86,10.77,10.2208,9.8238,9.6218,4.19,9.92,,,
