EQY_FUND_CRNCY,REL_INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Total Cash Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
None (3768 securities),,,,,,,,,,,,,,,,,,,,,,,,,,,,Start,20150923
ACFC US Equity,48426100,US0484261005,B3R7WM0,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,5.53000021,Common Stock,85765104,4.339622845,33.25301404,35.53922336,69507.46875,6917000,0,78080000,0,,35408000,10.67,5.6025,5.4972,4.9381,4.48,-2.12,24.27,,,20150930
MANT US Equity,564563104,US5645631046,2825308,Information Technology,IT Services,IT Consulting & Other Services,25.70000076,Common Stock,965111296,-5.419491251,-23.12040156,-1.887667492,155613.9531,54160000,0,1168428032,0,,1613274976,12.45,26.3095,27.7268,28.457,30.3298,-0.62,-10.67,,,
SVBI US Equity,81811M100,US81811M1009,2962443,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4.659999847,Common Stock,47014176,-3.91752703,-5.858585314,2.645993911,6352.33871,4848000,2106000,81645000,3500000,,37344000,11.37,4.8246,4.8596,4.8319,4.711,-3.92,-3.12,,,
FVE US Equity,33832D106,US33832D1063,2826152,Health Care,Health Care Providers & Services,Health Care Facilities,3.089999914,Common Stock,151552496,-8.579887292,-30.40540824,-18.03713714,242440,-80683000,0,218175008,0,,1343107008,5.83,3.0645,3.531,4.1098,4.0434,0,-35.63,,,
FSP US Equity,35471R106,US35471R1068,B02T2D1,Financials,Real Estate Investment Trusts (REITs),Office REITs,10.75,REIT,1077014656,3.266091811,-13.49616776,1.907063052,435325.125,21358000,0,955545984,0,,244419000,-1.46,10.546,11.02,11.327,11.976,0.94,-3.42,,,
MDAS US Equity,584045108,US5840451083,B29YMY4,Health Care,Health Care Technology,Health Care Technology,20.05999947,Common Stock,1203643776,-5.018945697,6.588734279,-3.185327554,666111.9844,-24997000,0,455328000,0,,749951984,18.05,20.779,21.0758,21.3638,20.3588,-2.67,-9.07,,,
FSNN US Equity,36113B400,US36113B4005,BMM28B4,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,1.879999995,Common Stock,15475346,-11.32075015,-54.51796419,-48.49315216,14073.57813,-6516116,1668007,8767772,242,,96333534,42.02,2.2193,2.5045,2.6006,3.2031,-10.9,-11.74,,,
EAC US Equity,29482P100,US29482P1003,B3X9J74,Industrials,Aerospace & Defense,Aerospace & Defense,3.130000114,Common Stock,43297832,-7.669616001,-27.54629653,-75.90454065,30810.85938,-70866000,0,93261000,0,,327021000,-4.47,3.3513,3.4317,3.6523,4.8169,-5.44,-27.88,,,
CUTR US Equity,232109108,US2321091082,2839741,Health Care,Health Care Equipment & Supplies,Health Care Equipment,13.07999992,Common Stock,184914112,-10.59466971,1.238388905,29.50494485,79294.39063,-9794000,0,67694000,0,-103000,85859000,3.75,14.6245,14.7438,14.8117,13.8277,-11.32,-15.50,,,
H US Equity,448579102,US4485791028,B5B82X4,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",47.09999847,Common Stock,6739489792,-8.061684765,-20.46606298,-22.17449088,449690.6406,277000000,0,4323999744,0,,4349000064,7.01,49.82,51.951,54.9342,56.7908,-3.33,-16.92,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,3.75999999,Common Stock,407465888,-24.80000019,-32.85714188,40.29850361,319257.3281,-16667000,0,11526000,0,,38353000,-1.86,4.6905,4.8938,5.4737,4.842,-19.83,-37.44,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,20.09000015,Common Stock,493734720,-15.76519987,-40.20833016,-35.15170933,260996.9219,-11402000,0,289048992,0,,751452016,27.48,21.9045,23.1056,25.4939,27.6466,-2.71,-24.30,,,
